repeat,rule,label,fdp,correct,total,units,supp_units,fmax,prec,rec
66,Top-1,top1,0.5779892428630534,976.0,2373.0,2373,976,,,
66,Top-3,top3,0.6218452627223832,2608.0,7112.0,2373,1311,,,
67,Fmax,score>=4.43304,0.7183657836776038,9002.0,35967.0,2322,1633,0.3302548627966053,0.256298310918237,0.4642039429311244
67,Fmax-full,score>=1,0.8265683310609361,19292.0,154527.0,2373,2006,0.09839780935459391,0.15719300329420446,0.071612464792579
67,Top-1,top1,0.5891601158460902,949.0,2373.0,2373,949,,,
67,Top-3,top3,0.6345331678389188,2518.0,7114.0,2373,1274,,,
68,Fmax,score>=4.41838,0.7037927073421544,9311.0,36103.0,2303,1641,0.324929097118948,0.25205895379219123,0.45706697903573673
68,Fmax-full,score>=1,0.8215115808942929,19154.0,153308.0,2368,2010,0.09751316532435247,0.1557495768037131,0.0709749005246422
68,Top-1,top1,0.5879189077368638,947.0,2368.0,2368,947,,,
68,Top-3,top3,0.6286029513170598,2542.0,7097.0,2368,1276,,,
69,Fmax,score>=4.43304,0.718787074172673,9241.0,36832.0,2322,1660,0.3294252583599027,0.2564865288713945,0.46033317382922423
69,Fmax-full,score>=1,0.8304219253215845,19674.0,159599.0,2377,2027,0.09826343733045367,0.1582659242801518,0.07125059299429307
69,Top-1,top1,0.6028134050475796,920.0,2377.0,2377,920,,,
69,Top-3,top3,0.6448765687491381,2455.0,7123.0,2377,1257,,,
70,Fmax,score>=4.43304,0.7085854067098802,9436.0,36142.0,2312,1646,0.32598104226749364,0.2533089835676516,0.4571265068840731
70,Fmax-full,score>=1,0.8263596148806158,19753.0,153501.0,2378,2009,0.09817522590347494,0.15634098054386766,0.07155398206811746
70,Top-1,top1,0.5928837401737691,945.0,2378.0,2378,945,,,
70,Top-3,top3,0.636808716039167,2514.0,7122.0,2378,1274,,,
71,Fmax,score>=4.43304,0.7222527494105443,9146.0,36307.0,2326,1633,0.33000460182253566,0.25748587832855685,0.4593870994487318
71,Fmax-full,score>=1,0.8293042759483796,19231.0,155992.0,2378,2007,0.09814928453970148,0.15762614591056803,0.07126061328951397
71,Top-1,top1,0.5920562681009516,947.0,2378.0,2378,947,,,
71,Top-3,top3,0.6371534960695077,2510.0,7124.0,2378,1264,,,
72,Fmax,score>=4.41838,0.7147493290529435,9306.0,36994.0,2318,1644,0.3286358616774548,0.25487761288394883,0.46246807652539185
72,Fmax-full,score>=1,0.8280303523597682,19465.0,157663.0,2375,2010,0.09824225202933339,0.15752653361109092,0.0713791025718099
72,Top-1,top1,0.5904013239553165,948.0,2375.0,2375,948,,,
72,Top-3,top3,0.6345331678389189,2524.0,7120.0,2375,1273,,,
73,Fmax,score>=4.43304,0.7061857113232475,9724.0,36387.0,2324,1694,0.32277262812265434,0.2505796278082811,0.4533985879879795
73,Fmax-full,score>=1,0.8227224632709048,20813.0,159131.0,2376,2018,0.09708942709275045,0.15505872830528356,0.07066940031772362
73,Top-1,top1,0.575093090608192,986.0,2376.0,2376,986,,,
73,Top-3,top3,0.6235691628740864,2604.0,7116.0,2376,1308,,,
74,Fmax,score>=4.80254,0.6992090809307588,8568.0,32430.0,2297,1608,0.32748219669891393,0.26105274325400474,0.4392594837902271
74,Fmax-full,score>=1,0.8249114768935966,19717.0,155307.0,2370,2013,0.09837940541179425,0.1569268302808004,0.07164831940339834
74,Top-1,top1,0.5825403392635499,962.0,2370.0,2370,962,,,
74,Top-3,top3,0.6303268514687629,2537.0,7100.0,2370,1277,,,
75,Fmax,score>=4.43304,0.71740485737588,8804.0,35083.0,2308,1612,0.33159527507758474,0.2577896945421087,0.46461535625176553
75,Fmax-full,score>=1,0.8318736434965324,19177.0,156619.0,2366,1987,0.09972992848087901,0.16056644277776783,0.07232640460739777
75,Top-1,top1,0.6019859329747621,911.0,2366.0,2366,911,,,
75,Top-3,top3,0.6391532202454835,2461.0,7091.0,2366,1256,,,
76,Fmax,score>=4.5773,0.7098443180701648,9447.0,35603.0,2327,1645,0.32524269035305203,0.25562823003137863,0.446962681286151
76,Fmax-full,score>=1,0.8266880878366363,20181.0,155992.0,2380,2010,0.09780960828211833,0.1561796006840034,0.07119969488100965
76,Top-1,top1,0.5866776996276376,962.0,2380.0,2380,962,,,
76,Top-3,top3,0.6283271272927873,2580.0,7132.0,2380,1279,,,
77,Fmax,score>=4.43304,0.7173318772540884,9245.0,35867.0,2317,1626,0.3306090352610645,0.2565235291305682,0.4648646981204533
77,Fmax-full,score>=1,0.8317245491860819,20008.0,156086.0,2376,2000,0.09887777824947983,0.15898617264769904,0.07175075007906531
77,Top-1,top1,0.6007447248655358,924.0,2376.0,2376,924,,,
77,Top-3,top3,0.6441870086884569,2457.0,7126.0,2376,1269,,,
78,Fmax,score>=4.43304,0.7142368259055621,9191.0,35666.0,2315,1640,0.32869882219637836,0.2554170520828206,0.4609501425575657
78,Fmax-full,score>=1,0.8317431998947103,20097.0,154834.0,2380,1999,0.09870846238871758,0.15838664653739315,0.07169474460151991
78,Top-1,top1,0.5858502275548201,964.0,2380.0,2380,964,,,
78,Top-3,top3,0.6343952558267826,2536.0,7124.0,2380,1282,,,
79,Fmax,score>=4.72625,0.7080711550090606,9150.0,34093.0,2318,1630,0.32693389806412415,0.26041798184230386,0.4390848836872973
79,Fmax-full,score>=1,0.8264687658991227,20125.0,156441.0,2378,2009,0.09762643549240947,0.15638861832135653,0.07096261448559991
79,Top-1,top1,0.582126603227141,971.0,2378.0,2378,971,,,
79,Top-3,top3,0.6263274031168116,2592.0,7126.0,2378,1309,,,
80,Fmax,score>=4.29333,0.7235137360853265,9305.0,37468.0,2321,1627,0.3301356119729706,0.2541203045972478,0.47103766644247214
80,Fmax-full,score>=1,0.8332088453456987,19229.0,156038.0,2379,1998,0.09868130087468395,0.1591784251916285,0.07150515432524476
80,Top-1,top1,0.5995035167563095,930.0,2379.0,2379,930,,,
80,Top-3,top3,0.6433595366156393,2470.0,7133.0,2379,1261,,,
81,Fmax,score>=4.43304,0.7158279063269973,9200.0,36128.0,2313,1652,0.32869933951060876,0.25640151550309037,0.457780113536789
81,Fmax-full,score>=1,0.8286933289449122,19613.0,156379.0,2378,2006,0.09860731380069714,0.15735950472108098,0.0717998996560404
81,Top-1,top1,0.5850227554820024,964.0,2378.0,2378,964,,,
81,Top-3,top3,0.6315680595779892,2552.0,7124.0,2378,1275,,,
82,Fmax,score>=4.41838,0.7156575549648552,9503.0,37006.0,2328,1668,0.3272503431119947,0.2539051722101143,0.4601825106426874
82,Fmax-full,score>=1,0.8246937803739699,20249.0,159692.0,2379,2044,0.09741009375120557,0.15546144631558206,0.07092555640569757
82,Top-1,top1,0.5899875879189077,953.0,2379.0,2379,953,,,
82,Top-3,top3,0.6320507516204662,2552.0,7132.0,2379,1282,,,
83,Fmax,score>=4.43304,0.7157111742228037,9238.0,36263.0,2319,1665,0.3281509312156549,0.25552515629325934,0.4584532618873932
83,Fmax-full,score>=1,0.8311544719311221,19868.0,155617.0,2379,2026,0.09846484459407753,0.1582816542790345,0.07145936843118614
83,Top-1,top1,0.5870914356640463,960.0,2379.0,2379,960,,,
83,Top-3,top3,0.6352916839056681,2530.0,7128.0,2379,1264,,,
84,Fmax,score>=4.43304,0.7168155383554077,9094.0,35765.0,2317,1603,0.33075119558632055,0.25629305985667866,0.46618786998722994
84,Fmax-full,score>=1,0.8284141300899412,19589.0,155827.0,2371,1991,0.09817475890642505,0.15830155338374777,0.07115018261204296
84,Top-1,top1,0.5875051717004551,951.0,2371.0,2371,951,,,
84,Top-3,top3,0.6310164115294442,2535.0,7106.0,2371,1264,,,
85,Fmax,score>=4.43304,0.7176003703161852,9314.0,36219.0,2329,1662,0.3283772904821627,0.2549923853365002,0.4610697120096264
85,Fmax-full,score>=1,0.8275418216262135,20044.0,159240.0,2376,2013,0.09799627688984343,0.15716132562383603,0.07119439239864894
85,Top-1,top1,0.5858502275548201,960.0,2376.0,2376,960,,,
85,Top-3,top3,0.6337056957661014,2529.0,7122.0,2376,1276,,,
86,Fmax,score>=4.41838,0.710388346926648,9533.0,36309.0,2315,1638,0.3263443932715254,0.2533447360589378,0.45844130988530163
86,Fmax-full,score>=1,0.8265265649500554,19947.0,158436.0,2372,2009,0.09739987901740976,0.15732681612008953,0.07053324800597738
86,Top-1,top1,0.5850227554820024,958.0,2372.0,2372,958,,,
86,Top-3,top3,0.6333609157357607,2519.0,7104.0,2372,1258,,,
87,Fmax,score>=4.41838,0.7208105993576691,8856.0,35815.0,2314,1617,0.3324240145550293,0.2581310876717294,0.46676365819415466
87,Fmax-full,score>=1,0.8309789515991409,18963.0,153801.0,2371,2004,0.09942557941981908,0.15941952878279872,0.07223976919746604
87,Top-1,top1,0.6110881257757551,894.0,2371.0,2371,894,,,
87,Top-3,top3,0.6490139291132258,2407.0,7104.0,2371,1225,,,
88,Fmax,score>=5.21146,0.6964228943431311,8198.0,30524.0,2277,1538,0.33312420610792276,0.2738221459726114,0.42521325980205005
88,Fmax-full,score>=1,0.8301006102097173,20122.0,159499.0,2373,1990,0.09861529011364527,0.1587332375901814,0.07152588308288982
88,Top-1,top1,0.6061232933388498,908.0,2373.0,2373,908,,,
88,Top-3,top3,0.6434974486277756,2451.0,7112.0,2373,1264,,,
89,Fmax,score>=5.21146,0.6781003326349324,8308.0,29911.0,2271,1606,0.32391735742370215,0.26634908504718646,0.41323285735454635
89,Fmax-full,score>=1,0.8172246990389982,19554.0,151931.0,2360,2010,0.09775893551981295,0.15510029853541218,0.0713722533185248
89,Top-1,top1,0.5812991311543235,955.0,2360.0,2360,955,,,
89,Top-3,top3,0.6263963591228796,2538.0,7077.0,2360,1268,,,
90,Fmax,score>=4.43304,0.7110358885315815,9654.0,36464.0,2324,1663,0.32645970493146886,0.2527473198039439,0.46086991678212913
90,Fmax-full,score>=1,0.8257913116814392,20542.0,156513.0,2380,2023,0.09710576820193267,0.1557880710656668,0.07053617728343517
90,Top-1,top1,0.5833678113363674,970.0,2380.0,2380,970,,,
90,Top-3,top3,0.629292511377741,2573.0,7132.0,2380,1292,,,
91,Fmax,score>=4.41838,0.7144444859488445,9443.0,36621.0,2327,1630,0.3276492386781294,0.2535008264861211,0.463106968084904
91,Fmax-full,score>=1,0.8283567853575404,20259.0,157599.0,2379,2004,0.0978815333827304,0.1570604138151829,0.0710939896074156
91,Top-1,top1,0.5883326437732727,957.0,2379.0,2379,957,,,
91,Top-3,top3,0.6342573438146463,2534.0,7130.0,2379,1280,,,
92,Fmax,score>=4.43304,0.7251731987845207,8859.0,36423.0,2314,1620,0.33291915525231797,0.2604332566225702,0.4613165128807363
92,Fmax-full,score>=1,0.8353626717341777,18818.0,154795.0,2375,1990,0.0997522865555641,0.16072491223010263,0.07231779681870544
92,Top-1,top1,0.5995035167563095,926.0,2375.0,2375,926,,,
92,Top-3,top3,0.6530133774651773,2390.0,7118.0,2375,1223,,,
93,Fmax,score>=4.43304,0.7219868422534427,9130.0,36350.0,2313,1606,0.3323411193297901,0.2591485441309221,0.46315113047339385
93,Fmax-full,score>=1,0.8282389126940963,19174.0,155463.0,2368,1987,0.09891525800326816,0.1586803556357468,0.07185275812762053
93,Top-1,top1,0.6052958212660323,905.0,2368.0,2368,905,,,
93,Top-3,top3,0.6443249207005931,2432.0,7097.0,2368,1222,,,
94,Fmax,score>=5.21146,0.681774196399683,8216.0,29879.0,2266,1569,0.32641108576416794,0.2686953796048085,0.41570426745066463
94,Fmax-full,score>=1,0.8238131087920195,19379.0,151960.0,2373,2006,0.09835932774964015,0.15599160112498733,0.07182356867710374
94,Top-1,top1,0.5841952834091849,961.0,2373.0,2373,961,,,
94,Top-3,top3,0.6327403116811475,2525.0,7104.0,2373,1280,,,
95,Fmax,score>=4.41838,0.7161636080342562,9420.0,36046.0,2321,1637,0.32853905389154925,0.25509619106881215,0.46136815699602374
95,Fmax-full,score>=1,0.826541210456972,19769.0,154910.0,2375,2002,0.09843778515000164,0.15687696566684578,0.07172068288888461
95,Top-1,top1,0.5850227554820024,961.0,2375.0,2375,961,,,
95,Top-3,top3,0.6341194318025101,2527.0,7117.0,2375,1270,,,
96,Fmax,score>=4.41838,0.7160562716415787,9219.0,36791.0,2321,1666,0.3285686719565522,0.2550482546199769,0.4616419583873098
96,Fmax-full,score>=1,0.832012061773413,19853.0,162519.0,2378,2039,0.09803072142254807,0.15880792964821816,0.0708975846989112
96,Top-1,top1,0.5883326437732727,956.0,2378.0,2378,956,,,
96,Top-3,top3,0.639498000275824,2495.0,7128.0,2378,1263,,,
97,Fmax,score>=3.83811,0.746725880202732,9950.0,42663.0,2357,1670,0.330915336182853,0.24533269306931133,0.5081960889912307
97,Fmax-full,score>=1,0.8340798998720058,19496.0,156563.0,2382,2009,0.09894306067574642,0.15910305006796752,0.07179569696437378
97,Top-1,top1,0.6015721969383533,928.0,2382.0,2382,928,,,
97,Top-3,top3,0.6472900289615225,2452.0,7140.0,2382,1243,,,
98,Fmax,score>=5.21146,0.6875069139012862,8351.0,30315.0,2282,1550,0.32765419294795134,0.26909956270215574,0.4187780679931439
98,Fmax-full,score>=1,0.8250117247758159,19734.0,155289.0,2371,2003,0.0983371175882092,0.15681848509804133,0.07162604907666796
98,Top-1,top1,0.589573851882499,946.0,2371.0,2371,946,,,
98,Top-3,top3,0.6293614673838092,2547.0,7107.0,2371,1241,,,
99,Fmax,score>=5.21146,0.6781170461792531,8464.0,29704.0,2279,1585,0.32331848453379175,0.2652565244693034,0.41392175393440367
99,Fmax-full,score>=1,0.8214596909234134,19567.0,150472.0,2370,1998,0.09802379282659143,0.15542250884374004,0.07158639283955971
99,Top-1,top1,0.5730244104261482,985.0,2370.0,2370,985,,,
99,Top-3,top3,0.6117776858364364,2672.0,7105.0,2370,1307,,,
