repeat,alpha,delta,arm,label,fdp,pool_risk,correct,total,units,supp_units,frontier,frontier_all
25,0.2,0.5,goco-N,top14135,0.2027299192959119,0.196648677119887,2572,4219,1399,1093,1640,1653
25,0.2,0.1,global-coarse,global_27.1593,0.1537404810056858,0.1487048243980235,1330,2935,717,473,1330,1336
25,0.2,0.1,global-dense,global_23.4366,0.2041118083668369,0.196833112518216,1658,3925,896,564,1658,1669
25,0.2,0.1,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1742931751418366,0.1683505597236753,1684,3921,806,549,1493,1493
25,0.2,0.1,goco-N,top12426,0.1797628439844628,0.1751645698391668,2316,3740,1298,1017,1519,1535
26,0.05,0.5,global-coarse,global_62.0008,0.0385247355044624,0.0402252527442208,408,639,231,156,408,409
26,0.05,0.5,global-dense,global_56.5397,0.0456803987627322,0.0484367301893857,466,778,252,166,466,466
26,0.05,0.5,goco-M,adapt_62.0008_to_52.5656_q0.75,0.0460719703686191,0.0469100828357277,487,842,251,168,466,467
26,0.05,0.5,goco-N,top3012,0.0406500581200622,0.0452545726066211,682,893,461,393,418,418
26,0.05,0.1,global-coarse,global_62.0008,0.0385247355044624,0.0402252527442208,408,639,231,156,408,409
26,0.05,0.1,global-dense,global_59.3219,0.0440520519337234,0.0451438293623422,436,710,245,159,436,436
26,0.05,0.1,goco-M,adapt_62.0008_to_52.5656_q0.6,0.0436929881592686,0.0448063443890454,480,819,243,164,423,425
26,0.05,0.1,goco-N,top2648,0.0361541265244202,0.0403523638728494,580,766,384,322,375,393
26,0.1,0.5,global-coarse,global_37.7842,0.078646787635203,0.0848774434131034,771,1549,380,252,771,773
26,0.1,0.5,global-dense,global_34.9736,0.0933710292833172,0.0974155712774832,879,1819,439,281,879,879
26,0.1,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0880827603417591,0.0946928092982721,990,2009,448,314,822,840
26,0.1,0.5,goco-N,top5736,0.0835290519713358,0.0893550177692818,1275,1710,813,670,791,814
26,0.1,0.1,global-coarse,global_37.7842,0.078646787635203,0.0848774434131034,771,1549,380,252,771,773
26,0.1,0.1,global-dense,global_36.6945,0.0849033959191178,0.0906059839671372,822,1676,405,266,822,822
26,0.1,0.1,goco-M,adapt_37.7842_to_32.0342_q0.6,0.0809999934327613,0.0876034899176022,941,1888,414,295,791,799
26,0.1,0.1,goco-N,top5736,0.0835290519713358,0.0893550177692818,1275,1710,813,670,791,814
26,0.2,0.5,global-coarse,global_27.1593,0.1352104740292576,0.1469387401274558,1361,2842,683,473,1361,1368
26,0.2,0.5,global-dense,global_23.4366,0.1856762949747082,0.1950357477380261,1707,3778,867,569,1707,1715
26,0.2,0.5,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1541406317931057,0.1651241047351111,1697,3718,759,538,1425,1465
26,0.2,0.5,goco-N,top12426,0.1750365668005297,0.1899735092378456,2471,3685,1279,1022,1650,1662
26,0.2,0.1,global-coarse,global_27.1593,0.1352104740292576,0.1469387401274558,1361,2842,683,473,1361,1368
26,0.2,0.1,global-dense,global_23.8149,0.1774692391931799,0.185602652362042,1678,3673,842,560,1678,1678
26,0.2,0.1,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1541406317931057,0.1651241047351111,1697,3718,759,538,1425,1465
26,0.2,0.1,goco-N,top10925,0.1558505169955314,0.1693615957393719,2220,3254,1199,963,1486,1491
27,0.05,0.5,global-coarse,global_62.0008,0.0422542703469472,0.0389702356318441,424,710,245,166,424,425
27,0.05,0.5,global-dense,global_54.7578,0.055949425694978,0.0514087328958345,508,927,286,182,508,511
27,0.05,0.5,goco-M,adapt_62.0008_to_52.5656_q0.75,0.0480677542013909,0.0438623718214006,509,932,259,176,469,469
27,0.05,0.5,goco-N,top3012,0.0512618949110467,0.0500022991677013,652,864,509,418,495,500
27,0.05,0.1,global-coarse,global_62.0008,0.0422542703469472,0.0389702356318441,424,710,245,166,424,425
27,0.05,0.1,global-dense,global_56.5397,0.0506698583446618,0.0475075379855349,495,878,269,177,495,495
27,0.05,0.1,goco-M,adapt_62.0008_to_52.5656_q0.75,0.0480677542013909,0.0438623718214006,509,932,259,176,469,469
27,0.05,0.1,goco-N,top2648,0.043883602261757,0.0422770956913597,578,757,466,386,439,439
27,0.1,0.5,global-coarse,global_37.7842,0.0845991685875839,0.0837691350969044,800,1675,396,261,800,801
27,0.1,0.5,global-dense,global_34.418,0.0995857714206907,0.0991930468789345,938,1986,467,312,938,939
27,0.1,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0890513384927948,0.089159065976558,990,2074,443,317,814,832
27,0.1,0.5,goco-N,top5736,0.0994173217487243,0.0952344822602789,1131,1615,815,644,881,928
27,0.1,0.1,global-coarse,global_37.7842,0.0845991685875839,0.0837691350969044,800,1675,396,261,800,801
27,0.1,0.1,global-dense,global_36.1117,0.0941277393594315,0.0925646558802856,865,1835,435,282,865,865
27,0.1,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0890513384927948,0.089159065976558,990,2074,443,317,814,832
27,0.1,0.1,goco-N,top5736,0.0994173217487243,0.0952344822602789,1131,1615,815,644,881,928
27,0.2,0.5,global-coarse,global_27.1593,0.1469116974598977,0.1485289181626607,1365,2918,716,483,1365,1371
27,0.2,0.5,global-dense,global_23.4366,0.1942432467052162,0.1975047070442367,1726,3925,892,583,1726,1727
27,0.2,0.5,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1633246508780873,0.1636652075273073,1704,3831,779,543,1534,1541
27,0.2,0.5,goco-N,top12426,0.1927787148722192,0.1860957802639413,2321,3598,1311,1007,1704,1718
27,0.2,0.1,global-coarse,global_27.1593,0.1469116974598977,0.1485289181626607,1365,2918,716,483,1365,1371
27,0.2,0.1,global-dense,global_23.8149,0.1827500996876588,0.1871157049425846,1704,3805,859,573,1704,1704
27,0.2,0.1,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1633246508780873,0.1636652075273073,1704,3831,779,543,1534,1541
27,0.2,0.1,goco-N,top12426,0.1927787148722192,0.1860957802639413,2321,3598,1311,1007,1704,1718
28,0.05,0.5,global-coarse,global_62.0008,0.0398614969363831,0.0386197767836614,420,643,241,162,420,421
28,0.05,0.5,global-dense,global_55.6416,0.0463266150481706,0.0477325279677328,484,796,263,173,484,484
28,0.05,0.5,goco-M,adapt_62.0008_to_52.5656_q0.75,0.0475412258407707,0.0462498932529281,494,844,263,173,484,484
28,0.05,0.5,goco-N,top2648,0.0403346664827839,0.0431295942297459,558,729,481,404,420,431
28,0.05,0.1,global-coarse,global_62.0008,0.0398614969363831,0.0386197767836614,420,643,241,162,420,421
28,0.05,0.1,global-dense,global_58.3796,0.0432477293772287,0.0439434995960033,450,717,248,163,450,452
28,0.05,0.1,goco-M,adapt_62.0008_to_52.5656_q0.75,0.0475412258407707,0.0462498932529281,494,844,263,173,484,484
28,0.05,0.1,goco-N,top2648,0.0403346664827839,0.0431295942297459,558,729,481,404,420,431
28,0.1,0.5,global-coarse,global_37.7842,0.0792386600206211,0.0815181404331631,786,1539,397,264,786,787
28,0.1,0.5,global-dense,global_33.8713,0.1025459542526154,0.1007728488001629,964,1952,493,321,964,968
28,0.1,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0936970180557272,0.0934045637384028,1011,2026,475,332,866,868
28,0.1,0.5,goco-N,top5043,0.091044584983352,0.0892675647952237,1024,1454,843,676,839,848
28,0.1,0.1,global-coarse,global_37.7842,0.0792386600206211,0.0815181404331631,786,1539,397,264,786,787
28,0.1,0.1,global-dense,global_34.9736,0.0960266564217743,0.0949094237409867,895,1828,457,297,895,895
28,0.1,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0936970180557272,0.0934045637384028,1011,2026,475,332,866,868
28,0.1,0.1,goco-N,top5043,0.091044584983352,0.0892675647952237,1024,1454,843,676,839,848
28,0.2,0.5,global-coarse,global_23.0262,0.2041023830336822,0.1993726307094735,1766,3995,934,597,1766,1774
28,0.2,0.5,global-dense,global_23.0262,0.2041023830336822,0.1993726307094735,1766,3995,934,597,1766,1774
28,0.2,0.5,goco-M,adapt_23.0262_to_19.5221_q0.5,0.203382209793293,0.1993256933274014,1994,4586,942,630,1757,1758
28,0.2,0.5,goco-N,top12426,0.2015128828327008,0.1972930556019095,2352,3696,1386,1067,1720,1745
28,0.2,0.1,global-coarse,global_27.1593,0.1488492556034963,0.1456506538172974,1369,2883,723,477,1369,1373
28,0.2,0.1,global-dense,global_23.8149,0.1914347312923542,0.1854701250205893,1692,3761,886,569,1692,1692
28,0.2,0.1,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1665287478700594,0.1622092124383162,1685,3753,792,534,1503,1507
28,0.2,0.1,goco-N,top10925,0.1780447211042991,0.1770170072642827,2105,3216,1298,1006,1616,1629
29,0.05,0.5,global-coarse,global_62.0008,0.0382774789684181,0.0386710153781474,417,641,230,150,417,417
29,0.05,0.5,global-dense,global_55.6416,0.0481835017830052,0.0482756242240309,476,788,259,162,476,477
29,0.05,0.5,goco-M,adapt_62.0008_to_52.5656_q0.75,0.0424374963059282,0.0442433767547576,488,809,243,162,449,450
29,0.05,0.5,goco-N,top2648,0.0432974762101779,0.0450296289446517,575,757,502,417,451,451
29,0.05,0.1,global-coarse,global_62.0008,0.0382774789684181,0.0386710153781474,417,641,230,150,417,417
29,0.05,0.1,global-dense,global_58.3796,0.0429123076619973,0.0445291304547753,451,718,243,155,451,451
29,0.05,0.1,goco-M,adapt_62.0008_to_52.5656_q0.75,0.0424374963059282,0.0442433767547576,488,809,243,162,449,450
29,0.05,0.1,goco-N,top2648,0.0432974762101779,0.0450296289446517,575,757,502,417,451,451
29,0.1,0.5,global-coarse,global_37.7842,0.0805837946818501,0.0829358510314504,786,1571,393,250,786,787
29,0.1,0.5,global-dense,global_34.418,0.0959563869679715,0.0971233032689785,920,1889,458,288,920,922
29,0.1,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0898570640502787,0.092997994249891,1001,2014,465,317,853,858
29,0.1,0.5,goco-N,top5736,0.0989673017186463,0.0966903944142183,1181,1656,887,711,920,928
29,0.1,0.1,global-coarse,global_37.7842,0.0805837946818501,0.0829358510314504,786,1571,393,250,786,787
29,0.1,0.1,global-dense,global_36.1117,0.0888997248326995,0.091617727239882,853,1730,423,266,853,853
29,0.1,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0898570640502787,0.092997994249891,1001,2014,465,317,853,858
29,0.1,0.1,goco-N,top5043,0.0867018342297614,0.08556050676688,1069,1462,821,664,831,838
29,0.2,0.5,global-coarse,global_27.1593,0.1413000712338734,0.1448508719097765,1339,2836,703,469,1339,1343
29,0.2,0.5,global-dense,global_23.4366,0.1893284182549557,0.1950663324871927,1656,3755,876,559,1656,1658
29,0.2,0.5,goco-M,adapt_27.1593_to_23.0262_q0.75,0.15756879106194,0.1616688198466874,1637,3667,767,520,1446,1475
29,0.2,0.5,goco-N,top12426,0.1993698017931997,0.1979865353099389,2403,3697,1348,1042,1745,1765
29,0.2,0.1,global-coarse,global_27.1593,0.1413000712338734,0.1448508719097765,1339,2836,703,469,1339,1343
29,0.2,0.1,global-dense,global_23.8149,0.1801925241531949,0.1847649548592872,1632,3645,849,550,1632,1632
29,0.2,0.1,goco-M,adapt_27.1593_to_23.0262_q0.75,0.15756879106194,0.1616688198466874,1637,3667,767,520,1446,1475
29,0.2,0.1,goco-N,top10925,0.1804274645503441,0.1768021355723107,2137,3236,1261,979,1632,1632
30,0.05,0.5,global-coarse,global_62.0008,0.0359113028744803,0.0389370619264397,419,617,225,155,419,419
30,0.05,0.5,global-dense,global_56.5397,0.0442229643201922,0.0478442018275098,487,756,252,166,487,487
30,0.05,0.5,goco-M,adapt_62.0008_to_52.5656_q0.6,0.0412347065429398,0.0435271860158051,513,803,245,169,463,463
30,0.05,0.5,goco-N,top3426,0.0536297277401952,0.048897310212664,725,962,522,423,591,604
30,0.05,0.1,global-coarse,global_62.0008,0.0359113028744803,0.0389370619264397,419,617,225,155,419,419
30,0.05,0.1,global-dense,global_59.3219,0.0406101621451228,0.0441844195258459,451,687,240,161,451,459
30,0.05,0.1,goco-M,adapt_62.0008_to_52.5656_q0.6,0.0412347065429398,0.0435271860158051,513,803,245,169,463,463
30,0.05,0.1,goco-N,top3012,0.04392811022931,0.0417217720431956,627,829,444,364,474,485
30,0.1,0.5,global-coarse,global_37.7842,0.0776378955940395,0.0828398334088774,848,1569,400,271,848,865
30,0.1,0.5,global-dense,global_34.9736,0.0903038004610201,0.0956126953471414,947,1804,448,296,947,949
30,0.1,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0850586215604833,0.0900652963627166,1043,1967,455,330,892,896
30,0.1,0.5,goco-N,top5736,0.0892346092284031,0.0907269540287887,1177,1615,825,668,919,922
30,0.1,0.1,global-coarse,global_37.7842,0.0776378955940395,0.0828398334088774,848,1569,400,271,848,865
30,0.1,0.1,global-dense,global_36.1117,0.0871994667402197,0.0915189725129027,919,1725,433,287,919,920
30,0.1,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0850586215604833,0.0900652963627166,1043,1967,455,330,892,896
30,0.1,0.1,goco-N,top5736,0.0892346092284031,0.0907269540287887,1177,1615,825,668,919,922
30,0.2,0.5,global-coarse,global_27.1593,0.1402089337132779,0.1447174106989253,1398,2815,697,470,1398,1400
30,0.2,0.5,global-dense,global_23.0644,0.1953569441920947,0.1978205790862153,1796,3920,900,580,1796,1796
30,0.2,0.5,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1573350949890291,0.1610253013577054,1737,3710,767,532,1527,1535
30,0.2,0.5,goco-N,top12426,0.1819955833712557,0.1898859972663255,2357,3534,1342,1063,1727,1737
30,0.2,0.1,global-coarse,global_27.1593,0.1402089337132779,0.1447174106989253,1398,2815,697,470,1398,1400
30,0.2,0.1,global-dense,global_23.8149,0.1809671763859624,0.1844861601036681,1727,3696,851,558,1727,1727
30,0.2,0.1,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1573350949890291,0.1610253013577054,1737,3710,767,532,1527,1535
30,0.2,0.1,goco-N,top10925,0.1612939868939041,0.1678100099192663,2091,3080,1232,980,1575,1575
31,0.05,0.5,global-coarse,global_62.0008,0.0369131351340701,0.0384683601679049,426,671,228,159,426,427
31,0.05,0.5,global-dense,global_55.6416,0.045925192584274,0.0476274231585308,499,842,253,169,499,500
31,0.05,0.5,goco-M,adapt_62.0008_to_52.5656_q0.75,0.042868471343854,0.0448175117750231,514,884,241,168,470,479
31,0.05,0.5,goco-N,top2648,0.0401363358748547,0.0427244480355254,636,809,461,389,448,449
31,0.05,0.1,global-coarse,global_62.0008,0.0369131351340701,0.0384683601679049,426,671,228,159,426,427
31,0.05,0.1,global-dense,global_58.3796,0.0418119668223102,0.0437947106004769,470,772,239,162,470,471
31,0.05,0.1,goco-M,adapt_62.0008_to_52.5656_q0.75,0.042868471343854,0.0448175117750231,514,884,241,168,470,479
31,0.05,0.1,goco-N,top2648,0.0401363358748547,0.0427244480355254,636,809,461,389,448,449
31,0.1,0.5,global-coarse,global_37.7842,0.0814918796093806,0.0839776477105763,825,1645,401,265,825,841
31,0.1,0.5,global-dense,global_34.418,0.0956432938642289,0.0983006961003926,952,1941,471,312,952,955
31,0.1,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0932465801104609,0.093340789205736,1002,2050,469,321,895,899
31,0.1,0.5,goco-N,top5736,0.099923163307524,0.0990130250338554,1204,1699,842,662,952,968
31,0.1,0.1,global-coarse,global_37.7842,0.0814918796093806,0.0839776477105763,825,1645,401,265,825,841
31,0.1,0.1,global-dense,global_36.1117,0.0889850989354506,0.0924048637250458,880,1784,432,284,880,880
31,0.1,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0932465801104609,0.093340789205736,1002,2050,469,321,895,899
31,0.1,0.1,goco-N,top5043,0.0895103138483361,0.0877589325651127,1079,1500,783,618,880,880
31,0.2,0.5,global-coarse,global_23.0262,0.2114171716533821,0.2000268221041727,1765,4003,948,596,1765,1774
31,0.2,0.5,global-dense,global_22.698,0.2145866473300981,0.2025672975236659,1804,4094,966,610,1804,1822
31,0.2,0.5,goco-M,adapt_23.0262_to_19.5221_q0.5,0.2123521403051813,0.2029074263001852,2036,4729,962,643,1765,1777
31,0.2,0.5,goco-N,top12426,0.2046174985179341,0.2009991927201603,2425,3762,1354,1032,1688,1703
31,0.2,0.1,global-coarse,global_27.1593,0.1514830765244501,0.1474210776424875,1364,2893,730,477,1364,1369
31,0.2,0.1,global-dense,global_23.4366,0.2073058337243366,0.1956460507275619,1713,3872,929,581,1713,1715
31,0.2,0.1,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1800421888923836,0.1728565720204173,1727,3863,841,564,1526,1566
31,0.2,0.1,goco-N,top10925,0.1827499908954191,0.1780647076670666,2170,3312,1262,970,1611,1611
32,0.05,0.5,global-coarse,global_62.0008,0.0407608802726717,0.0396655696352206,424,681,242,163,424,424
32,0.05,0.5,global-dense,global_55.6416,0.0500039403432038,0.0485625275078992,507,870,272,180,507,512
32,0.05,0.5,goco-M,adapt_62.0008_to_52.5656_q0.75,0.0514884646452706,0.0500522239520722,530,938,279,188,507,512
32,0.05,0.5,goco-N,top3426,0.0517533631724777,0.0483387766875144,756,1015,516,419,507,512
32,0.05,0.1,global-coarse,global_62.0008,0.0407608802726717,0.0396655696352206,424,681,242,163,424,424
32,0.05,0.1,global-dense,global_58.3796,0.0465531847823945,0.0449025809799709,474,794,258,170,474,475
32,0.05,0.1,goco-M,adapt_62.0008_to_52.5656_q0.6,0.0470339066532695,0.0443020055311405,513,891,261,178,474,477
32,0.05,0.1,goco-N,top3012,0.0423694358324064,0.0403618143478813,682,902,452,374,439,439
32,0.1,0.5,global-coarse,global_37.7842,0.0830571809471271,0.0827206051409389,863,1721,425,293,863,864
32,0.1,0.5,global-dense,global_34.418,0.0966099913969173,0.0970243295736467,1022,2052,491,341,1022,1024
32,0.1,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0916841594024051,0.0928732370310519,1087,2185,486,354,945,949
32,0.1,0.5,goco-N,top5736,0.0842459774400196,0.0858450569065826,1258,1708,822,675,885,894
32,0.1,0.1,global-coarse,global_37.7842,0.0830571809471271,0.0827206051409389,863,1721,425,293,863,864
32,0.1,0.1,global-dense,global_35.5381,0.0937589889079338,0.0945303895228022,962,1946,468,316,962,962
32,0.1,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0916841594024051,0.0928732370310519,1087,2185,486,354,945,949
32,0.1,0.1,goco-N,top5736,0.0842459774400196,0.0858450569065826,1258,1708,822,675,885,894
32,0.2,0.5,global-coarse,global_23.0262,0.2056249731053206,0.1984387022443995,1831,4164,928,600,1831,1843
32,0.2,0.5,global-dense,global_22.698,0.2077242724636187,0.2010154142465495,1878,4262,945,617,1878,1883
32,0.2,0.5,goco-M,adapt_23.0262_to_19.5221_q0.6,0.2094663074870672,0.2027865884925062,2104,4922,948,650,1878,1893
32,0.2,0.5,goco-N,top12426,0.1842654070519192,0.1894851355018274,2406,3663,1354,1082,1719,1734
32,0.2,0.1,global-coarse,global_27.1593,0.1507219094517398,0.1455873719634238,1445,3063,737,499,1445,1448
32,0.2,0.1,global-dense,global_23.4366,0.2004521065331135,0.1942545613672665,1775,4023,903,583,1775,1776
32,0.2,0.1,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1656994455918742,0.1616219108752561,1772,3956,795,555,1564,1564
32,0.2,0.1,goco-N,top12426,0.1842654070519192,0.1894851355018274,2406,3663,1354,1082,1719,1734
33,0.05,0.5,global-coarse,global_62.0008,0.035777331205548,0.0387265238555071,476,722,250,184,476,476
33,0.05,0.5,global-dense,global_56.5397,0.0443081742419764,0.0472710521648306,555,875,274,193,555,555
33,0.05,0.5,goco-M,adapt_62.0008_to_52.5656_q0.75,0.0407628504442736,0.0441964080431455,575,921,262,193,513,523
33,0.05,0.5,goco-N,top3012,0.0393600882636877,0.0446724999835773,743,902,520,444,497,501
33,0.05,0.1,global-coarse,global_62.0008,0.035777331205548,0.0387265238555071,476,722,250,184,476,476
33,0.05,0.1,global-dense,global_58.3796,0.0407697460448805,0.0443041404725775,527,820,263,189,527,527
33,0.05,0.1,goco-M,adapt_62.0008_to_52.5656_q0.75,0.0407628504442736,0.0441964080431455,575,921,262,193,513,523
33,0.05,0.1,goco-N,top2648,0.0340780581988691,0.0366828922215872,670,805,469,404,438,473
33,0.1,0.5,global-coarse,global_37.7842,0.0800291913759021,0.0850118899815409,928,1677,428,297,928,930
33,0.1,0.5,global-dense,global_35.5381,0.0922897334357822,0.0969682189333175,1030,1930,468,315,1030,1047
33,0.1,0.5,goco-M,adapt_37.7842_to_32.0342_q0.6,0.083511380129088,0.0895673324698017,1156,2104,467,349,947,959
33,0.1,0.5,goco-N,top5736,0.0860777823748448,0.0940650270316431,1327,1724,894,744,978,981
33,0.1,0.1,global-coarse,global_37.7842,0.0800291913759021,0.0850118899815409,928,1677,428,297,928,930
33,0.1,0.1,global-dense,global_36.6945,0.0859561242784246,0.0904474508799243,978,1816,445,307,978,978
33,0.1,0.1,goco-M,adapt_37.7842_to_32.0342_q0.6,0.083511380129088,0.0895673324698017,1156,2104,467,349,947,959
33,0.1,0.1,goco-N,top5043,0.0760929526961798,0.0843010639672248,1173,1504,822,685,895,904
33,0.2,0.5,global-coarse,global_27.1593,0.1438207117665123,0.1470635719945969,1550,3030,738,511,1550,1560
33,0.2,0.5,global-dense,global_23.4366,0.1885667974052335,0.1957615809321307,1945,4023,919,619,1945,1949
33,0.2,0.5,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1598753796966822,0.1638757062361791,1922,3942,811,578,1751,1751
33,0.2,0.5,goco-N,top12426,0.2017616236948053,0.1981611546258394,2648,3907,1442,1131,2050,2088
33,0.2,0.1,global-coarse,global_27.1593,0.1438207117665123,0.1470635719945969,1550,3030,738,511,1550,1560
33,0.2,0.1,global-dense,global_23.8149,0.180501398798875,0.1862620964188512,1919,3931,898,613,1919,1919
33,0.2,0.1,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1598753796966822,0.1638757062361791,1922,3942,811,578,1751,1751
33,0.2,0.1,goco-N,top10925,0.1784017154198478,0.17835510449979,2369,3411,1363,1083,1892,1915
34,0.05,0.5,global-coarse,global_62.0008,0.0428847252595701,0.0392198595536987,378,655,230,148,378,379
34,0.05,0.5,global-dense,global_55.6416,0.0520918296983667,0.0490954417358059,449,810,262,162,449,452
34,0.05,0.5,goco-M,adapt_62.0008_to_52.5656_q0.75,0.0494951435270012,0.0462099862706842,465,847,256,163,415,421
34,0.05,0.5,goco-N,top3426,0.0466235736405368,0.0459612780346674,719,999,477,406,395,397
34,0.05,0.1,global-coarse,global_62.0008,0.0428847252595701,0.0392198595536987,378,655,230,148,378,379
34,0.05,0.1,global-dense,global_56.5397,0.0511333412140197,0.0479097281069966,440,791,258,160,440,440
34,0.05,0.1,goco-M,adapt_62.0008_to_52.5656_q0.75,0.0494951435270012,0.0462099862706842,465,847,256,163,415,421
34,0.05,0.1,goco-N,top3426,0.0466235736405368,0.0459612780346674,719,999,477,406,395,397
34,0.1,0.5,global-coarse,global_37.7842,0.0874363798753538,0.0844329376575203,819,1677,410,268,819,820
34,0.1,0.5,global-dense,global_34.418,0.1045430515331218,0.0996929516277012,973,2023,494,325,973,978
34,0.1,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0967193359208253,0.093961181290468,1030,2122,478,338,866,873
34,0.1,0.5,goco-N,top6525,0.1012618659379349,0.0946294986434397,1309,1953,843,683,891,896
34,0.1,0.1,global-coarse,global_37.7842,0.0874363798753538,0.0844329376575203,819,1677,410,268,819,820
34,0.1,0.1,global-dense,global_34.9736,0.1034893380880141,0.0976768552641086,920,1939,472,300,920,920
34,0.1,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0967193359208253,0.093961181290468,1030,2122,478,338,866,873
34,0.1,0.1,goco-N,top6525,0.1012618659379349,0.0946294986434397,1309,1953,843,683,891,896
34,0.2,0.5,global-coarse,global_27.1593,0.1544203050202222,0.1486355557503302,1392,3017,725,480,1392,1403
34,0.2,0.5,global-dense,global_23.4366,0.2009336425551836,0.1978667526262112,1720,4007,887,562,1720,1723
34,0.2,0.5,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1685620339149872,0.1640679096032625,1721,3952,779,532,1457,1464
34,0.2,0.5,goco-N,top12426,0.1844852548393706,0.1785611340479216,2296,3727,1270,998,1628,1667
34,0.2,0.1,global-coarse,global_27.1593,0.1544203050202222,0.1486355557503302,1392,3017,725,480,1392,1403
34,0.2,0.1,global-dense,global_23.8149,0.1910518616918139,0.1874832147802648,1695,3882,861,556,1695,1695
34,0.2,0.1,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1685620339149872,0.1640679096032625,1721,3952,779,532,1457,1464
34,0.2,0.1,goco-N,top12426,0.1844852548393706,0.1785611340479216,2296,3727,1270,998,1628,1667
35,0.05,0.5,global-coarse,global_62.0008,0.0351793841243572,0.0388053524624086,394,617,217,147,394,394
35,0.05,0.5,global-dense,global_56.5397,0.0442663080954351,0.0475285589473753,452,752,244,158,452,452
35,0.05,0.5,goco-M,adapt_62.0008_to_52.5656_q0.75,0.0403126662332289,0.0429808052342195,471,797,232,158,405,405
35,0.05,0.5,goco-N,top3426,0.0455996963547646,0.0467726602883176,701,969,463,382,458,459
35,0.05,0.1,global-coarse,global_62.0008,0.0351793841243572,0.0388053524624086,394,617,217,147,394,394
35,0.05,0.1,global-dense,global_58.3796,0.0422015682565951,0.0448386969631279,426,700,235,152,426,426
35,0.05,0.1,goco-M,adapt_62.0008_to_52.5656_q0.75,0.0403126662332289,0.0429808052342195,471,797,232,158,405,405
35,0.05,0.1,goco-N,top3012,0.0393097891856683,0.0395131577087708,618,847,412,342,405,405
35,0.1,0.5,global-coarse,global_37.7842,0.0777510162801846,0.0831109162292773,815,1582,387,262,815,833
35,0.1,0.5,global-dense,global_34.418,0.0908677620820773,0.0969517415647916,974,1910,455,315,974,976
35,0.1,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0855658661202724,0.0925863337471835,1038,2032,450,333,898,900
35,0.1,0.5,goco-N,top6525,0.0910069955787787,0.0945545629398574,1263,1806,776,626,974,976
35,0.1,0.1,global-coarse,global_37.7842,0.0777510162801846,0.0831109162292773,815,1582,387,262,815,833
35,0.1,0.1,global-dense,global_36.1117,0.0853575204733665,0.0909542531317948,898,1745,420,283,898,900
35,0.1,0.1,goco-M,adapt_37.7842_to_32.0342_q0.6,0.0782151558734099,0.0844935670083966,994,1922,418,311,838,851
35,0.1,0.1,goco-N,top5736,0.0817463750335078,0.0843922608407364,1126,1599,719,581,838,860
35,0.2,0.5,global-coarse,global_27.1593,0.1345481530835275,0.144784820795305,1385,2826,674,472,1385,1391
35,0.2,0.5,global-dense,global_23.4366,0.1861456658941355,0.1931600722953069,1717,3785,861,567,1717,1719
35,0.2,0.5,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1486754987897788,0.1600629131215147,1705,3700,733,528,1451,1489
35,0.2,0.5,goco-N,top12426,0.1787842277705744,0.1813804476206186,2281,3502,1222,950,1694,1706
35,0.2,0.1,global-coarse,global_27.1593,0.1345481530835275,0.144784820795305,1385,2826,674,472,1385,1391
35,0.2,0.1,global-dense,global_23.8149,0.1740391037668865,0.1828429004265417,1694,3665,830,561,1694,1694
35,0.2,0.1,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1486754987897788,0.1600629131215147,1705,3700,733,528,1451,1489
35,0.2,0.1,goco-N,top12426,0.1787842277705744,0.1813804476206186,2281,3502,1222,950,1694,1706
