repeat,alpha,delta,method,threshold,fdp,pool_risk,supp_genes,supp_terms,calls,genes
5,0.1,0.5,Multilabel,27.506363,0.09007103110495679,0.0880914339741354,577,1225,1951,749
5,0.1,0.5,Hoeffding/LTT,28.401465,0.08503872092725082,0.08309901657058055,560,1177,1852,723
5,0.1,0.5,Hoeffding-Bentkus,27.506363,0.09007103110495679,0.0880914339741354,577,1225,1951,749
5,0.1,0.5,IID-normal,27.506363,0.09007103110495679,0.0880914339741354,577,1225,1951,749
5,0.1,0.5,Empirical Bernstein,27.950331,0.08667846244582918,0.08525270477284695,567,1197,1893,733
5,0.1,0.5,Platt calibration,30.768736,0.06619932302484806,0.06453041758136543,512,1072,1606,632
5,0.1,0.5,Isotonic calibration,28.401465,0.08503872092725082,0.08309901657058055,560,1177,1852,723
5,0.1,0.1,Multilabel,27.950331,0.08667846244582918,0.08525270477284695,567,1197,1893,733
5,0.1,0.1,Hoeffding/LTT,29.325694,0.07734146216375619,0.07711222755654035,544,1139,1763,689
5,0.1,0.1,Hoeffding-Bentkus,28.401465,0.08503872092725082,0.08309901657058055,560,1177,1852,723
5,0.1,0.1,IID-normal,27.950331,0.08667846244582918,0.08525270477284695,567,1197,1893,733
5,0.1,0.1,Empirical Bernstein,28.401465,0.08503872092725082,0.08309901657058055,560,1177,1852,723
5,0.1,0.1,Platt calibration,30.768736,0.06619932302484806,0.06453041758136543,512,1072,1606,632
5,0.1,0.1,Isotonic calibration,28.401465,0.08503872092725082,0.08309901657058055,560,1177,1852,723
5,0.2,0.5,Multilabel,17.851759,0.17574827434278162,0.17773300978546563,857,2084,3872,1180
5,0.2,0.5,Hoeffding/LTT,18.432684,0.16527985835740278,0.16643071790098934,828,1996,3652,1133
5,0.2,0.5,Hoeffding-Bentkus,18.432684,0.16527985835740278,0.16643071790098934,828,1996,3652,1133
5,0.2,0.5,IID-normal,17.851759,0.17574827434278162,0.17773300978546563,857,2084,3872,1180
5,0.2,0.5,Empirical Bernstein,18.432684,0.16527985835740278,0.16643071790098934,828,1996,3652,1133
5,0.2,0.5,Platt calibration,19.339709,0.15745269449631324,0.15689056503360685,807,1908,3422,1106
5,0.2,0.5,Isotonic calibration,18.432684,0.16527985835740278,0.16643071790098934,828,1996,3652,1133
5,0.2,0.1,Multilabel,18.432684,0.16527985835740278,0.16643071790098934,828,1996,3652,1133
5,0.2,0.1,Hoeffding/LTT,18.730198,0.16315159441169136,0.1623679204490277,819,1958,3567,1122
5,0.2,0.1,Hoeffding-Bentkus,18.432684,0.16527985835740278,0.16643071790098934,828,1996,3652,1133
5,0.2,0.1,IID-normal,18.432684,0.16527985835740278,0.16643071790098934,828,1996,3652,1133
