repeat,rule,label,fdp,correct,total,units,supp_units,fmax,prec,rec
25,Fmax,score>=5.12019,0.5438717188948619,5698.0,19543.0,2367,1518,0.33872285961003784,0.28057634187823927,0.4272701344103527
25,Fmax-full,score>=1,0.7874736689921771,11896.0,79531.0,2920,2139,0.06898306142854475,0.16337969597223742,0.04372174738026744
25,Top-1,top1,0.6032310177705977,1053.0,2920.0,2920,1053,,,
25,Top-3,top3,0.6414108777598277,2775.0,8539.0,2920,1478,,,
26,Fmax,score>=5.12019,0.5513103085753144,5604.0,19303.0,2389,1497,0.34014141694353733,0.28189051805765836,0.42873727200112743
26,Fmax-full,score>=1,0.7940337870517725,11648.0,79615.0,2928,2125,0.06913226011322607,0.16538745566573576,0.0436993301792035
26,Top-1,top1,0.6090468497576736,1043.0,2928.0,2928,1043,,,
26,Top-3,top3,0.6502423263327949,2718.0,8569.0,2928,1464,,,
27,Fmax,score>=5.12019,0.5470337977800003,5543.0,19556.0,2353,1478,0.34150879687747976,0.28417978324336507,0.4278138268585672
27,Fmax-full,score>=1,0.787771079206066,11568.0,79950.0,2905,2115,0.06933167023257619,0.16535996488908525,0.04386074024629495
27,Top-1,top1,0.6084006462035542,1022.0,2905.0,2905,1022,,,
27,Top-3,top3,0.645288099084545,2693.0,8506.0,2905,1433,,,
28,Fmax,score>=5.21146,0.540443252639091,5622.0,19248.0,2339,1501,0.34031566540721964,0.28432534601206144,0.4237648982456626
28,Fmax-full,score>=1,0.7858851183201367,11880.0,79338.0,2914,2141,0.06940328220809182,0.16339488182446765,0.044058806162388546
28,Top-1,top1,0.5961227786752827,1069.0,2914.0,2914,1069,,,
28,Top-3,top3,0.644857296715132,2721.0,8513.0,2914,1442,,,
29,Fmax,score>=5.12019,0.5594898517560074,5605.0,20101.0,2378,1471,0.34439267357103714,0.287945000457515,0.42836843814452097
29,Fmax-full,score>=1,0.7949991389513809,11662.0,80195.0,2930,2117,0.06906814876099962,0.16558201653936996,0.04363457816309332
29,Top-1,top1,0.6122778675282714,1035.0,2930.0,2930,1035,,,
29,Top-3,top3,0.6537964458804524,2684.0,8571.0,2930,1437,,,
30,Fmax,score>=5.12019,0.534738735365856,5584.0,18922.0,2338,1475,0.3386590521119817,0.2792366209342032,0.4302088480517034
30,Fmax-full,score>=1,0.7815269224279031,11773.0,78366.0,2901,2126,0.06921327961390529,0.16301099264577532,0.04393357843676257
30,Top-1,top1,0.5877221324717286,1082.0,2901.0,2901,1082,,,
30,Top-3,top3,0.6358104469574584,2766.0,8469.0,2901,1452,,,
31,Fmax,score>=5.21146,0.5374941610234675,5541.0,19494.0,2313,1469,0.34335602203662474,0.28604368975926625,0.42938941352712734
31,Fmax-full,score>=1,0.7902697638169258,11943.0,80559.0,2912,2149,0.06910515114452963,0.16563825019075312,0.04366021057625545
31,Top-1,top1,0.6113085621970921,1020.0,2912.0,2912,1020,,,
31,Top-3,top3,0.648626817447496,2687.0,8519.0,2912,1441,,,
32,Fmax,score>=5.21146,0.5575060724774983,5559.0,19734.0,2390,1503,0.3431843785693139,0.2873235114617827,0.42600801094474244
32,Fmax-full,score>=1,0.78285372884321,12002.0,80671.0,2899,2155,0.06905779521192514,0.1638600590191714,0.04374743981075932
32,Top-1,top1,0.5980613893376413,1048.0,2899.0,2899,1048,,,
32,Top-3,top3,0.639041464728056,2736.0,8506.0,2899,1467,,,
33,Fmax,score>=5.12019,0.5391583384773383,5290.0,19091.0,2315,1453,0.34359865042537185,0.284689176232194,0.4332489407182805
33,Fmax-full,score>=1,0.7858615788605232,11491.0,80165.0,2902,2114,0.06959891915021649,0.16485945299134497,0.04411056558788473
33,Top-1,top1,0.6074313408723748,1022.0,2902.0,2902,1022,,,
33,Top-3,top3,0.647172859450727,2664.0,8482.0,2902,1409,,,
34,Fmax,score>=5.12019,0.5402224640439612,5566.0,19486.0,2328,1456,0.3421959857054394,0.2836043546859002,0.43130126208327485
34,Fmax-full,score>=1,0.7815069688882562,11670.0,79467.0,2901,2120,0.06930166854045931,0.16300191885717596,0.04400549083185434
34,Top-1,top1,0.5896607431340872,1076.0,2901.0,2901,1076,,,
34,Top-3,top3,0.6380721593968768,2737.0,8467.0,2901,1452,,,
35,Fmax,score>=5.03886,0.5583472466592979,5409.0,20022.0,2373,1513,0.345127091323699,0.28458702061702057,0.43838441314793386
35,Fmax-full,score>=1,0.7902715199628534,11779.0,81053.0,2918,2179,0.06922798812791851,0.16490165640268334,0.0438100189488397
35,Top-1,top1,0.6009693053311793,1058.0,2918.0,2918,1058,,,
35,Top-3,top3,0.6439956919763059,2751.0,8532.0,2918,1471,,,
36,Fmax,score>=5.21146,0.544840832522321,5549.0,19247.0,2342,1462,0.3420565022050897,0.28641417359526683,0.4245311225385307
36,Fmax-full,score>=1,0.7876153960403919,11626.0,78323.0,2914,2103,0.06960782831134542,0.16418322416867331,0.04416640372555615
36,Top-1,top1,0.6003231017770597,1056.0,2914.0,2914,1056,,,
36,Top-3,top3,0.6462035541195477,2711.0,8524.0,2914,1443,,,
37,Fmax,score>=5.12019,0.548703766297292,5598.0,19652.0,2360,1477,0.3429311576372085,0.2842084553079942,0.4322398790234231
37,Fmax-full,score>=1,0.7908668524109127,11852.0,81794.0,2926,2162,0.06875548264896962,0.16418815797737182,0.043482011452000084
37,Top-1,top1,0.6116316639741518,1033.0,2926.0,2926,1033,,,
37,Top-3,top3,0.6493268712977922,2717.0,8559.0,2926,1433,,,
38,Fmax,score>=5.12019,0.5396027383597505,5677.0,19682.0,2337,1483,0.34010871261973297,0.2820907647093383,0.42817119987069024
38,Fmax-full,score>=1,0.7780124095049235,11652.0,78589.0,2891,2120,0.0687194496410677,0.16264310423276412,0.043562715068779956
38,Top-1,top1,0.5886914378029079,1069.0,2891.0,2891,1069,,,
38,Top-3,top3,0.634410339256866,2746.0,8470.0,2891,1461,,,
39,Fmax,score>=5.21146,0.5350001388505108,5455.0,19191.0,2302,1454,0.34390100255022416,0.2860680241998145,0.43104283110312075
39,Fmax-full,score>=1,0.7839174456460638,11811.0,81259.0,2899,2125,0.06883906512781757,0.16434363767734372,0.043537965366533274
39,Top-1,top1,0.6061389337641357,1023.0,2899.0,2899,1023,,,
39,Top-3,top3,0.6455573505654281,2674.0,8499.0,2899,1413,,,
40,Fmax,score>=5.12019,0.5455238175291084,5610.0,19793.0,2335,1456,0.3432550030055947,0.2856649297481772,0.4299286551267709
40,Fmax-full,score>=1,0.7835722057510726,11740.0,78364.0,2901,2092,0.06937200177585505,0.1639410766723999,0.043994096916616265
40,Top-1,top1,0.6025848142164781,1036.0,2901.0,2901,1036,,,
40,Top-3,top3,0.6414647280560044,2713.0,8498.0,2901,1432,,,
41,Fmax,score>=5.21146,0.5420671476907876,5489.0,19284.0,2341,1485,0.34223591029889205,0.28498022046588306,0.42828264876546895
41,Fmax-full,score>=1,0.7903396533602348,11679.0,80220.0,2913,2141,0.06962862947057824,0.16554727968541552,0.04408540034824184
41,Top-1,top1,0.6022617124394184,1049.0,2913.0,2913,1049,,,
41,Top-3,top3,0.6464728056004309,2704.0,8530.0,2913,1466,,,
42,Fmax,score>=5.21146,0.5442071521487847,5646.0,19522.0,2352,1482,0.3417693893685165,0.2847535129490202,0.4273339959269755
42,Fmax-full,score>=1,0.7840153787696681,11925.0,80624.0,2909,2154,0.06911204786565811,0.16315895679978037,0.04384133930959152
42,Top-1,top1,0.6019386106623587,1046.0,2909.0,2909,1046,,,
42,Top-3,top3,0.6401723209477652,2753.0,8529.0,2909,1465,,,
43,Fmax,score>=5.12019,0.5547257481642854,5519.0,19564.0,2361,1466,0.34404886335220014,0.2874652683797109,0.42836703918389557
43,Fmax-full,score>=1,0.7951607620471568,11579.0,79871.0,2924,2124,0.06968926368564296,0.16639385958554262,0.044074244126341325
43,Top-1,top1,0.6093699515347334,1038.0,2924.0,2924,1038,,,
43,Top-3,top3,0.6513193322563274,2708.0,8577.0,2924,1445,,,
44,Fmax,score>=5.12019,0.5383904010151359,5852.0,20036.0,2360,1534,0.3362325070353294,0.2784090611313461,0.42437117447145656
44,Fmax-full,score>=1,0.783147033515006,12056.0,80832.0,2913,2158,0.06870315370828568,0.1622706888080262,0.04357639724526235
44,Top-1,top1,0.5844911147011309,1104.0,2913.0,2913,1104,,,
44,Top-3,top3,0.631071620893915,2850.0,8537.0,2913,1506,,,
45,Fmax,score>=5.21146,0.536628075472868,5429.0,18851.0,2327,1469,0.3412837593388686,0.28374023289528777,0.4281049661475263
45,Fmax-full,score>=1,0.7833494767069415,11668.0,79122.0,2908,2126,0.06912919205027705,0.16297891181655652,0.04386816386349059
45,Top-1,top1,0.5967689822294022,1061.0,2908.0,2908,1061,,,
45,Top-3,top3,0.6387722132471729,2756.0,8514.0,2908,1459,,,
46,Fmax,score>=5.12019,0.5466008760595245,5632.0,19490.0,2368,1490,0.34119585032861927,0.28198233128262534,0.4318881100709171
46,Fmax-full,score>=1,0.7813346200447502,11916.0,78520.0,2911,2157,0.06887856450629334,0.16169182461319745,0.043759836012740964
46,Top-1,top1,0.5993537964458805,1056.0,2911.0,2911,1056,,,
46,Top-3,top3,0.6375875067312871,2787.0,8553.0,2911,1475,,,
47,Fmax,score>=5.21146,0.5454444580932314,5486.0,19528.0,2353,1488,0.3412833434847432,0.2853221117094746,0.4245522788466363
47,Fmax-full,score>=1,0.7827236613813926,11506.0,79781.0,2901,2158,0.06885124905366784,0.16355520467355164,0.043603410303849566
47,Top-1,top1,0.5967689822294022,1054.0,2901.0,2901,1054,,,
47,Top-3,top3,0.6434571890145396,2701.0,8511.0,2901,1433,,,
48,Fmax,score>=5.12019,0.5540773468585768,5714.0,20077.0,2383,1490,0.34217848989655936,0.2842391114490752,0.4297862336607378
48,Fmax-full,score>=1,0.7862145015785874,11895.0,80601.0,2919,2148,0.06880745196522535,0.16292882637279235,0.04361294937861429
48,Top-1,top1,0.6009693053311793,1059.0,2919.0,2919,1059,,,
48,Top-3,top3,0.6421109316101239,2766.0,8566.0,2919,1446,,,
49,Fmax,score>=5.03886,0.556718419675463,5628.0,20093.0,2396,1530,0.34111857103767407,0.28068225803013996,0.4347227857704341
49,Fmax-full,score>=1,0.7878032977065834,12077.0,82042.0,2914,2163,0.06873589340490571,0.16426883518837898,0.04346069252051253
49,Top-1,top1,0.5970920840064621,1066.0,2914.0,2914,1066,,,
49,Top-3,top3,0.6402261712439419,2765.0,8535.0,2914,1477,,,
50,Fmax,score>=5.12019,0.5431606199370405,5686.0,19871.0,2358,1516,0.3377900569337707,0.28135257901021166,0.4225510124627312
50,Fmax-full,score>=1,0.791606581331166,11756.0,80375.0,2918,2137,0.06911087376602106,0.16551029021251198,0.04367368021509421
50,Top-1,top1,0.5957996768982229,1074.0,2918.0,2918,1074,,,
50,Top-3,top3,0.6413031771674744,2770.0,8536.0,2918,1455,,,
51,Fmax,score>=5.12019,0.5519749972657725,5785.0,19921.0,2389,1494,0.34147514250806144,0.282266264449799,0.4321171086844155
51,Fmax-full,score>=1,0.7857883992438217,12241.0,81358.0,2915,2158,0.06913548424045059,0.16322763349417155,0.04385524254114024
51,Top-1,top1,0.6012924071082391,1054.0,2915.0,2915,1054,,,
51,Top-3,top3,0.639203015616586,2778.0,8544.0,2915,1448,,,
52,Fmax,score>=5.21146,0.5379461712786046,5542.0,19215.0,2339,1497,0.33997640705204235,0.28291786708095495,0.42586419242372797
52,Fmax-full,score>=1,0.779889409854325,11743.0,78678.0,2884,2146,0.06921986874379252,0.16435361491014513,0.043842349794810345
52,Top-1,top1,0.5886914378029079,1062.0,2884.0,2884,1062,,,
52,Top-3,top3,0.630910070005385,2771.0,8459.0,2884,1470,,,
53,Fmax,score>=5.12019,0.5487570347206807,5397.0,19545.0,2345,1473,0.34410702026127965,0.286183765860771,0.4314274172413985
53,Fmax-full,score>=1,0.7929214473301881,11498.0,79648.0,2918,2115,0.06971828962611867,0.16610971726612472,0.04411746616272337
53,Top-1,top1,0.6113085621970921,1026.0,2918.0,2918,1026,,,
53,Top-3,top3,0.6500807754442649,2690.0,8534.0,2918,1438,,,
54,Fmax,score>=5.12019,0.5385954784823264,5596.0,19386.0,2342,1499,0.3390721488773069,0.2808761657421018,0.42768639746769926
54,Fmax-full,score>=1,0.7882701728868742,11723.0,80286.0,2909,2121,0.06920522444419322,0.16509608357129474,0.043778096330330106
54,Top-1,top1,0.5893376413570275,1085.0,2909.0,2909,1085,,,
54,Top-3,top3,0.63817985998923,2768.0,8511.0,2909,1469,,,
55,Fmax,score>=5.12019,0.547694816755348,5681.0,19894.0,2359,1508,0.3414669500302903,0.28377123327572906,0.42861119604662934
55,Fmax-full,score>=1,0.7815064749919264,11869.0,80223.0,2898,2153,0.06849199057595719,0.16337047013258887,0.04332861262040606
55,Top-1,top1,0.592891760904685,1063.0,2898.0,2898,1063,,,
55,Top-3,top3,0.6355950457727518,2759.0,8501.0,2898,1474,,,
56,Fmax,score>=5.12019,0.5447144340342832,5526.0,19689.0,2361,1507,0.33982074327239375,0.28183470010197814,0.4278483444190924
56,Fmax-full,score>=1,0.7904247128900883,11666.0,80222.0,2919,2128,0.06959558488690169,0.16484847929104393,0.044108672595560526
56,Top-1,top1,0.5896607431340872,1094.0,2919.0,2919,1094,,,
56,Top-3,top3,0.6404954227248251,2781.0,8568.0,2919,1496,,,
57,Fmax,score>=5.12019,0.5526677672692238,5516.0,19810.0,2371,1486,0.3438934531918473,0.28500854196674485,0.43344683333031064
57,Fmax-full,score>=1,0.7866771704165201,11776.0,80656.0,2920,2153,0.06927911468736009,0.16301647760010546,0.04398624466543048
57,Top-1,top1,0.5915993537964459,1089.0,2920.0,2920,1089,,,
57,Top-3,top3,0.6393645665051159,2794.0,8572.0,2920,1480,,,
58,Fmax,score>=5.12019,0.5415660279501634,5504.0,19272.0,2331,1453,0.3415032781384711,0.28396747475706485,0.42827853067142124
58,Fmax-full,score>=1,0.7903434981662062,11370.0,78352.0,2913,2101,0.0701331896233848,0.1655490311829842,0.04449059167965675
58,Top-1,top1,0.5983844911147012,1061.0,2913.0,2913,1061,,,
58,Top-3,top3,0.6482498653742597,2692.0,8527.0,2913,1436,,,
59,Fmax,score>=5.12019,0.5337802284303801,5828.0,19598.0,2331,1501,0.33916541970458286,0.2796123239322448,0.4309513942861854
59,Fmax-full,score>=1,0.7821448582383614,12205.0,80736.0,2918,2174,0.06844425310876262,0.16119683713072813,0.04344564784132217
59,Top-1,top1,0.5919224555735056,1086.0,2918.0,2918,1086,,,
59,Top-3,top3,0.6298869143780291,2866.0,8531.0,2918,1501,,,
