repeat,rule,cutoff,fdp,correct,total,units,supp_units
71,cutoff0.5,0.5,0.8565857172846881,23249.0,235267.0,2381,2095
71,cutoff1,1.0,0.8293042759483796,19231.0,155992.0,2378,2007
71,cutoff1.30103,1.30103,0.8159390365372323,17207.0,121055.0,2378,1961
71,cutoff2,2.0,0.7919590160618425,14399.0,82966.0,2372,1887
72,cutoff0.30103,0.30103,0.8633703657142021,26035.0,313462.0,2375,2120
72,cutoff0.5,0.5,0.8537854042408995,23485.0,237400.0,2375,2089
72,cutoff1,1.0,0.8280303523597682,19465.0,157663.0,2375,2010
72,cutoff1.30103,1.30103,0.8138738056085549,17478.0,122332.0,2375,1963
72,cutoff2,2.0,0.7884703005616587,14646.0,84061.0,2369,1889
73,cutoff0.30103,0.30103,0.8590364618721431,28182.0,320104.0,2378,2140
73,cutoff0.5,0.5,0.848398431643847,25117.0,238796.0,2377,2106
73,cutoff1,1.0,0.8227224632709048,20813.0,159131.0,2376,2018
73,cutoff1.30103,1.30103,0.8081456945978494,18559.0,122978.0,2376,1975
73,cutoff2,2.0,0.7823064889855385,15480.0,83808.0,2370,1916
74,cutoff0.30103,0.30103,0.863612011547349,27011.0,314953.0,2374,2130
74,cutoff0.5,0.5,0.8515334156138209,24003.0,235277.0,2370,2097
74,cutoff1,1.0,0.8249114768935966,19717.0,155307.0,2370,2013
74,cutoff1.30103,1.30103,0.8110666598958777,17609.0,120171.0,2370,1971
74,cutoff2,2.0,0.7885857276147624,14646.0,82287.0,2368,1889
75,cutoff0.30103,0.30103,0.8695853296056838,26250.0,317720.0,2374,2116
75,cutoff0.5,0.5,0.8579827614643737,23341.0,237726.0,2369,2075
75,cutoff1,1.0,0.8318736434965324,19177.0,156619.0,2366,1987
75,cutoff1.30103,1.30103,0.818702501526476,17032.0,120373.0,2366,1931
75,cutoff2,2.0,0.7946485755003142,14206.0,81749.0,2362,1851
76,cutoff0.30103,0.30103,0.8670639008877238,27129.0,309143.0,2385,2143
76,cutoff0.5,0.5,0.8549070732251022,24351.0,234342.0,2381,2107
76,cutoff1,1.0,0.8266880878366363,20181.0,155992.0,2380,2010
76,cutoff1.30103,1.30103,0.8125821743700428,18180.0,121608.0,2380,1961
76,cutoff2,2.0,0.7883405549051149,15197.0,83881.0,2374,1896
77,cutoff0.30103,0.30103,0.8689181395291709,27164.0,312548.0,2378,2123
77,cutoff0.5,0.5,0.8588195006420669,24280.0,236339.0,2378,2082
77,cutoff1,1.0,0.8317245491860819,20008.0,156086.0,2376,2000
77,cutoff1.30103,1.30103,0.8179769905843841,17856.0,120783.0,2376,1956
77,cutoff2,2.0,0.7926054741657432,14886.0,82698.0,2370,1883
78,cutoff0.30103,0.30103,0.8687381426004025,27480.0,312647.0,2384,2127
78,cutoff0.5,0.5,0.8575034231917381,24456.0,235123.0,2382,2077
78,cutoff1,1.0,0.8317431998947103,20097.0,154834.0,2380,1999
78,cutoff1.30103,1.30103,0.8178041653396831,17954.0,119981.0,2380,1960
78,cutoff2,2.0,0.7944109258663377,14860.0,82013.0,2374,1893
79,cutoff0.30103,0.30103,0.8636224203306174,27146.0,312303.0,2382,2138
79,cutoff0.5,0.5,0.852444156895871,24367.0,235606.0,2379,2094
79,cutoff1,1.0,0.8264687658991227,20125.0,156441.0,2378,2009
79,cutoff1.30103,1.30103,0.812968790356547,18061.0,121459.0,2378,1968
79,cutoff2,2.0,0.7886631992348774,15107.0,83442.0,2372,1887
80,cutoff0.30103,0.30103,0.8698248957725894,25995.0,309443.0,2383,2126
80,cutoff0.5,0.5,0.859009962394877,23235.0,235185.0,2381,2085
80,cutoff1,1.0,0.8332088453456987,19229.0,156038.0,2379,1998
80,cutoff1.30103,1.30103,0.8195402719192407,17239.0,120903.0,2379,1940
80,cutoff2,2.0,0.7961043392421678,14432.0,83018.0,2374,1866
81,cutoff0.30103,0.30103,0.8670338249391264,26503.0,315092.0,2381,2134
81,cutoff0.5,0.5,0.8556968274546469,23728.0,235980.0,2380,2095
81,cutoff1,1.0,0.8286933289449121,19613.0,156379.0,2378,2006
81,cutoff1.30103,1.30103,0.8162464619930645,17472.0,121340.0,2378,1964
81,cutoff2,2.0,0.7889941680049638,14557.0,82526.0,2367,1895
82,cutoff0.30103,0.30103,0.8622126337455336,27381.0,318220.0,2382,2158
82,cutoff0.5,0.5,0.8515994531497086,24388.0,239409.0,2381,2126
82,cutoff1,1.0,0.8246937803739699,20249.0,159692.0,2379,2044
82,cutoff1.30103,1.30103,0.8106842560245112,18089.0,123692.0,2379,1997
82,cutoff2,2.0,0.7883721880491733,15019.0,84518.0,2376,1916
83,cutoff0.30103,0.30103,0.8696266213082142,26853.0,312217.0,2384,2145
83,cutoff0.5,0.5,0.8582829554917965,24055.0,236546.0,2380,2105
83,cutoff1,1.0,0.8311544719311221,19868.0,155617.0,2379,2026
83,cutoff1.30103,1.30103,0.8170858370514859,17695.0,120197.0,2379,1983
83,cutoff2,2.0,0.7928926117794098,14755.0,82741.0,2376,1921
84,cutoff0.30103,0.30103,0.8667757002488539,26492.0,314338.0,2375,2117
84,cutoff0.5,0.5,0.8556941961621838,23779.0,236519.0,2373,2079
84,cutoff1,1.0,0.8284141300899412,19589.0,155827.0,2371,1991
84,cutoff1.30103,1.30103,0.8155247733647452,17439.0,120243.0,2371,1938
84,cutoff2,2.0,0.7923130888944757,14509.0,82309.0,2367,1859
85,cutoff0.30103,0.30103,0.8656159774159035,27354.0,323527.0,2381,2140
85,cutoff0.5,0.5,0.853817459806847,24366.0,241197.0,2378,2097
85,cutoff1,1.0,0.8275418216262135,20044.0,159240.0,2376,2013
85,cutoff1.30103,1.30103,0.813502987671461,17893.0,122702.0,2376,1978
85,cutoff2,2.0,0.7897756117494494,14852.0,83666.0,2371,1899
86,cutoff0.30103,0.30103,0.865024664331004,26935.0,322007.0,2377,2140
86,cutoff0.5,0.5,0.8537743451792786,24099.0,239803.0,2375,2096
86,cutoff1,1.0,0.8265265649500554,19947.0,158436.0,2372,2009
86,cutoff1.30103,1.30103,0.8123894578017786,17862.0,122689.0,2372,1963
86,cutoff2,2.0,0.7886239823431512,14886.0,83495.0,2365,1887
87,cutoff0.30103,0.30103,0.8671053758614232,25993.0,309811.0,2374,2123
87,cutoff0.5,0.5,0.8565960295226446,23146.0,233567.0,2372,2090
87,cutoff1,1.0,0.8309789515991409,18963.0,153801.0,2371,2004
87,cutoff1.30103,1.30103,0.8179203785921182,16928.0,119081.0,2371,1954
87,cutoff2,2.0,0.7938432832910032,14081.0,81861.0,2365,1878
88,cutoff0.30103,0.30103,0.8667005120843726,27154.0,320784.0,2374,2114
88,cutoff0.5,0.5,0.8556586768152095,24339.0,240125.0,2373,2073
88,cutoff1,1.0,0.8301006102097173,20122.0,159499.0,2373,1990
88,cutoff1.30103,1.30103,0.8165062065061641,17963.0,123446.0,2373,1941
88,cutoff2,2.0,0.7933077394293653,14948.0,84192.0,2370,1860
89,cutoff0.30103,0.30103,0.8556361844332036,26493.0,302140.0,2366,2127
89,cutoff0.5,0.5,0.844337189413725,23696.0,230276.0,2362,2089
89,cutoff1,1.0,0.8172246990389982,19554.0,151931.0,2360,2010
89,cutoff1.30103,1.30103,0.8037129909529371,17527.0,117768.0,2360,1958
89,cutoff2,2.0,0.7787881472240494,14653.0,80786.0,2356,1896
90,cutoff0.30103,0.30103,0.8650325283293075,27691.0,314313.0,2384,2138
90,cutoff0.5,0.5,0.8534757795065427,24824.0,237055.0,2381,2105
90,cutoff1,1.0,0.8257913116814392,20542.0,156513.0,2380,2023
90,cutoff1.30103,1.30103,0.8124725570491014,18323.0,121308.0,2380,1979
90,cutoff2,2.0,0.7873040917657601,15230.0,83229.0,2374,1900
91,cutoff0.30103,0.30103,0.8681908900738727,27186.0,316071.0,2383,2127
91,cutoff0.5,0.5,0.8561453916742172,24371.0,237514.0,2380,2089
91,cutoff1,1.0,0.8283567853575404,20259.0,157599.0,2379,2004
91,cutoff1.30103,1.30103,0.8140653172084785,18126.0,122130.0,2379,1948
91,cutoff2,2.0,0.7906249160010405,15072.0,83599.0,2376,1881
92,cutoff0.30103,0.30103,0.8702720745918183,25565.0,309521.0,2378,2121
92,cutoff0.5,0.5,0.8600880828724163,22753.0,233647.0,2376,2088
92,cutoff1,1.0,0.8353626717341777,18818.0,154795.0,2375,1990
92,cutoff1.30103,1.30103,0.8227232168404496,16834.0,120278.0,2375,1946
92,cutoff2,2.0,0.7996369770603117,14083.0,82505.0,2370,1872
93,cutoff0.30103,0.30103,0.8647586597539988,25850.0,308084.0,2373,2113
93,cutoff0.5,0.5,0.8539189602565918,23152.0,233688.0,2370,2075
93,cutoff1,1.0,0.8282389126940963,19174.0,155463.0,2368,1987
93,cutoff1.30103,1.30103,0.815314283498344,17185.0,121069.0,2368,1947
93,cutoff2,2.0,0.7933215333504511,14375.0,83056.0,2364,1861
94,cutoff0.30103,0.30103,0.86204583411154,26207.0,303232.0,2378,2132
94,cutoff0.5,0.5,0.8507026028282784,23492.0,229404.0,2376,2087
94,cutoff1,1.0,0.8238131087920195,19379.0,151960.0,2373,2006
94,cutoff1.30103,1.30103,0.8098510481619607,17314.0,117685.0,2373,1962
94,cutoff2,2.0,0.7846057372756955,14497.0,80955.0,2365,1882
95,cutoff0.30103,0.30103,0.8650675542583416,26805.0,310102.0,2380,2135
95,cutoff0.5,0.5,0.8533817767332358,23928.0,233928.0,2376,2096
95,cutoff1,1.0,0.826541210456972,19769.0,154910.0,2375,2002
95,cutoff1.30103,1.30103,0.8134234888471036,17775.0,120513.0,2375,1957
95,cutoff2,2.0,0.7887609384199437,14786.0,82074.0,2370,1891
96,cutoff0.30103,0.30103,0.8687023053185314,26920.0,328094.0,2381,2162
96,cutoff0.5,0.5,0.8575216246335848,24100.0,244535.0,2378,2125
96,cutoff1,1.0,0.832012061773413,19853.0,162519.0,2378,2039
96,cutoff1.30103,1.30103,0.8183249656397269,17713.0,125187.0,2378,1998
96,cutoff2,2.0,0.7935579552483397,14679.0,85265.0,2372,1923
97,cutoff0.30103,0.30103,0.8714644025520024,26500.0,313571.0,2388,2131
97,cutoff0.5,0.5,0.8594202517899897,23687.0,236384.0,2384,2093
97,cutoff1,1.0,0.8340798998720058,19496.0,156563.0,2382,2009
97,cutoff1.30103,1.30103,0.8215355543445387,17344.0,121273.0,2382,1952
97,cutoff2,2.0,0.7980404390277447,14433.0,83196.0,2378,1874
98,cutoff0.30103,0.30103,0.8649592921750705,26803.0,313066.0,2378,2125
98,cutoff0.5,0.5,0.8532459536039275,23861.0,234140.0,2375,2084
98,cutoff1,1.0,0.8250117247758159,19734.0,155289.0,2371,2003
98,cutoff1.30103,1.30103,0.8115681368706622,17619.0,120303.0,2371,1950
98,cutoff2,2.0,0.7867901518111832,14679.0,82386.0,2366,1870
99,cutoff0.30103,0.30103,0.8594924326348744,26307.0,300702.0,2372,2130
99,cutoff0.5,0.5,0.8487523856547593,23594.0,227305.0,2371,2087
99,cutoff1,1.0,0.8214596909234134,19567.0,150472.0,2370,1998
99,cutoff1.30103,1.30103,0.807438177176642,17573.0,116896.0,2370,1953
99,cutoff2,2.0,0.7800066551913136,14760.0,80277.0,2363,1885
