repeat,rule,cutoff,fdp,correct,total,units,supp_units
71,cutoff0.5,0.5,0.82607649765071,13910.0,120376.0,2954,2277
71,cutoff1,1.0,0.792248916242711,11308.0,80146.0,2911,2104
71,cutoff1.30103,1.30103,0.7769026547021399,10200.0,65005.0,2887,2025
71,cutoff2,2.0,0.730005945757957,8562.0,48153.0,2783,1885
72,cutoff0.30103,0.30103,0.834258233364945,15655.0,140929.0,2976,2368
72,cutoff0.5,0.5,0.819862725221127,14296.0,120672.0,2950,2290
72,cutoff1,1.0,0.7903019435783676,11644.0,80120.0,2922,2112
72,cutoff1.30103,1.30103,0.7707127918629125,10596.0,65203.0,2892,2050
72,cutoff2,2.0,0.7234268515370913,8946.0,48560.0,2787,1909
73,cutoff0.30103,0.30103,0.8303764956442972,15774.0,139840.0,2957,2371
73,cutoff0.5,0.5,0.819071619124565,14445.0,119522.0,2940,2289
73,cutoff1,1.0,0.7867247240084674,11839.0,79500.0,2908,2130
73,cutoff1.30103,1.30103,0.768410263886062,10737.0,64718.0,2881,2062
73,cutoff2,2.0,0.7222936529478379,9110.0,48290.0,2778,1927
74,cutoff0.30103,0.30103,0.8342662293836063,15825.0,141739.0,2970,2393
74,cutoff0.5,0.5,0.8227873567149042,14421.0,121386.0,2958,2327
74,cutoff1,1.0,0.7908807261009246,11785.0,81129.0,2931,2174
74,cutoff1.30103,1.30103,0.7725550106031017,10612.0,65956.0,2901,2108
74,cutoff2,2.0,0.7275420220035766,8934.0,49214.0,2799,1952
75,cutoff0.30103,0.30103,0.8324516445094788,16047.0,140509.0,2969,2392
75,cutoff0.5,0.5,0.8180362171833544,14629.0,120419.0,2941,2316
75,cutoff1,1.0,0.7897399850545304,11974.0,80639.0,2914,2157
75,cutoff1.30103,1.30103,0.7703884369936651,10882.0,65565.0,2883,2087
75,cutoff2,2.0,0.7271872806729095,9099.0,48747.0,2780,1947
76,cutoff0.30103,0.30103,0.8322681030555317,15820.0,140798.0,2967,2383
76,cutoff0.5,0.5,0.8197271573572784,14427.0,120493.0,2948,2304
76,cutoff1,1.0,0.7873223873223297,11684.0,80138.0,2907,2136
76,cutoff1.30103,1.30103,0.7688398570669123,10575.0,65229.0,2878,2065
76,cutoff2,2.0,0.7256514250309584,8918.0,48477.0,2782,1910
77,cutoff0.30103,0.30103,0.8367780601570757,15994.0,141143.0,2973,2360
77,cutoff0.5,0.5,0.8226653575768018,14698.0,121324.0,2950,2293
77,cutoff1,1.0,0.7882391982428704,11954.0,80512.0,2908,2133
77,cutoff1.30103,1.30103,0.7691557064333862,10829.0,65554.0,2872,2050
77,cutoff2,2.0,0.7295822766527817,9075.0,48634.0,2782,1889
78,cutoff0.30103,0.30103,0.8327319055974199,16058.0,140178.0,2978,2366
78,cutoff0.5,0.5,0.8161576548242355,14721.0,120227.0,2951,2302
78,cutoff1,1.0,0.7857598695186437,11944.0,80010.0,2921,2153
78,cutoff1.30103,1.30103,0.7659691652727355,10830.0,65063.0,2888,2088
78,cutoff2,2.0,0.7232235869679555,9093.0,48360.0,2795,1932
79,cutoff0.30103,0.30103,0.8296868136597275,15593.0,138293.0,2958,2364
79,cutoff0.5,0.5,0.8157354792869618,14284.0,118413.0,2937,2290
79,cutoff1,1.0,0.7837723397429334,11664.0,78762.0,2901,2137
79,cutoff1.30103,1.30103,0.763548825686909,10542.0,63911.0,2865,2066
79,cutoff2,2.0,0.7215079164591665,8829.0,47445.0,2769,1907
80,cutoff0.30103,0.30103,0.8294525509814916,16171.0,140220.0,2972,2394
80,cutoff0.5,0.5,0.818138812465379,14807.0,120247.0,2956,2316
80,cutoff1,1.0,0.7850483393232259,12133.0,80179.0,2923,2152
80,cutoff1.30103,1.30103,0.765967918508759,11075.0,65284.0,2898,2094
80,cutoff2,2.0,0.7205325132354542,9377.0,48396.0,2801,1949
81,cutoff0.30103,0.30103,0.831348918509126,15531.0,138412.0,2961,2356
81,cutoff0.5,0.5,0.816601541223696,14165.0,118430.0,2934,2269
81,cutoff1,1.0,0.7849056836356146,11641.0,79397.0,2898,2114
81,cutoff1.30103,1.30103,0.7636533002904691,10533.0,64343.0,2861,2041
81,cutoff2,2.0,0.7206003217386695,8883.0,48121.0,2766,1900
82,cutoff0.30103,0.30103,0.8331349290398912,16069.0,139710.0,2969,2384
82,cutoff0.5,0.5,0.8191790776796746,14716.0,120087.0,2950,2305
82,cutoff1,1.0,0.7884255512878543,12046.0,80824.0,2915,2151
82,cutoff1.30103,1.30103,0.7712802596129313,10949.0,65937.0,2893,2095
82,cutoff2,2.0,0.7271268932103946,9240.0,49294.0,2788,1947
83,cutoff0.30103,0.30103,0.8299958148619655,16100.0,142333.0,2964,2385
83,cutoff0.5,0.5,0.8184636000440592,14769.0,122219.0,2949,2311
83,cutoff1,1.0,0.7851409677934589,12033.0,81668.0,2912,2160
83,cutoff1.30103,1.30103,0.7677017476265701,10848.0,66262.0,2885,2090
83,cutoff2,2.0,0.7228498981527014,9141.0,49317.0,2778,1945
84,cutoff0.30103,0.30103,0.8307239622748094,16234.0,141301.0,2981,2405
84,cutoff0.5,0.5,0.8178628645185845,14903.0,121318.0,2964,2334
84,cutoff1,1.0,0.786985947523638,12307.0,81600.0,2934,2177
84,cutoff1.30103,1.30103,0.7674137671391814,11193.0,66485.0,2905,2111
84,cutoff2,2.0,0.7259835337431549,9487.0,49760.0,2809,1972
85,cutoff0.30103,0.30103,0.8333773779096448,15675.0,139623.0,2965,2370
85,cutoff0.5,0.5,0.8208422279727986,14374.0,119947.0,2945,2303
85,cutoff1,1.0,0.7871155720975221,11826.0,80560.0,2908,2124
85,cutoff1.30103,1.30103,0.7689290027329181,10691.0,65361.0,2881,2058
85,cutoff2,2.0,0.7229057362555967,9025.0,48760.0,2781,1917
86,cutoff0.30103,0.30103,0.8382361504045657,15730.0,139265.0,2977,2370
86,cutoff0.5,0.5,0.8256685486214067,14419.0,119644.0,2959,2294
86,cutoff1,1.0,0.7930051727806269,11802.0,80052.0,2926,2133
86,cutoff1.30103,1.30103,0.7729895226789157,10712.0,64910.0,2890,2076
86,cutoff2,2.0,0.7224516010516417,9006.0,48030.0,2774,1928
87,cutoff0.30103,0.30103,0.8305768347059859,15615.0,139041.0,2962,2360
87,cutoff0.5,0.5,0.816972451394862,14325.0,119233.0,2941,2294
87,cutoff1,1.0,0.7832672290535304,11661.0,79846.0,2896,2132
87,cutoff1.30103,1.30103,0.7650083392011958,10552.0,64774.0,2864,2073
87,cutoff2,2.0,0.7154402353083356,8864.0,48253.0,2751,1926
88,cutoff0.30103,0.30103,0.835686070727836,15446.0,141161.0,2968,2346
88,cutoff0.5,0.5,0.8237501388635063,14076.0,120850.0,2949,2274
88,cutoff1,1.0,0.7911544275327254,11494.0,80321.0,2914,2119
88,cutoff1.30103,1.30103,0.7733809821714737,10396.0,65329.0,2882,2040
88,cutoff2,2.0,0.7320293507460113,8744.0,48455.0,2788,1896
89,cutoff0.30103,0.30103,0.8254965110093039,16138.0,140766.0,2960,2420
89,cutoff0.5,0.5,0.8119795225927631,14761.0,120461.0,2940,2353
89,cutoff1,1.0,0.781633872107783,12040.0,80416.0,2909,2190
89,cutoff1.30103,1.30103,0.7629419294338764,10880.0,64991.0,2878,2112
89,cutoff2,2.0,0.7219561127648736,9091.0,47939.0,2790,1960
90,cutoff0.30103,0.30103,0.8314328528718716,15925.0,142754.0,2962,2391
90,cutoff0.5,0.5,0.8177500455910216,14575.0,122296.0,2937,2317
90,cutoff1,1.0,0.7846689775401007,11876.0,81246.0,2904,2170
90,cutoff1.30103,1.30103,0.7645656425193589,10754.0,65661.0,2870,2099
90,cutoff2,2.0,0.7237281181868207,9052.0,48556.0,2784,1938
91,cutoff0.30103,0.30103,0.8377989236725625,15939.0,141628.0,2984,2385
91,cutoff0.5,0.5,0.8264788968353466,14626.0,121189.0,2970,2318
91,cutoff1,1.0,0.7917305295999278,11926.0,81236.0,2927,2156
91,cutoff1.30103,1.30103,0.7751339001105267,10809.0,66257.0,2902,2075
91,cutoff2,2.0,0.7314469554282271,9120.0,49474.0,2806,1919
92,cutoff0.30103,0.30103,0.8299773335188984,15691.0,139718.0,2966,2381
92,cutoff0.5,0.5,0.8173272403170911,14443.0,119957.0,2946,2305
92,cutoff1,1.0,0.7823813929335012,11840.0,80070.0,2902,2139
92,cutoff1.30103,1.30103,0.7659419945379101,10743.0,65104.0,2877,2064
92,cutoff2,2.0,0.7258122571380926,9139.0,48705.0,2788,1920
93,cutoff0.30103,0.30103,0.8339321796947765,15852.0,142951.0,2966,2377
93,cutoff0.5,0.5,0.8187551402786534,14490.0,122593.0,2940,2314
93,cutoff1,1.0,0.7858497685877579,11886.0,81788.0,2904,2148
93,cutoff1.30103,1.30103,0.7689959167297405,10757.0,66032.0,2881,2086
93,cutoff2,2.0,0.7275935329112339,9007.0,49014.0,2787,1927
94,cutoff0.30103,0.30103,0.8322860858320795,15809.0,139771.0,2971,2373
94,cutoff0.5,0.5,0.8184283608717817,14399.0,119718.0,2947,2302
94,cutoff1,1.0,0.7877463785186759,11797.0,80514.0,2916,2130
94,cutoff1.30103,1.30103,0.7705962449561664,10678.0,65265.0,2892,2059
94,cutoff2,2.0,0.7239336832161128,9014.0,48668.0,2786,1922
95,cutoff0.30103,0.30103,0.8347798848908083,15918.0,140682.0,2975,2378
95,cutoff0.5,0.5,0.8209684952753024,14591.0,120603.0,2955,2301
95,cutoff1,1.0,0.7869986323832998,11824.0,80369.0,2917,2149
95,cutoff1.30103,1.30103,0.7683609400075011,10686.0,65230.0,2885,2075
95,cutoff2,2.0,0.7242657484148785,8936.0,48352.0,2782,1920
96,cutoff0.30103,0.30103,0.831238815319764,15999.0,139920.0,2967,2370
96,cutoff0.5,0.5,0.81644752342553,14640.0,119927.0,2940,2290
96,cutoff1,1.0,0.7809774283516524,11930.0,79942.0,2897,2131
96,cutoff1.30103,1.30103,0.763918402556436,10833.0,65120.0,2871,2065
96,cutoff2,2.0,0.7184559823170998,9152.0,48713.0,2769,1918
97,cutoff0.30103,0.30103,0.8296286411845931,15746.0,141148.0,2965,2380
97,cutoff0.5,0.5,0.8185776781102463,14405.0,120890.0,2950,2310
97,cutoff1,1.0,0.7876345280909836,11762.0,80807.0,2919,2137
97,cutoff1.30103,1.30103,0.7685900318477835,10653.0,65547.0,2887,2075
97,cutoff2,2.0,0.7255234256504659,8969.0,48785.0,2790,1932
98,cutoff0.30103,0.30103,0.8338621715240666,15303.0,137028.0,2971,2380
98,cutoff0.5,0.5,0.8208337654136691,13998.0,117108.0,2950,2307
98,cutoff1,1.0,0.7884874973824348,11446.0,78085.0,2914,2141
98,cutoff1.30103,1.30103,0.7708464605705305,10422.0,63758.0,2885,2063
98,cutoff2,2.0,0.7291090521305906,8840.0,47616.0,2796,1906
99,cutoff0.30103,0.30103,0.8317076937200051,15599.0,139559.0,2969,2348
99,cutoff0.5,0.5,0.8174168879137962,14297.0,119524.0,2947,2272
99,cutoff1,1.0,0.7835952508075837,11671.0,79422.0,2910,2115
99,cutoff1.30103,1.30103,0.7659558970226595,10522.0,64413.0,2880,2047
99,cutoff2,2.0,0.7240003622056455,8840.0,47830.0,2794,1903
