repeat,alpha,delta,arm,label,fdp,pool_risk,correct,total,units,supp_units,frontier,frontier_all
26,0.05,0.1,global-coarse,global_37.7842,0.0342357104392645,0.0312682084897724,662,915,404,341,679,680
26,0.05,0.1,global-dense,global_34.418,0.0478521424724978,0.0461716436538711,821,1175,513,423,821,826
26,0.05,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0436202784829602,0.0415962690547998,901,1291,497,430,778,807
26,0.05,0.1,goco-N,top4337,0.0363874144164935,0.0398885819946246,977,1183,708,617,695,698
26,0.1,0.5,global-coarse,global_27.1593,0.0848210118727081,0.0901386922713937,1209,1922,716,569,1209,1209
26,0.1,0.5,global-dense,global_26.6395,0.0886674615996102,0.0949216265566976,1223,1968,734,579,1223,1228
26,0.1,0.5,goco-M,adapt_27.1593_to_23.0262_q0.6,0.0881829371490114,0.0932224239688694,1428,2320,756,625,1209,1216
26,0.1,0.5,goco-N,top8259,0.091603553509854,0.0971331058954927,1729,2337,1136,928,1251,1262
26,0.1,0.1,global-coarse,global_27.1593,0.0848210118727081,0.0901386922713937,1209,1922,716,569,1209,1209
26,0.1,0.1,global-dense,global_27.0694,0.0859911018796317,0.0910691204530067,1209,1930,719,569,1209,1212
26,0.1,0.1,goco-M,adapt_27.1593_to_23.0262_q0.6,0.0881829371490114,0.0932224239688694,1428,2320,756,625,1209,1216
26,0.1,0.1,goco-N,top7261,0.0764884478293202,0.0814496694853959,1549,2046,1043,865,1119,1121
26,0.2,0.5,global-coarse,global_19.5221,0.1451282849263463,0.1536671921716083,1811,3210,1023,769,1811,1817
26,0.2,0.5,global-dense,global_16.7443,0.1851475055190725,0.1928694746418787,2125,4019,1184,846,2125,2129
26,0.2,0.5,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1559947501789182,0.1683534693201862,2110,3923,1068,820,1884,1920
26,0.2,0.5,goco-N,top13828,0.165682979199942,0.1724077425159932,2596,3936,1496,1154,1968,1979
26,0.2,0.1,global-coarse,global_19.5221,0.1451282849263463,0.1536671921716083,1811,3210,1023,769,1811,1817
26,0.2,0.1,global-dense,global_17.0145,0.1773158657892099,0.1845888122600746,2092,3916,1155,838,2092,2092
26,0.2,0.1,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1559947501789182,0.1683534693201862,2110,3923,1068,820,1884,1920
26,0.2,0.1,goco-N,top13828,0.165682979199942,0.1724077425159932,2596,3936,1496,1154,1968,1979
27,0.05,0.5,global-coarse,global_37.7842,0.0310459778957355,0.0318008709300178,724,1007,403,355,724,724
27,0.05,0.5,global-dense,global_33.3333,0.0497186963099725,0.049288330153259,913,1349,525,439,913,913
27,0.05,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0474619842551991,0.0472406444266633,965,1429,516,443,886,904
27,0.05,0.5,goco-N,top4933,0.0495406056876169,0.046214367159003,1127,1432,795,680,886,909
27,0.05,0.1,global-coarse,global_37.7842,0.0310459778957355,0.0318008709300178,724,1007,403,355,724,724
27,0.05,0.1,global-dense,global_34.418,0.0455708131394722,0.0459172377122614,874,1274,504,427,874,875
27,0.05,0.1,goco-M,adapt_37.7842_to_32.0342_q0.6,0.043245506064569,0.0420425052830266,944,1383,489,426,837,860
27,0.05,0.1,goco-N,top4933,0.0495406056876169,0.046214367159003,1127,1432,795,680,886,909
27,0.1,0.5,global-coarse,global_27.1593,0.0922440187706746,0.0909736754819693,1256,2073,745,573,1256,1256
27,0.1,0.5,global-dense,global_25.7999,0.1014647280560043,0.1003775055907757,1327,2227,787,599,1327,1327
27,0.1,0.5,goco-M,adapt_27.1593_to_23.0262_q0.6,0.0990362079134292,0.09727547991766,1487,2498,799,631,1273,1282
27,0.1,0.5,goco-N,top8259,0.102782735125223,0.1006398859290931,1753,2442,1161,932,1327,1346
27,0.1,0.1,global-coarse,global_27.1593,0.0922440187706746,0.0909736754819693,1256,2073,745,573,1256,1256
27,0.1,0.1,global-dense,global_26.6395,0.0976413570274636,0.0954639916429015,1273,2130,765,581,1273,1280
27,0.1,0.1,goco-M,adapt_27.1593_to_23.0262_q0.5,0.0922279918968125,0.091208975332198,1434,2380,759,606,1230,1256
27,0.1,0.1,goco-N,top7261,0.085916617936004,0.081719491074295,1578,2142,1053,863,1171,1187
27,0.2,0.5,global-coarse,global_19.5221,0.1603142665985961,0.1552920026261258,1860,3406,1070,764,1860,1860
27,0.2,0.5,global-dense,global_16.7443,0.1983111333111333,0.1952756313053598,2166,4241,1226,850,2166,2166
27,0.2,0.5,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1803282115479207,0.1730367130356359,2138,4156,1148,827,2000,2015
27,0.2,0.5,goco-N,top13828,0.1972373471081064,0.1963718966896476,2646,4173,1602,1184,2135,2157
27,0.2,0.1,global-coarse,global_19.5221,0.1603142665985961,0.1552920026261258,1860,3406,1070,764,1860,1860
27,0.2,0.1,global-dense,global_16.7443,0.1983111333111333,0.1952756313053598,2166,4241,1226,850,2166,2166
27,0.2,0.1,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1803282115479207,0.1730367130356359,2138,4156,1148,827,2000,2015
27,0.2,0.1,goco-N,top12156,0.1719014991470564,0.1708038484804964,2425,3667,1511,1136,1956,1964
28,0.05,0.5,global-coarse,global_37.7842,0.0300114111341898,0.030886086662153,719,968,411,359,719,721
28,0.05,0.5,global-dense,global_33.3333,0.049048901197528,0.04889569356394,923,1311,542,452,923,923
28,0.05,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.042938815806344,0.0431965644939578,969,1377,511,446,831,875
28,0.05,0.5,goco-N,top4337,0.0389472616774716,0.044496330779183,1000,1212,743,647,809,825
28,0.05,0.1,global-coarse,global_37.7842,0.0300114111341898,0.030886086662153,719,968,411,359,719,721
28,0.05,0.1,global-dense,global_34.418,0.0447862656101751,0.0456610365674346,882,1238,517,436,882,884
28,0.05,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.042938815806344,0.0431965644939578,969,1377,511,446,831,875
28,0.05,0.1,goco-N,top3813,0.0331821562031578,0.0381147016729739,878,1047,682,593,758,770
28,0.1,0.5,global-coarse,global_27.1593,0.0871115726850783,0.0902820520711515,1262,1977,739,571,1262,1262
28,0.1,0.5,global-dense,global_26.2163,0.0950419263020232,0.0969640976453772,1311,2082,775,589,1311,1318
28,0.1,0.5,goco-M,adapt_27.1593_to_23.0262_q0.6,0.0887502884837295,0.0922872940645452,1466,2368,757,612,1265,1271
28,0.1,0.5,goco-N,top7261,0.0765112270605,0.087859562226753,1562,2043,1051,879,1165,1165
28,0.1,0.1,global-coarse,global_27.1593,0.0871115726850783,0.0902820520711515,1262,1977,739,571,1262,1262
28,0.1,0.1,global-dense,global_27.0694,0.0876123804395209,0.0911329783960115,1265,1983,742,573,1265,1268
28,0.1,0.1,goco-M,adapt_27.1593_to_23.0262_q0.6,0.0887502884837295,0.0922872940645452,1466,2368,757,612,1265,1271
28,0.1,0.1,goco-N,top7261,0.0765112270605,0.087859562226753,1562,2043,1051,879,1165,1165
28,0.2,0.5,global-coarse,global_19.5221,0.1467655087687397,0.1533547879546371,1886,3292,1057,780,1886,1886
28,0.2,0.5,global-dense,global_16.7443,0.1903012846066158,0.1938811042349388,2192,4106,1224,862,2192,2196
28,0.2,0.5,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1625255582686923,0.1668919500242206,2158,3974,1104,827,1992,2005
28,0.2,0.5,goco-N,top13828,0.1761080608495794,0.1840152874696808,2620,3999,1513,1165,2093,2105
28,0.2,0.1,global-coarse,global_19.5221,0.1467655087687397,0.1533547879546371,1886,3292,1057,780,1886,1886
28,0.2,0.1,global-dense,global_17.0145,0.1829114504235667,0.1851609491446846,2167,4014,1201,856,2167,2171
28,0.2,0.1,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1625255582686923,0.1668919500242206,2158,3974,1104,827,1992,2005
28,0.2,0.1,goco-N,top13828,0.1761080608495794,0.1840152874696808,2620,3999,1513,1165,2093,2105
29,0.05,0.5,global-coarse,global_37.7842,0.0339756904377259,0.0309708031568221,710,990,421,364,710,710
29,0.05,0.5,global-dense,global_32.8038,0.0570697745980459,0.0515149805434165,947,1408,574,472,947,947
29,0.05,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0442584044926532,0.0414204246254009,938,1373,497,435,784,797
29,0.05,0.5,goco-N,top4337,0.0575444264943457,0.0510217270880778,991,1317,834,687,947,956
29,0.05,0.1,global-coarse,global_37.7842,0.0339756904377259,0.0309708031568221,710,990,421,364,710,710
29,0.05,0.1,global-dense,global_33.3333,0.0551234710362335,0.0489596369928123,917,1352,563,462,917,917
29,0.05,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0442584044926532,0.0414204246254009,938,1373,497,435,784,797
29,0.05,0.1,goco-N,top3813,0.0467097469036079,0.0436929381834595,870,1132,757,637,806,842
29,0.1,0.5,global-coarse,global_27.1593,0.0938363207426212,0.0901140295986267,1255,2038,761,588,1255,1256
29,0.1,0.5,global-dense,global_25.7999,0.1028463727979075,0.1001593456569759,1340,2200,805,617,1340,1347
29,0.1,0.5,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1054386234838577,0.0989725453588012,1530,2567,834,661,1371,1376
29,0.1,0.5,goco-N,top7261,0.0989527399543554,0.091018299104792,1545,2223,1094,873,1256,1274
29,0.1,0.1,global-coarse,global_27.1593,0.0938363207426212,0.0901140295986267,1255,2038,761,588,1255,1256
29,0.1,0.1,global-dense,global_26.2163,0.1001592430186937,0.0970820253995609,1304,2133,794,607,1304,1321
29,0.1,0.1,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1054386234838577,0.0989725453588012,1530,2567,834,661,1371,1376
29,0.1,0.1,goco-N,top7261,0.0989527399543554,0.091018299104792,1545,2223,1094,873,1256,1274
29,0.2,0.5,global-coarse,global_19.5221,0.1555472332370555,0.1544636989703771,1874,3372,1082,793,1874,1878
29,0.2,0.5,global-dense,global_16.7443,0.1910454345510888,0.1938015790638582,2196,4212,1231,876,2196,2196
29,0.2,0.5,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1721785986406342,0.1727169764626679,2173,4118,1155,853,1969,1983
29,0.2,0.5,goco-N,top13828,0.2016111495756083,0.1947640220017428,2614,4269,1646,1233,2236,2252
29,0.2,0.1,global-coarse,global_19.5221,0.1555472332370555,0.1544636989703771,1874,3372,1082,793,1874,1878
29,0.2,0.1,global-dense,global_17.0145,0.1837634641431087,0.1855988699294386,2166,4114,1204,867,2166,2166
29,0.2,0.1,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1721785986406342,0.1727169764626679,2173,4118,1155,853,1969,1983
29,0.2,0.1,goco-N,top13828,0.2016111495756083,0.1947640220017428,2614,4269,1646,1233,2236,2252
30,0.05,0.5,global-coarse,global_37.7842,0.0307713413852347,0.0313997712398186,742,975,405,350,742,756
30,0.05,0.5,global-dense,global_33.8713,0.0440373618483473,0.046941272918761,899,1229,506,427,899,902
30,0.05,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0415083211529092,0.044499369114298,979,1346,496,432,850,876
30,0.05,0.5,goco-N,top4337,0.0370015642228889,0.0398518017001429,1030,1239,720,635,826,830
30,0.05,0.1,global-coarse,global_37.7842,0.0307713413852347,0.0313997712398186,742,975,405,350,742,756
30,0.05,0.1,global-dense,global_34.9736,0.0386146370233607,0.0396272303262824,850,1140,473,404,850,850
30,0.05,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0415083211529092,0.044499369114298,979,1346,496,432,850,876
30,0.05,0.1,goco-N,top4337,0.0370015642228889,0.0398518017001429,1030,1239,720,635,826,830
30,0.1,0.5,global-coarse,global_27.1593,0.0809171218298843,0.0898374828173406,1274,1945,721,578,1274,1274
30,0.1,0.5,global-dense,global_26.6395,0.0855267071826037,0.0940777528159044,1295,2001,744,589,1295,1298
30,0.1,0.5,goco-M,adapt_27.1593_to_23.0262_q0.6,0.0818759135318101,0.0914943271578342,1475,2301,738,615,1274,1283
30,0.1,0.5,goco-N,top7261,0.073982998692207,0.0827689128933204,1558,2054,1028,863,1195,1211
30,0.1,0.1,global-coarse,global_27.1593,0.0809171218298843,0.0898374828173406,1274,1945,721,578,1274,1274
30,0.1,0.1,global-dense,global_27.0694,0.0819025822499166,0.0906525050778605,1278,1956,726,580,1278,1283
30,0.1,0.1,goco-M,adapt_27.1593_to_23.0262_q0.5,0.0803211785521963,0.0893706017521183,1437,2230,731,608,1245,1274
30,0.1,0.1,goco-N,top7261,0.073982998692207,0.0827689128933204,1558,2054,1028,863,1195,1211
30,0.2,0.5,global-coarse,global_19.5221,0.1346367319630647,0.152401865332714,1887,3186,1009,773,1887,1887
30,0.2,0.5,global-dense,global_16.7443,0.1732166792102171,0.190876481039665,2203,3982,1167,855,2203,2203
30,0.2,0.5,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1478825509439402,0.1649096950610307,2171,3873,1053,820,1992,2001
30,0.2,0.5,goco-N,top13828,0.1734361061663161,0.1807922127181067,2560,4019,1482,1115,2203,2206
30,0.2,0.1,global-coarse,global_19.5221,0.1346367319630647,0.152401865332714,1887,3186,1009,773,1887,1887
30,0.2,0.1,global-dense,global_17.0145,0.1637781326553539,0.182999216602728,2175,3882,1134,848,2175,2175
30,0.2,0.1,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1478825509439402,0.1649096950610307,2171,3873,1053,820,1992,2001
30,0.2,0.1,goco-N,top13828,0.1734361061663161,0.1807922127181067,2560,4019,1482,1115,2203,2206
31,0.05,0.5,global-coarse,global_37.7842,0.0365838397825473,0.0312631648235913,756,1055,428,359,756,769
31,0.05,0.5,global-dense,global_33.3333,0.0521188809395594,0.0493971536625565,937,1377,535,434,937,937
31,0.05,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.045788393979024,0.0424934432339645,972,1416,498,424,857,890
31,0.05,0.5,goco-N,top4337,0.0427140549273021,0.0425956843314663,1068,1333,791,697,839,852
31,0.05,0.1,global-coarse,global_37.7842,0.0365838397825473,0.0312631648235913,756,1055,428,359,756,769
31,0.05,0.1,global-dense,global_33.8713,0.0494171346513834,0.0474535042366795,910,1320,520,424,910,913
31,0.05,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.045788393979024,0.0424934432339645,972,1416,498,424,857,890
31,0.05,0.1,goco-N,top4337,0.0427140549273021,0.0425956843314663,1068,1333,791,697,839,852
31,0.1,0.5,global-coarse,global_27.1593,0.0961040592866117,0.0919280824494094,1250,2051,746,563,1250,1250
31,0.1,0.5,global-dense,global_25.7999,0.1064951150088468,0.1013344343913064,1326,2211,793,591,1326,1332
31,0.1,0.5,goco-M,adapt_27.1593_to_23.0262_q0.6,0.1025740441572428,0.0978642210869699,1479,2491,801,624,1271,1278
31,0.1,0.5,goco-N,top7261,0.0884316742313511,0.0878280442449981,1664,2266,1112,930,1193,1200
31,0.1,0.1,global-coarse,global_27.1593,0.0961040592866117,0.0919280824494094,1250,2051,746,563,1250,1250
31,0.1,0.1,global-dense,global_26.6395,0.1013936969510475,0.096538677225881,1271,2110,768,574,1271,1277
31,0.1,0.1,goco-M,adapt_27.1593_to_23.0262_q0.6,0.1025740441572428,0.0978642210869699,1479,2491,801,624,1271,1278
31,0.1,0.1,goco-N,top7261,0.0884316742313511,0.0878280442449981,1664,2266,1112,930,1193,1200
31,0.2,0.5,global-coarse,global_16.5512,0.2050796340618634,0.2015466958002503,2186,4311,1236,844,2186,2187
31,0.2,0.5,global-dense,global_16.5512,0.2050796340618634,0.2015466958002503,2186,4311,1236,844,2186,2187
31,0.2,0.5,goco-M,adapt_16.5512_to_14.0325_q0.4,0.2042161760336235,0.2011485489592986,2397,4779,1237,864,2155,2175
31,0.2,0.5,goco-N,top13828,0.1897116032414901,0.1836975599200933,2707,4296,1587,1225,2128,2135
31,0.2,0.1,global-coarse,global_19.5221,0.1559376478843361,0.1549927204898122,1819,3332,1038,746,1819,1819
31,0.2,0.1,global-dense,global_16.7443,0.1968102800089876,0.1943428444909487,2155,4213,1207,834,2155,2158
31,0.2,0.1,goco-M,adapt_19.5221_to_16.5512_q0.75,0.169958470895466,0.1687439732463429,2126,4099,1095,805,1935,1948
31,0.2,0.1,goco-N,top13828,0.1897116032414901,0.1836975599200933,2707,4296,1587,1225,2128,2135
32,0.05,0.5,global-coarse,global_37.7842,0.0324755750442341,0.0315955338763395,708,981,408,355,708,716
32,0.05,0.5,global-dense,global_33.3333,0.0484939867169269,0.0494802459257435,898,1313,527,445,898,898
32,0.05,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0438017026950791,0.0420128416870123,921,1347,491,428,815,849
32,0.05,0.5,goco-N,top4933,0.0497428007282611,0.0460882949330816,1159,1478,798,684,898,908
32,0.05,0.1,global-coarse,global_37.7842,0.0324755750442341,0.0315955338763395,708,981,408,355,708,716
32,0.05,0.1,global-dense,global_34.418,0.0444530348488345,0.0459888748692066,857,1239,503,428,857,858
32,0.05,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0438017026950791,0.0420128416870123,921,1347,491,428,815,849
32,0.05,0.1,goco-N,top4933,0.0497428007282611,0.0460882949330816,1159,1478,798,684,898,908
32,0.1,0.5,global-coarse,global_27.1593,0.0912372746621534,0.0902314871805393,1221,1982,740,569,1221,1224
32,0.1,0.5,global-dense,global_25.7999,0.1024022360694412,0.0992355853730261,1301,2146,789,594,1301,1306
32,0.1,0.5,goco-M,adapt_27.1593_to_23.0262_q0.75,0.1045780444649588,0.1008339146372321,1473,2501,815,636,1301,1311
32,0.1,0.5,goco-N,top8259,0.1017554846876333,0.0946140756055663,1776,2515,1135,912,1266,1290
32,0.1,0.1,global-coarse,global_27.1593,0.0912372746621534,0.0902314871805393,1221,1982,740,569,1221,1224
32,0.1,0.1,global-dense,global_26.2163,0.0998443470010513,0.0968763464024127,1266,2074,777,584,1266,1278
32,0.1,0.1,goco-M,adapt_27.1593_to_23.0262_q0.6,0.0995538118316793,0.0963907866751468,1458,2444,795,626,1244,1278
32,0.1,0.1,goco-N,top8259,0.1017554846876333,0.0946140756055663,1776,2515,1135,912,1266,1290
32,0.2,0.5,global-coarse,global_16.5512,0.2068350891614219,0.2006719431293968,2141,4214,1262,866,2141,2143
32,0.2,0.5,global-dense,global_16.4783,0.2079828114803882,0.2023200057398678,2150,4254,1264,867,2150,2161
32,0.2,0.5,goco-M,adapt_16.5512_to_14.0325_q0.5,0.2077008487832397,0.2019311248495867,2407,4886,1267,895,2141,2146
32,0.2,0.5,goco-N,top15729,0.2081789705537686,0.2010849113067984,2894,4801,1649,1215,2150,2161
32,0.2,0.1,global-coarse,global_19.5221,0.1596479566027223,0.1533207451507753,1821,3322,1078,777,1821,1821
32,0.2,0.1,global-dense,global_16.7443,0.1993379739987171,0.1935751891724532,2114,4128,1238,859,2114,2117
32,0.2,0.1,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1746679993852853,0.1704255899565033,2094,4037,1133,830,1914,1934
32,0.2,0.1,goco-N,top13828,0.1839096148869977,0.1737853821223058,2649,4235,1552,1160,1979,2006
33,0.05,0.5,global-coarse,global_37.7842,0.0273833884657794,0.0308536020325119,640,867,377,329,640,641
33,0.05,0.5,global-dense,global_33.8713,0.0436596404851655,0.0473045023696682,788,1127,479,398,788,790
33,0.05,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0395027822653024,0.0412771930544442,855,1212,454,391,735,762
33,0.05,0.5,goco-N,top4337,0.0409396876682821,0.0426018820568583,985,1269,712,604,735,765
33,0.05,0.1,global-coarse,global_37.7842,0.0273833884657794,0.0308536020325119,640,867,377,329,640,641
33,0.05,0.1,global-dense,global_34.9736,0.0345743262302228,0.039739131326809,735,1022,434,373,735,735
33,0.05,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0395027822653024,0.0412771930544442,855,1212,454,391,735,762
33,0.05,0.1,goco-N,top4337,0.0409396876682821,0.0426018820568583,985,1269,712,604,735,765
33,0.1,0.5,global-coarse,global_27.1593,0.0889061979126599,0.0913499415276666,1144,1850,713,540,1144,1145
33,0.1,0.5,global-dense,global_26.2163,0.0946161243172551,0.0981904779001935,1191,1947,741,556,1191,1204
33,0.1,0.5,goco-M,adapt_27.1593_to_23.0262_q0.6,0.0941987845218862,0.095406288682355,1367,2279,758,596,1163,1204
33,0.1,0.5,goco-N,top7261,0.0890227838935431,0.0866668583223947,1541,2137,1042,823,1144,1145
33,0.1,0.1,global-coarse,global_27.1593,0.0889061979126599,0.0913499415276666,1144,1850,713,540,1144,1145
33,0.1,0.1,global-dense,global_27.0694,0.0896331769110444,0.0920739213393241,1148,1859,716,541,1148,1151
33,0.1,0.1,goco-M,adapt_27.1593_to_23.0262_q0.5,0.088316280739544,0.0909433279990152,1293,2140,723,570,1120,1135
33,0.1,0.1,goco-N,top7261,0.0890227838935431,0.0866668583223947,1541,2137,1042,823,1144,1145
33,0.2,0.5,global-coarse,global_19.5221,0.1525371182398646,0.1537501018058967,1726,3151,1029,730,1726,1726
33,0.2,0.5,global-dense,global_16.7443,0.1914004322728071,0.1928094028858785,2030,3958,1180,805,2030,2030
33,0.2,0.5,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1683930707597912,0.1698631745486549,2011,3866,1086,780,1833,1849
33,0.2,0.5,goco-N,top13828,0.1938135648232578,0.1905849168424566,2549,4067,1551,1137,2030,2043
33,0.2,0.1,global-coarse,global_19.5221,0.1525371182398646,0.1537501018058967,1726,3151,1029,730,1726,1726
33,0.2,0.1,global-dense,global_16.7443,0.1914004322728071,0.1928094028858785,2030,3958,1180,805,2030,2030
33,0.2,0.1,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1683930707597912,0.1698631745486549,2011,3866,1086,780,1833,1849
33,0.2,0.1,goco-N,top13828,0.1938135648232578,0.1905849168424566,2549,4067,1551,1137,2030,2043
34,0.05,0.5,global-coarse,global_37.7842,0.0312621483703874,0.0306569417943825,718,957,410,355,718,721
34,0.05,0.5,global-dense,global_33.3333,0.0493923891581403,0.0487823820466,906,1269,537,445,906,906
34,0.05,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0412836884888581,0.0426398377820178,962,1338,500,439,817,842
34,0.05,0.5,goco-N,top3813,0.0404500346180475,0.0429892185223938,962,1149,772,669,817,842
34,0.05,0.1,global-coarse,global_37.7842,0.0312621483703874,0.0306569417943825,718,957,410,355,718,721
34,0.05,0.1,global-dense,global_33.8713,0.0473906967202605,0.0466920388721336,872,1215,520,432,872,874
34,0.05,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0412836884888581,0.0426398377820178,962,1338,500,439,817,842
34,0.05,0.1,goco-N,top3813,0.0404500346180475,0.0429892185223938,962,1149,772,669,817,842
34,0.1,0.5,global-coarse,global_27.1593,0.0857553145113726,0.0893949224814153,1251,1992,724,569,1251,1252
34,0.1,0.5,global-dense,global_26.2163,0.0924542913557453,0.0957471635789171,1294,2075,757,586,1294,1322
34,0.1,0.5,goco-M,adapt_27.1593_to_23.0262_q0.6,0.092483139728697,0.0963977110304124,1491,2426,778,632,1294,1322
34,0.1,0.5,goco-N,top6383,0.0828148319101469,0.0856603441319081,1431,1872,1080,872,1180,1214
34,0.1,0.1,global-coarse,global_27.1593,0.0857553145113726,0.0893949224814153,1251,1992,724,569,1251,1252
34,0.1,0.1,global-dense,global_26.6395,0.0904726004564453,0.0937847072621954,1265,2032,741,574,1265,1271
34,0.1,0.1,goco-M,adapt_27.1593_to_23.0262_q0.5,0.0884874477523912,0.0917001771267174,1458,2361,757,619,1252,1258
34,0.1,0.1,goco-N,top6383,0.0828148319101469,0.0856603441319081,1431,1872,1080,872,1180,1214
34,0.2,0.5,global-coarse,global_16.5512,0.1949423122201797,0.1975933910983458,2174,4193,1216,853,2174,2174
34,0.2,0.5,global-dense,global_16.5512,0.1949423122201797,0.1975933910983458,2174,4193,1216,853,2174,2174
34,0.2,0.5,goco-M,adapt_16.5512_to_14.0325_q0.4,0.1961338697202994,0.1977379527815762,2379,4676,1217,865,2180,2189
34,0.2,0.5,goco-N,top12156,0.176578730380878,0.1807981936898425,2370,3546,1583,1183,2089,2101
34,0.2,0.1,global-coarse,global_19.5221,0.1483670538759391,0.1517236748602539,1834,3259,1039,771,1834,1834
34,0.2,0.1,global-dense,global_16.7443,0.18602580779479,0.189834335383129,2146,4094,1188,846,2146,2149
34,0.2,0.1,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1621882542157178,0.1638940500234123,2114,3967,1084,810,1934,1946
34,0.2,0.1,goco-N,top12156,0.176578730380878,0.1807981936898425,2370,3546,1583,1183,2089,2101
35,0.05,0.5,global-coarse,global_37.7842,0.0288260635433494,0.031731456405627,671,908,394,348,671,682
35,0.05,0.5,global-dense,global_34.418,0.0426771290099238,0.0466872089206212,820,1159,494,421,820,820
35,0.05,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0419936148934533,0.0428604340630406,903,1295,490,432,777,815
35,0.05,0.5,goco-N,top4933,0.0435946354847808,0.0458207669108143,1115,1387,753,665,820,837
35,0.05,0.1,global-coarse,global_37.7842,0.0288260635433494,0.031731456405627,671,908,394,348,671,682
35,0.05,0.1,global-dense,global_34.9736,0.0372651742441726,0.0406908454894236,777,1081,462,401,777,778
35,0.05,0.1,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0419936148934533,0.0428604340630406,903,1295,490,432,777,815
35,0.05,0.1,goco-N,top4337,0.0358112162474036,0.0393433317603933,997,1212,691,620,761,763
35,0.1,0.5,global-coarse,global_27.1593,0.0883760289253019,0.0911107520704677,1217,1949,741,585,1217,1218
35,0.1,0.5,global-dense,global_26.2163,0.0951106495371438,0.0982044120965921,1261,2043,776,604,1261,1279
35,0.1,0.5,goco-M,adapt_27.1593_to_23.0262_q0.6,0.0915488370900325,0.09370460700437,1447,2358,783,640,1220,1225
35,0.1,0.5,goco-N,top8259,0.0901067098401508,0.0944599834437189,1719,2343,1120,924,1220,1225
35,0.1,0.1,global-coarse,global_27.1593,0.0883760289253019,0.0911107520704677,1217,1949,741,585,1217,1218
35,0.1,0.1,global-dense,global_27.0694,0.0891799369182244,0.0921488924451009,1220,1958,743,585,1220,1224
35,0.1,0.1,goco-M,adapt_27.1593_to_23.0262_q0.6,0.0915488370900325,0.09370460700437,1447,2358,783,640,1220,1225
35,0.1,0.1,goco-N,top7261,0.075007436469472,0.077029178036287,1560,2057,1009,847,1075,1102
35,0.2,0.5,global-coarse,global_16.5512,0.2066170008415565,0.2011007052691671,2156,4177,1274,877,2156,2156
35,0.2,0.5,global-dense,global_16.4783,0.207315341273338,0.2024152136819091,2167,4203,1276,879,2167,2179
35,0.2,0.5,goco-M,adapt_16.5512_to_14.0325_q0.5,0.2074526944963132,0.2019299947025065,2388,4752,1277,904,2167,2179
35,0.2,0.5,goco-N,top13828,0.1822709690237961,0.1787290908143988,2541,4003,1585,1210,2007,2013
35,0.2,0.1,global-coarse,global_19.5221,0.1611966305100392,0.1544555739272456,1832,3298,1095,789,1832,1832
35,0.2,0.1,global-dense,global_16.7443,0.1987163931024997,0.1938286197980295,2131,4087,1247,866,2131,2135
35,0.2,0.1,goco-M,adapt_19.5221_to_16.5512_q0.75,0.1745760746164623,0.1673667851608394,2098,3976,1139,829,1929,1951
35,0.2,0.1,goco-N,top13828,0.1822709690237961,0.1787290908143988,2541,4003,1585,1210,2007,2013
36,0.05,0.5,global-coarse,global_37.7842,0.0327448265251173,0.0316221199811247,822,1116,430,380,822,823
36,0.05,0.5,global-dense,global_32.8038,0.0561908608354488,0.0518134117067766,1059,1531,579,486,1059,1069
36,0.05,0.5,goco-M,adapt_37.7842_to_32.0342_q0.75,0.0451392414801138,0.042021860446031,1065,1519,522,464,943,974
