gene,community
NDUFAF1,0
NDUFAF2,71
NDUFAF3,0
NDUFAF4,0
NDUFAF5,0
NDUFAF6,0
NDUFAF7,0
NDUFB1,73
NDUFB10,0
NDUFB2,0
NDUFB3,0
NDUFB4,0
NDUFB5,0
NDUFB6,0
NDUFB7,0
NDUFB8,0
NDUFB9,0
NDUFC1,0
NDUFC2,0
NDUFS1,0
NDUFS2,0
NDUFS3,0
NDUFS4,30
NDUFS5,0
NDUFS6,0
NDUFS7,0
NDUFS8,0
NDUFV1,0
NDUFV2,0
NDUFV3,60
NEB,4395
NEBL,65
NECAB1,4396
NECAB2,4397
NECAB3,14
NECAP1,4398
NECAP2,70
NEDD1,27
NEDD4,4399
NEDD4L,30
NEDD8,27
NEDD9,41
NEFH,4400
NEFM,4401
NEGR1,4402
NEIL1,52
NEIL2,29
NEK1,48
NEK10,4403
NEK11,4404
NEK2,4405
NEK4,4406
NEK5,4407
NEK6,21
NEK8,29
NEK9,50
NELFA,47
NELFB,47
NELFCD,47
NELFE,47
NELL2,4408
NEMF,73
NENF,4409
NEO1,4
NES,4410
NET1,60
NETO1,4411
NETO2,65
NEU1,29
NEU2,4412
NEU3,60
NEU4,4413
NEURL1,14
NEURL1B,4414
NEURL2,4415
NEURL4,10
NEUROD1,14
NEUROD2,4416
NEUROD4,4417
NEUROD6,4418
NEUROG1,14
NEUROG2,4419
NEUROG3,4420
NF1,4421
NF2,5
NFAM1,4422
NFASC,4423
NFAT5,27
NFATC1,4424
NFATC2,21
NFATC2IP,47
NFATC3,38
NFATC4,70
NFE2,4425
NFE2L1,56
NFE2L2,73
NFE2L3,71
NFIA,37
NFIB,37
NFIC,37
NFIL3,3
NFIX,14
NFKB1,3
NFKB2,3
NFKBIA,3
NFKBIB,3
NFKBID,29
NFKBIE,3
NFKBIL1,4426
NFKBIZ,27
NFRKB,70
NFS1,47
NFU1,0
NFX1,60
NFXL1,52
NFYA,47
NFYC,47
NGB,4427
NGEF,4428
NGF,10
NGFR,56
NGLY1,56
NGRN,55
NHEJ1,4429
NHLH1,4430
NHLRC1,4431
NHLRC3,4
NHLRC4,4432
NHP2,47
NHSL1,4433
NICN1,4434
NID1,52
NID2,4435
NIFK,14
NIM1K,4436
NIN,4437
NINJ1,60
NINJ2,4438
NINL,4439
NIP7,27
NIPA1,4440
NIPA2,60
NIPAL1,4
NIPAL2,60
NIPAL3,4441
NIPBL,3
NIPSNAP1,54
NIPSNAP3A,5
NIPSNAP3B,4442
NISCH,10
NIT1,4
NIT2,4443
NKAIN1,4444
NKAIN2,4445
NKAIN3,4446
NKAIN4,4447
NKAPL,4448
NKD1,4449
NKD2,60
NKG7,4450
NKIRAS1,68
NKIRAS2,71
NKTR,8
NKX1-2,4451
NKX2-1,14
NKX2-2,4452
NKX2-3,4453
NKX2-4,4454
NKX2-5,4455
NKX2-8,4456
NKX3-1,14
NKX3-2,4457
NKX6-1,4458
NKX6-2,4459
NKX6-3,4460
NLE1,50
NLGN1,4461
NLGN2,4462
NLK,11
NLN,63
NLRC4,4463
NLRC5,60
NLRP1,4464
NLRP10,4465
NLRP11,4466
NLRP12,4467
NLRP13,4468
NLRP2,4469
NLRP3,4470
NLRP4,4471
NLRP5,4472
NLRP6,4473
NLRP7,4474
NLRP8,4475
NLRP9,4476
NLRX1,4477
NMB,4478
NMBR,4479
NMD3,54
NME1,4480
NME2,14
NME3,41
NME4,29
NME5,4481
NME6,55
NME7,65
NME8,4482
NME9,4483
NMI,73
NMNAT1,11
NMNAT2,4484
NMNAT3,4485
NMRAL1,60
NMRK1,4486
NMRK2,4487
NMS,4488
NMT2,4489
NMU,63
NMUR1,4490
NMUR2,4491
NNAT,60
NNMT,4492
NNT,41
NOA1,0
NOB1,47
NOC3L,47
NOC4L,47
NOD1,47
NOD2,4493
NODAL,4494
NOG,60
NOL10,47
NOL11,60
NOL12,47
NOL3,60
NOL4,4495
NOL4L,60
NOL6,47
NOL7,47
NOL8,4
NOL9,47
NOLC1,47
NOM1,47
NOMO1,4496
NOMO2,73
NOMO3,4497
NOP10,47
NOP14,47
NOP16,47
NOP2,47
NOP56,10
NOP58,21
NOP9,47
NOS1,4498
NOS1AP,14
NOS2,4499
NOS3,4500
NOSIP,4501
NOSTRIN,0
NOTCH1,4
NOTCH2,4
NOTCH3,4502
NOTCH4,4503
NOTO,4504
NOTUM,4505
NOVA1,4506
NOVA2,4
NOX4,4507
NOX5,4508
NOXA1,14
NOXO1,4509
NOXRED1,4510
NPAP1,4511
NPAS1,4512
NPAS2,4513
NPAS3,4514
NPAS4,4515
NPAT,29
NPB,52
NPBWR1,4516
NPBWR2,4517
NPC1,71
NPC1L1,4518
NPC2,71
NPDC1,10
NPEPL1,4519
NPEPPS,4520
NPFF,60
NPFFR1,4521
NPFFR2,4522
NPHP1,4523
NPHP3,56
NPHS1,4524
NPHS2,4525
NPIPA1,27
NPIPA5,49
NPIPA7,4526
NPIPB5,4527
NPIPB6,4528
NPL,14
NPLOC4,50
NPM1,27
NPM2,4529
NPM3,14
NPNT,54
NPPA,14
NPPB,4530
NPPC,4531
NPR1,4532
NPR2,4533
NPR3,4534
NPRL2,41
NPSR1,4535
NPTN,14
NPTX1,29
NPTX2,56
NPTXR,14
NPVF,4536
NPW,4537
NPY,4538
NPY1R,4539
NPY2R,4540
NPY4R,60
NPY5R,4541
NQO1,60
NQO2,4542
NR0B2,4543
NR1D1,4544
NR1D2,4545
NR1H2,0
NR1H3,4
NR1H4,4546
NR1I2,4547
NR1I3,4548
NR2C1,4549
NR2C2AP,47
NR2E1,4550
NR2F1,4551
NR2F2,14
NR2F6,14
NR3C2,4552
NR4A1,4
NR4A2,60
NR4A3,4553
NR5A1,14
NR5A2,29
NR6A1,4554
NRAP,4555
NRARP,4556
NRAS,21
NRBF2,21
NRBP1,5
NRBP2,27
NRCAM,4557
NRDE2,4
NREP,4558
NRF1,4559
NRG1,4560
NRG2,71
NRG3,4561
NRGN,4562
NRIP1,4563
NRIP2,4564
NRIP3,10
NRL,14
NRM,60
NRN1,4565
NRN1L,4566
NRP1,4567
NRP2,60
NRROS,4568
NRSN1,4569
NRSN2,4570
NRTN,4571
NRXN1,4572
NRXN2,4573
NRXN3,4574
NSA2,27
NSD1,4575
NSF,27
NSFL1C,4576
NSG1,4577
NSL1,60
NSMAF,14
NSMCE1,47
NSMCE2,47
NSMCE4A,47
NSMF,14
NSRP1,63
NSUN2,47
NSUN3,0
NSUN4,55
NSUN5,47
NSUN6,4578
NSUN7,4579
NT5C,65
NT5C1A,4580
NT5C1B,4581
NT5C2,4
NT5C3A,11
NT5C3B,54
NT5DC1,4582
NT5DC2,29
NT5DC3,4583
NT5E,60
NT5M,60
NTAN1,11
NTF3,60
NTF4,4584
NTHL1,65
NTM,4585
NTMT1,14
NTN1,4
NTN3,4586
NTN4,4587
NTN5,4588
NTNG1,4589
NTNG2,4590
NTPCR,14
NTRK1,4591
NTRK2,4592
NTRK3,4593
NTS,4594
NTSR1,63
NTSR2,4595
NUAK1,29
NUAK2,4596
NUB1,13
NUBP1,27
NUBP2,47
NUBPL,0
NUCB1,4597
NUCB2,4598
NUCKS1,60
NUDCD1,73
NUDCD2,14
NUDCD3,60
NUDT1,14
NUDT12,14
NUDT13,14
NUDT14,15
NUDT15,10
NUDT16,52
NUDT16L1,60
NUDT17,4599
NUDT19,60
NUDT2,60
NUDT21,27
NUDT22,3
NUDT3,56
NUDT4,14
NUDT5,11
NUDT6,4600
NUDT7,65
NUDT8,4601
NUDT9,3
NUF2,27
NUFIP1,4602
NUFIP2,4
NUGGC,4603
NUMA1,4604
NUMB,14
NUMBL,29
NUP107,40
NUP133,8
NUP153,8
NUP155,8
NUP160,8
NUP188,8
NUP205,8
NUP210,56
NUP210L,4605
NUP214,70
NUP35,8
NUP37,8
NUP43,8
NUP50,8
NUP54,70
NUP62,70
NUP85,27
NUP88,8
NUP93,47
NUP98,8
NUPR1,4606
NUS1,27
NUSAP1,27
NUTF2,27
NUTM1,4607
NVL,63
NWD1,4608
NXF1,4609
NXNL1,0
NXNL2,4
NXPE1,4610
NXPE2,4611
NXPE3,27
NXPE4,4612
NXPH1,4613
NXPH2,4614
NXPH3,4615
NXPH4,10
NXT1,4616
NYAP1,29
NYAP2,4617
NYNRIN,4618
OARD1,14
OAS1,60
OAS2,14
OAS3,4619
OASL,60
OAZ1,63
OAZ2,73
OAZ3,4620
OBP2A,4621
OBSCN,4622
OBSL1,4623
OC90,4624
OCA2,4625
OCIAD1,54
OCIAD2,4626
OCLM,60
OCLN,60
OCM,4627
OCM2,4628
OCSTAMP,4629
ODAM,4630
ODC1,4631
ODF1,4632
ODF2,38
ODF2L,14
ODF3,4633
ODF3L2,4634
ODF4,4635
OGDH,11
OGDHL,60
OGFOD1,73
OGFOD2,14
OGFOD3,3
OGFRL1,60
OGG1,60
OGN,4636
OIP5,47
OIT3,4637
OLA1,60
OLAH,4638
OLFM1,4639
OLFM2,4640
OLFM3,4641
OLFM4,4642
OLFML1,4643
OLFML2A,60
OLFML2B,4644
OLFML3,41
OLIG1,4645
OLIG2,4646
OLIG3,4647
OLR1,4648
OMA1,38
OMD,4649
OMG,4650
OMP,4651
ONECUT1,65
ONECUT2,60
ONECUT3,4652
OOEP,4653
OPA1,55
OPA3,0
OPALIN,4654
OPCML,4655
OPN1SW,4
OPN3,5
OPN4,4656
OPN5,4657
OPRD1,4658
OPRK1,4659
OPRL1,4660
OPRM1,4661
OPTC,4662
OPTN,4663
OR10A4,4664
OR10A5,4665
OR10A6,4666
OR10A7,4667
OR10AD1,4668
OR10AG1,4669
OR10C1,4670
OR10G2,4671
OR10G3,4672
OR10G4,4673
OR10G7,4674
OR10G8,4675
OR10G9,4676
OR10H1,4677
OR10H2,4678
OR10H3,4679
OR10H5,4680
OR10J1,4681
OR10J3,4682
OR10J5,4683
OR10K1,4684
OR10K2,4685
OR10P1,4686
OR10Q1,4687
OR10R2,4688
OR10S1,4689
OR10T2,4690
OR10V1,4691
OR10X1,4692
OR10Z1,4693
OR11A1,4694
OR11G2,4695
OR11H1,4696
OR11H12,4697
OR11H4,4698
OR11H6,4699
OR11L1,4700
OR12D2,4701
OR13A1,4702
OR13C2,4703
OR13C3,4704
OR13C4,4705
OR13C5,4706
OR13C8,4707
OR13C9,4708
OR13D1,4709
OR13F1,4710
OR13J1,4711
OR14A16,4712
OR14I1,4713
OR14J1,4714
OR1A1,4715
OR1A2,4716
OR1B1,4717
OR1C1,4718
OR1D2,4719
OR1D5,4720
OR1E1,4721
OR1E2,4722
OR1F1,4723
OR1G1,4724
OR1I1,4725
OR1J1,4726
OR1J2,4727
OR1J4,41
OR1K1,4728
OR1L1,4729
OR1L3,4730
OR1L4,4731
OR1L6,4732
OR1L8,4733
OR1M1,4734
OR1N1,4735
OR1N2,4736
OR1Q1,4737
OR1S1,4738
OR2A1,4739
OR2A14,4740
OR2A2,4741
OR2A25,4742
OR2A4,21
OR2A5,4743
OR2A7,27
OR2AE1,4744
OR2AG1,4745
OR2AG2,4746
OR2AK2,4747
OR2AP1,4748
OR2AT4,4749
OR2B11,4750
OR2B2,4751
OR2B6,4752
OR2C1,4753
OR2C3,4754
OR2D2,4755
OR2F1,4756
OR2F2,4757
OR2G2,4758
OR2G6,4759
OR2H2,4760
OR2J2,4761
OR2J3,4762
OR2K2,4763
OR2L5,4764
OR2L8,4765
OR2M3,4766
OR2M4,4767
OR2M5,4768
OR2M7,4769
OR2S2,4770
OR2T1,4771
OR2T11,4772
OR2T12,4773
OR2T2,4774
OR2T27,4775
OR2T33,4776
OR2T34,4777
OR2T35,4778
OR2T4,4779
OR2T5,4780
OR2T6,4781
OR2T8,4782
OR2V2,4783
OR2W1,4784
OR2W3,4785
OR2Y1,4786
OR2Z1,4787
OR3A1,4788
OR3A2,4789
OR3A3,4790
OR4A15,4791
OR4A16,4792
OR4A47,4793
OR4B1,4794
OR4C11,4795
OR4C12,4796
OR4C13,4797
OR4C15,4798
OR4C16,4799
OR4C3,60
OR4C46,4800
OR4D1,4801
OR4D2,4802
OR4D5,4803
OR4D9,4804
OR4E2,4805
OR4F21,4806
OR4F4,4807
OR4F5,4808
OR4F6,4809
OR4K1,4810
OR4K13,4811
OR4K14,4812
OR4K15,4813
OR4K17,4814
OR4K2,4815
OR4K5,4816
OR4M1,4817
OR4M2,4818
OR4N2,4819
OR4N4,4820
OR4N5,4821
OR4P4,4822
OR4Q3,4823
OR4S1,4824
OR4S2,4825
OR4X1,4826
OR4X2,4827
OR51A2,4828
OR51A7,4829
OR51B2,4830
OR51B4,4831
OR51B6,4832
OR51D1,4833
OR51E2,4834
OR51F1,4835
OR51F2,4836
OR51G1,4837
OR51G2,4838
OR51I1,4839
OR51I2,4840
OR51L1,4841
OR51M1,4842
OR51T1,4843
OR52A1,4844
OR52A5,4845
OR52B2,4846
OR52B4,4847
OR52B6,4848
OR52E2,4849
OR52E4,4850
OR52E8,4851
OR52I2,4852
OR52K1,4853
OR52L1,4854
OR52M1,4855
OR52N1,4856
OR52N4,4857
OR52W1,4858
OR56A1,4859
OR56A4,4860
OR56B1,4861
OR56B4,4862
OR5A1,4863
OR5A2,4864
OR5AC2,4865
OR5AK2,4866
OR5AN1,4867
OR5AP2,4868
OR5AR1,4869
OR5AS1,4870
OR5AU1,4871
OR5B12,4872
OR5B17,4873
OR5B2,4874
OR5B21,4875
OR5B3,4876
OR5C1,4877
OR5D16,4878
OR5D18,4879
OR5H1,4880
OR5H14,4881
OR5H15,4882
OR5H2,4883
OR5H6,4884
OR5I1,4885
OR5K1,4886
OR5K3,4887
OR5K4,4888
OR5L1,4889
OR5M3,4890
OR5M8,4891
OR5M9,4892
OR5P2,4893
OR5P3,4894
OR5T2,4895
OR5V1,4896
OR6B1,4897
OR6B2,4898
OR6B3,4899
OR6C1,4900
OR6C2,4901
OR6C3,4902
OR6C4,4903
OR6C6,4904
OR6C65,4905
OR6C68,4906
OR6C70,4907
OR6C75,4908
OR6C76,4909
OR6F1,4910
OR6K2,4911
OR6K3,4912
OR6K6,4913
OR6M1,4914
OR6N1,4915
OR6N2,4916
OR6P1,4917
OR6Q1,4918
OR6S1,4919
OR6T1,4920
OR6V1,4921
OR6X1,4922
OR6Y1,4923
OR7A10,4924
OR7A5,4925
OR7C1,4926
OR7C2,4927
OR7D2,4928
OR7D4,4929
OR7E24,4930
OR7G1,4931
OR7G2,4932
OR7G3,4933
OR8B2,4934
OR8B4,4935
OR8B8,4936
OR8D1,4937
OR8D2,4938
OR8D4,4939
OR8G5,55
OR8H1,4940
OR8H2,4941
OR8H3,4942
OR8I2,4943
OR8J3,4944
OR8K1,4945
OR8K5,4946
OR8S1,4947
OR9A2,4948
OR9A4,4949
OR9G1,4950
OR9G4,4951
OR9K2,4952
OR9Q2,4953
ORAI1,29
ORAI2,4954
ORAI3,60
ORC1,14
ORC2,47
ORC3,47
ORC4,47
ORC5,47
ORC6,47
ORM1,4955
ORM2,4956
ORMDL1,38
ORMDL2,14
ORMDL3,14
OS9,4
OSBP,5
OSBP2,4957
OSBPL10,60
OSBPL11,14
OSBPL1A,60
OSBPL2,18
OSBPL3,4958
OSBPL6,60
OSBPL7,71
OSBPL8,37
OSCAR,4959
OSCP1,4960
OSER1,0
OSGEP,47
OSGEPL1,73
OSGIN1,30
OSGIN2,4
OSM,4961
OSMR,4962
OSR1,4963
OSR2,4964
OST4,73
OSTC,73
OSTF1,4965
OSTM1,14
OSTN,4966
OTOA,4967
OTOF,4968
OTOG,4969
OTOL1,4970
OTOP1,4971
OTOP2,4972
OTOP3,4973
OTOR,4974
OTOS,4975
OTP,4976
OTUB1,4
OTUD1,4977
OTUD3,11
OTUD4,60
OTUD6B,4978
OTUD7A,4979
OTUD7B,37
OTULIN,4980
OTX1,60
OTX2,14
OVCA2,47
OVGP1,4981
OVOL2,33
OXA1L,55
OXCT1,29
OXCT2,14
OXER1,70
OXGR1,4982
OXNAD1,4983
OXR1,4984
OXSM,0
OXSR1,4985
OXT,4986
OXTR,14
P2RX1,4987
P2RX2,4988
P2RX3,4989
P2RX4,3
P2RX5,60
P2RX6,60
P2RX7,4990
P2RY1,4991
P2RY11,60
P2RY12,4992
P2RY13,4993
P2RY14,4994
P2RY2,4995
P2RY6,4996
P4HA1,4997
P4HA2,4998
P4HA3,4999
P4HB,73
P4HTM,5000
PA2G4,47
PAAF1,60
PABPC1L,5001
PABPC3,5002
PABPN1,5003
PABPN1L,5004
PACRG,5005
PACRGL,5006
PACS1,70
PACS2,14
PACSIN1,5007
PACSIN2,73
PACSIN3,60
PADI1,60
PADI2,5008
PADI3,60
PADI4,5009
PAEP,5010
PAF1,5011
PAFAH1B1,27
PAFAH1B2,4
PAFAH1B3,60
PAFAH2,5012
PAG1,5013
PAGR1,3
PAH,5014
PAICS,11
PAIP1,50
PAIP2,14
PAIP2B,5015
PAK1,3
PAK1IP1,47
PAK2,14
PAK4,41
PAK6,54
PALB2,45
PALD1,5016
PALLD,5017
PALM,63
PALM2,5018
PALM3,5
PALMD,5019
PAM,5020
PAM16,54
PAMR1,5021
PAN2,14
PAN3,14
PANK1,5022
PANK2,14
PANK3,4
PANK4,5
PANX1,4
PANX2,60
PANX3,5023
PAOX,14
PAPLN,29
PAPOLA,47
PAPOLG,5024
PAPPA,45
PAPPA2,5025
PAPSS1,30
PAPSS2,11
PAQR3,11
PAQR4,4
PAQR5,70
PAQR6,5026
PAQR7,5027
PAQR8,5028
PAQR9,5029
PARD3,41
PARD3B,11
PARD6A,37
PARD6B,41
PARD6G,14
PARK7,14
PARL,54
PARM1,5030
PARN,47
PARP10,9
PARP11,63
PARP12,5031
PARP14,14
PARP15,5032
PARP16,54
PARP2,5033
PARP3,27
PARP4,60
PARP6,63
PARP8,27
PARP9,5034
PARPBP,60
PARS2,55
PARVA,41
PARVB,54
PARVG,5035
PATE1,5036
PATE2,5037
PATE3,5038
PATE4,5039
PATL2,5040
PATZ1,70
PAWR,5041
PAX1,5042
PAX2,5043
PAX3,29
PAX4,5044
PAX5,60
PAX6,52
PAX7,60
PAX8,41
PAX9,4
PAXBP1,47
PAXIP1,3
PBK,60
PBLD,65
PBOV1,5045
PBRM1,63
PBX1,29
PBX2,29
PBX3,5046
PBX4,5047
PBXIP1,5048
PC,0
PCBD1,41
PCBD2,5049
PCBP1,63
PCBP2,63
PCBP3,3
PCBP4,5050
PCCA,5051
PCCB,5052
PCDH10,5053
PCDH12,5054
PCDH15,5055
PCDH17,5056
PCDH18,5057
PCDH20,5058
PCDH7,5059
PCDH8,5060
PCDH9,5061
PCDHA1,5062
PCDHA10,5063
PCDHA11,5064
PCDHA12,5065
PCDHA13,5066
PCDHA3,5067
PCDHA4,5068
PCDHA5,5069
PCDHA6,5070
PCDHA7,5071
PCDHA9,5072
PCDHAC1,5073
PCDHAC2,5074
PCDHB1,5075
PCDHB10,5076
PCDHB11,10
PCDHB12,5077
PCDHB13,60
PCDHB14,5078
PCDHB15,5079
PCDHB16,29
PCDHB2,30
PCDHB3,5080
PCDHB4,5081
PCDHB5,5082
PCDHB6,5083
PCDHB7,5084
PCDHB8,38
PCDHGA1,5085
PCDHGA10,11
PCDHGA11,5086
PCDHGA12,5087
PCDHGA2,5088
PCDHGA3,5089
PCDHGA4,5090
PCDHGA5,5091
PCDHGA6,5092
PCDHGA7,5093
PCDHGA8,5094
PCDHGA9,5095
PCDHGB1,5096
PCDHGB2,5097
PCDHGB3,5098
PCDHGB4,5099
PCDHGB6,5100
PCDHGB7,5101
PCDHGC3,14
PCDHGC4,5102
PCDHGC5,5103
PCED1A,5104
PCED1B,47
PCF11,47
PCGF1,70
PCGF2,65
PCGF3,4
PCGF6,47
PCID2,47
PCIF1,14
PCK1,5105
PCK2,55
PCLO,14
PCM1,48
PCMT1,5106
PCMTD1,29
PCMTD2,5
PCNA,27
PCNP,73
PCNT,48
PCOLCE,60
PCOLCE2,5107
PCP2,5108
PCP4,5109
PCSK1,5110
PCSK2,50
PCSK4,5111
PCSK5,5112
PCSK7,60
PCSK9,5113
PCTP,56
PCYOX1,5114
PCYOX1L,28
PCYT1A,73
PCYT2,37
PDAP1,29
PDC,5115
PDCD1,5116
PDCD10,5
PDCD11,47
PDCD1LG2,5117
PDCD2,47
PDCD4,73
PDCD5,21
PDCD6,14
PDCD6IP,52
PDCD7,5
PDCL,50
PDCL3,21
PDE10A,5118
PDE11A,5119
PDE12,0
PDE1A,5120
PDE1B,5121
PDE1C,5122
PDE2A,5123
PDE3A,14
PDE3B,5124
PDE4A,29
PDE4B,27
PDE4C,5125
PDE4D,63
PDE4DIP,5126
PDE5A,60
PDE6A,5127
PDE6B,5128
PDE6C,5129
PDE6D,41
PDE6G,14
PDE6H,5130
PDE7A,60
PDE7B,5131
PDE8A,4
PDE8B,5132
PDE9A,73
PDF,14
PDGFA,52
PDGFB,27
PDGFC,5133
PDGFRA,60
PDGFRB,14
PDGFRL,5134
PDHA2,5135
PDHB,0
PDHX,0
PDIA2,10
PDIA3,73
PDIA4,60
PDIA5,5136
PDIA6,5137
PDIK1L,54
PDILT,63
PDK1,29
PDK2,60
PDK4,15
PDLIM1,5138
PDLIM2,5139
PDLIM3,5140
PDLIM4,5141
PDLIM5,14
PDLIM7,4
PDP1,10
PDP2,14
PDPK1,71
PDPN,5142
PDPR,30
PDRG1,27
PDS5A,50
PDS5B,50
PDSS1,0
PDSS2,0
PDX1,60
PDXDC1,60
PDXK,11
PDXP,14
PDYN,5143
PDZD2,5144
PDZD3,5145
PDZD7,5146
PDZD8,5
PDZK1,10
PDZK1IP1,5147
PDZRN3,14
PDZRN4,5148
PEA15,21
PEAK1,5149
PEAR1,5150
PEBP1,10
PEBP4,54
PECR,56
PEF1,5151
PEG10,5152
PEG3,30
PELI1,5153
PELI2,5154
PELI3,5155
PELO,60
PELP1,47
PEMT,60
PENK,5156
PEPD,14
PER1,5157
PER2,5
PER3,5158
PERP,5159
PES1,27
PET100,0
PET117,0
PEX1,37
PEX10,37
PEX11A,5160
PEX11B,54
PEX11G,5161
PEX12,37
PEX13,37
PEX14,37
PEX16,37
PEX19,37
PEX2,37
PEX26,37
PEX3,37
PEX5,37
PEX5L,5162
PEX6,37
PEX7,37
PF4,5163
PF4V1,5164
PFAS,11
PFDN1,21
PFDN2,27
PFDN4,21
PFDN5,21
PFDN6,27
PFKFB2,5165
PFKFB3,54
PFKFB4,60
PFKL,10
PFKM,5166
PFKP,11
PFN1,5
PFN2,14
PFN4,5167
PGA3,5168
PGAM1,11
PGAM2,38
PGAM5,5
PGAP1,5169
PGAP2,73
PGAP3,65
PGBD1,5170
PGBD3,5171
PGC,5172
PGD,11
PGF,14
PGGT1B,47
PGK2,5173
PGLS,52
PGLYRP1,5174
PGLYRP2,5175
PGLYRP3,5176
PGLYRP4,5177
PGM1,73
PGM2,14
PGM2L1,60
PGM3,11
PGM5,5178
PGP,11
PGPEP1,5179
PGPEP1L,5180
PGR,5181
PGRMC2,60
PGS1,55
PHACTR2,14
PHACTR3,5182
PHACTR4,70
PHAX,50
PHB,14
PHB2,14
PHC1,5183
PHC2,14
PHC3,5184
PHF1,60
PHF10,63
PHF11,29
PHF12,70
PHF13,70
PHF14,5185
PHF19,5186
PHF2,52
PHF20,4
PHF20L1,5187
PHF21A,29
PHF21B,5188
PHF23,5189
PHF5A,27
PHF7,71
PHGDH,14
PHIP,71
PHKB,14
PHKG1,60
PHKG2,21
PHLDA1,52
PHLDA2,14
PHLDA3,5190
PHLDB1,39
PHLDB2,5191
PHLDB3,60
PHLPP1,5
PHLPP2,5192
PHOSPHO1,5193
PHOSPHO2,14
PHOX2A,29
PHOX2B,5194
PHPT1,70
PHRF1,14
PHTF1,60
PHTF2,5195
PHYH,5196
PHYHD1,5197
PHYHIP,5198
PHYHIPL,5199
PHYKPL,38
PI15,5200
PI16,5201
PI3,60
PI4K2A,29
PI4K2B,60
PI4KA,63
PI4KB,37
PIANP,5202
PIAS1,65
PIAS2,5203
PIAS3,38
PIAS4,65
PIBF1,38
PICALM,52
PICK1,14
PID1,5204
PIDD1,60
PIEZO1,14
PIFO,5205
PIGB,60
PIGC,73
PIGF,14
PIGG,73
PIGH,73
PIGK,5206
PIGL,52
PIGM,73
PIGN,73
PIGO,73
PIGP,73
PIGQ,73
PIGR,5207
PIGS,73
PIGT,73
PIGU,73
PIGV,73
PIGW,73
PIGY,73
PIGZ,5208
PIH1D1,5209
PIH1D2,4
PIK3AP1,5210
PIK3C2A,5211
PIK3C2B,14
PIK3C2G,5212
PIK3C3,52
PIK3CA,54
PIK3CB,71
PIK3CD,60
PIK3CG,5213
PIK3IP1,63
PIK3R1,4
PIK3R2,34
PIK3R3,5214
PIK3R4,52
PIK3R5,50
PIKFYVE,5215
PILRA,5216
PILRB,56
PIM1,41
PIM3,5217
PIN1,60
PINK1,29
PINLYP,5218
PINX1,47
PIP,5219
PIP4K2A,60
PIP4K2B,27
PIP4K2C,60
PIP5K1A,14
PIP5K1B,5220
PIP5K1C,38
PIP5KL1,73
PIPOX,5221
PIRT,5222
PISD,65
PITHD1,5223
PITPNA,5224
PITPNC1,14
PITPNM1,60
PITPNM2,5225
PITPNM3,5226
PITX1,14
PITX2,5227
PITX3,60
PIWIL1,5228
PIWIL2,5229
PIWIL3,5230
PIWIL4,5231
PJA2,5232
PKD1,5233
PKD1L1,5234
PKD2,60
PKD2L1,5235
PKD2L2,5236
PKDCC,65
PKDREJ,5237
PKHD1,5238
PKHD1L1,5239
PKIA,5240
PKIB,14
PKIG,14
PKLR,5241
PKM,11
PKMYT1,5242
PKN1,60
PKN2,41
PKN3,60
PKNOX1,47
PKNOX2,5243
PKP2,3
PKP3,5244
PKP4,5245
PLA1A,5246
PLA2G10,5247
PLA2G12A,60
PLA2G12B,5248
PLA2G15,60
PLA2G1B,5249
PLA2G2D,5250
PLA2G2E,5251
PLA2G2F,5252
PLA2G3,5253
PLA2G4B,5254
PLA2G4C,60
PLA2G4D,5255
PLA2G4E,5256
PLA2G4F,60
PLA2G5,5257
PLA2G6,5258
PLA2G7,5259
PLA2R1,5260
PLAA,56
PLAC8,5261
PLAC9,5262
PLAG1,5263
PLAGL1,5264
PLAGL2,63
PLAT,5265
PLAU,60
PLAUR,29
PLB1,5266
PLBD1,5267
PLBD2,5268
PLCB1,5269
PLCB2,5270
PLCB3,4
PLCB4,52
PLCD1,5
PLCE1,14
PLCG1,10
PLCG2,5271
PLCH1,71
PLCH2,60
PLCL1,5272
PLCL2,29
PLCXD2,71
PLCXD3,5273
PLCZ1,5274
PLD1,5275
PLD2,5276
PLD3,10
PLD4,5277
PLD6,37
PLEC,52
PLEK,5278
PLEK2,5279
PLEKHA1,65
PLEKHA3,5280
PLEKHA4,5281
PLEKHA5,65
PLEKHA7,0
PLEKHA8,73
PLEKHB1,71
PLEKHB2,5282
PLEKHF1,73
PLEKHF2,5283
PLEKHG1,5284
PLEKHG2,4
PLEKHG3,14
PLEKHG4,29
PLEKHG4B,5285
PLEKHG5,5286
PLEKHG6,5287
PLEKHG7,5288
PLEKHH1,5289
PLEKHH2,5290
PLEKHH3,5291
PLEKHJ1,60
PLEKHM1,5292
PLEKHM2,73
PLEKHM3,5293
PLEKHO1,5294
PLEKHO2,5295
PLEKHS1,5296
PLG,5297
PLIN1,5298
PLIN2,4
PLIN3,63
PLIN4,5299
PLIN5,5300
PLK1,27
PLK2,5
PLK3,5301
PLK4,48
PLK5,5302
PLLP,38
PLN,5303
PLOD1,5304
PLOD2,60
PLOD3,4
PLRG1,47
PLS1,60
PLSCR1,5305
PLSCR2,5306
PLSCR3,60
PLSCR4,5307
PLSCR5,5308
PLTP,56
PLVAP,5309
PLXDC1,5310
PLXDC2,5311
PLXNA1,5
PLXNA2,56
PLXNA4,14
