module_id,density,heatmap_url,synteny,module_size,genes
1,0.2,mitra.stanford.edu/bassik/michael/cluster_heatmaps/1.pdf,Non-syntenic,719,A1BG;ACOT4;ACPT;ACTN4;ADCK4;ADM5;AKT1S1;AKT2;ALDH16A1;ALKBH6;ANKRD27;AP2A1;APLP1;APOC1;APOC2;APOC4;APOE;ARHGAP33;ARHGAP35;ARHGEF1;ASPDH;ATF5;ATP1A3;ATP4A;ATP5SL;AURKC;AXL;B3GNT8;B9D2;BAX;BBC3;BCAM;BCAT2;BCKDHA;BCL2L12;BCL3;BIRC8;BLOC1S3;BLVRB;BRSK1;BSPH1;C19orf12;C19orf18;C19orf33;C19orf40;C19orf47;C19orf48;C19orf54;C19orf73;C19orf81;C19orf83;C19orf84;C5AR1;C5AR2;CA11;CABP5;CACNG6;CACNG7;CACNG8;CADM4;CALM3;CAPN12;CAPNS1;CARD8;CATSPERG;CBLC;CCDC106;CCDC114;CCDC155;CCDC61;CCDC8;CCDC9;CCDC97;CCER2;CCNE1;CD22;CD33;CD37;CD3EAP;CD79A;CDC42EP5;CEACAM1;CEACAM16;CEACAM19;CEACAM21;CEACAM3;CEACAM4;CEACAM5;CEACAM6;CEACAM7;CEACAM8;CEBPA;CEBPG;CEP89;CGB2;CGB5;CGB7;CHMP2A;CHMP3;CHST8;CIC;CKM;CLASRP;CLC;CLDND2;CLEC11A;CLIP3;CLPTM1;CNFN;CNTD2;COX6B1;COX6B2;COX7A1;CPT1C;CRX;CXCL17;CYB5A;CYB5R3;CYP2A13;CYP2A6;CYP2A7;CYP2B6;CYP2F1;CYP2S1;CYTH2;DACT3;DBP;DEDD2;DHDH;DHX34;DKKL1;DLL3;DMKN;DMPK;DMRTC2;DMWD;DNAAF3;DPF1;DPRX;DPY19L3;DUXA;DYRK1B;ECH1;EGLN2;EHD2;EID2;EID2B;ELSPBP1;EMC10;EML2;EMP3;ENOSF1;EPN1;EPS8L1;ERCC1;ERCC2;ERF;ERVV-1;ERVV-2;ETFB;ETHE1;ETV2;EXOC3L2;EXOSC5;FAM187B;FAM71E1;FAM83E;FAM98C;FBXO17;FBXO27;FBXO46;FCAR;FCGBP;FCGRT;FFAR1;FFAR2;FFAR3;FGF21;FIZ1;FKRP;FLT3LG;FOSB;FOXA3;FPR1;FPR2;FPR3;FTL;FUT1;FUT2;FUZ;FXYD1;FXYD3;FXYD5;FXYD7;GAPDHS;GEMIN7;GFY;GGN;GIPR;GLTSCR1;GLTSCR2;GMFG;GNG8;GP6;GPATCH1;GPR32;GPR4;GRAMD1A;GRIK5;GRIN2D;GRWD1;GSK3A;GYS1;HAMP;HAS1;HCST;HIF3A;HIPK4;HKR1;HNRNPL;HNRNPUL1;HPN;HRC;HSD17B14;HSPB6;HSPBP1;IFNL1;IFNL2;IFNL3;IGFL1;IGFL2;IGFL3;IGFL4;IGFLR1;IGSF23;IL11;IL4I1;IRF2BP1;IRF3;IRGC;IRGQ;ISOC2;ITPKC;IZUMO1;IZUMO2;JOSD2;KCNA7;KCNC3;KCNJ14;KCNK6;KCNN4;KCTD15;KDELR1;KIAA0355;KIR2DL1;KIR2DL3;KIR2DL4;KIR3DL1;KIR3DL2;KIRREL2;KLC3;KLK1;KLK10;KLK11;KLK12;KLK13;KLK14;KLK15;KLK2;KLK3;KLK4;KLK5;KLK6;KLK7;KLK8;KMT2B;KPTN;KRTDAP;LAIR1;LAIR2;LENG1;LENG8;LENG9;LGALS13;LGALS14;LGALS16;LGALS4;LGALS7B;LGI4;LHB;LILRA1;LILRA2;LILRA4;LILRA5;LILRB1;LILRB2;LILRB4;LILRB5;LIM2;LIN37;LIN7B;LIPE;LMTK3;LRFN1;LRFN3;LRP3;LRRC4B;LSM14A;LSR;LYPD3;LYPD4;LYPD5;MAG;MAMSTR;MAP3K10;MAP4K1;MARK4;MBOAT7;MED29;MEGF8;MEIS3;MIA;MRPS12;MSRB1;MYADM;MYBPC2;MYH14;MYPOP;MZF1;NANOS2;NAPSA;NAT14;NCCRP1;NCR1;NDUFA3;NFKBIB;NFKBID;NKG7;NLRP11;NLRP12;NLRP13;NLRP2;NLRP4;NLRP5;NLRP7;NLRP8;NLRP9;NOSIP;NOVA2;NPAS1;NPHS1;NTF4;NTN5;NUCB1;NUDT19;NUMBL;NUP62;OPA3;OSCAR;PAF1;PAFAH1B3;PAK4;PAPL;PDCD5;PEG3;PEPD;PGLYRP1;PHLDB3;PIH1D1;PINLYP;PLA2G4C;PLAUR;PLD3;PLEKHA3;PLEKHA4;PLEKHF1;PLEKHG2;PNKP;PNMAL1;PNMAL2;POLD1;POP4;POU2F2;PPFIA3;PPM1N;PPP1R12C;PPP1R13L;PPP1R14A;PPP1R15A;PPP1R37;PPP5C;PPP6R1;PRKCG;PRKD2;PRMT1;PRODH2;PRPF31;PRR12;PRR13;PRR19;PRR24;PRRG2;PRX;PSG1;PSG11;PSG2;PSG3;PSG4;PSG5;PSG6;PSG8;PSG9;PSMC4;PSMD8;PTGIR;PTH2;PTOV1;PTPRH;PVR;PVRL2;QPCTL;RAB4B;RABAC1;RASGRP4;RASIP1;RBM42;RCN3;RDH13;RELB;RFPL4A;RFPL4AL1;RGS9BP;RHPN2;RINL;RPS11;RPS16;RPS19;RPS5;RPS9;RRAS;RSPH6A;RTN2;RUVBL2;RYR1;SAE1;SBK2;SBSN;SCAF1;SCGB2B2;SCN1B;SDHAF1;SELV;SEPW1;SERTAD1;SERTAD3;SHANK1;SHISA7;SHKBP1;SIGLEC10;SIGLEC11;SIGLEC12;SIGLEC5;SIGLEC7;SIGLEC8;SIGLEC9;SIGLECL1;SIPA1L3;SIRT2;SIX5;SLC17A7;SLC1A5;SLC27A5;SLC6A16;SLC7A10;SLC7A9;SLC8A2;SMG9;SMIM17;SNRNP70;SNRPD2;SPACA4;SPHK2;SPIB;SPINT2;SPRED3;SPTBN4;SRRM5;SSC5D;STRN4;SULT2A1;SULT2B1;SUPT5H;SUV420H2;SYCN;SYMPK;SYNE4;SYNGR4;SYT3;SYT5;TAF9;TARM1;TBC1D17;TBCB;TDGF1;TDRD12;TEAD2;TEX101;TGFB1;THAP8;TIMM50;TMC4;TMEM143;TMEM145;TMEM147;TMEM150B;TMEM160;TMEM190;TMEM238;TMEM86B;TMEM91;TNNI3;TOMM40;TPRX1;TRAPPC6A;TRIM28;TRPM4;TSEN34;TSHZ3;TSKS;TTC9B;TTYH1;TULP2;TYROBP;U2AF1L4;U2AF2;UBA2;UBE2S;UPK1A;UQCRFS1;URI1;USF2;USP29;VASP;VN1R1;VN1R2;VN1R4;VSIG10L;VSTM1;VSTM2B;WDR62;WDR87;WDR88;WTIP;XRCC1;YIF1B;ZBTB32;ZBTB45;ZFAND5;ZFP14;ZFP28;ZFP30;ZFP36;ZFP82;ZIK1;ZIM2;ZIM3;ZNF112;ZNF114;ZNF132;ZNF134;ZNF135;ZNF154;ZNF155;ZNF160;ZNF17;ZNF175;ZNF180;ZNF181;ZNF211;ZNF221;ZNF222;ZNF224;ZNF225;ZNF226;ZNF227;ZNF229;ZNF230;ZNF233;ZNF234;ZNF235;ZNF256;ZNF264;ZNF28;ZNF283;ZNF284;ZNF285;ZNF296;ZNF30;ZNF302;ZNF304;ZNF320;ZNF324;ZNF324B;ZNF329;ZNF331;ZNF345;ZNF347;ZNF350;ZNF382;ZNF383;ZNF404;ZNF415;ZNF416;ZNF417;ZNF418;ZNF420;ZNF428;ZNF432;ZNF444;ZNF446;ZNF45;ZNF460;ZNF461;ZNF468;ZNF470;ZNF473;ZNF480;ZNF497;ZNF507;ZNF524;ZNF526;ZNF527;ZNF528;ZNF529;ZNF530;ZNF534;ZNF536;ZNF540;ZNF541;ZNF543;ZNF544;ZNF546;ZNF547;ZNF548;ZNF550;ZNF551;ZNF552;ZNF565;ZNF566;ZNF567;ZNF568;ZNF569;ZNF570;ZNF571;ZNF573;ZNF575;ZNF576;ZNF577;ZNF578;ZNF579;ZNF580;ZNF581;ZNF583;ZNF584;ZNF585A;ZNF585B;ZNF586;ZNF587;ZNF587B;ZNF599;ZNF600;ZNF606;ZNF607;ZNF610;ZNF611;ZNF613;ZNF614;ZNF615;ZNF616;ZNF628;ZNF649;ZNF665;ZNF667;ZNF671;ZNF677;ZNF701;ZNF71;ZNF749;ZNF765;ZNF766;ZNF772;ZNF773;ZNF776;ZNF780B;ZNF781;ZNF784;ZNF787;ZNF790;ZNF792;ZNF793;ZNF8;ZNF805;ZNF808;ZNF813;ZNF814;ZNF816;ZNF829;ZNF83;ZNF835;ZNF836;ZNF841;ZNF850;ZNF865;ZNF880;ZSCAN1;ZSCAN18;ZSCAN22;ZSCAN5A;ZSCAN5B
2,0.2,mitra.stanford.edu/bassik/michael/cluster_heatmaps/2.pdf,Non-syntenic,497,A1CF;ABCC2;ABLIM1;ACADSB;ACSL5;ACSM6;ACTA2;ADAMTS14;ADD3;ADIRF;ADK;ADO;ADRA2A;ADRB1;AFAP1L2;AGAP5;AGAP6;AGAP9;AIFM2;ALOX5;ANAPC16;ANK3;ANKRD1;ANKRD16;ANKRD2;ANKRD22;ANKRD30A;ANTXRL;ANXA11;ANXA7;ANXA8;ANXA8L1;AP3M1;ARHGAP19;ARHGAP22;ARID5B;ARL3;ARMS2;AS3MT;ASAH2;ASAH2B;ASB13;ASCC1;ATOH7;ATRNL1;AVPI1;BAG3;BBIP1;BEND7;BICC1;BLNK;BLOC1S2;BMS1;BTRC;C10orf10;C10orf107;C10orf11;C10orf12;C10orf120;C10orf128;C10orf131;C10orf25;C10orf32;C10orf35;C10orf53;C10orf54;C10orf55;C10orf62;C10orf76;C10orf82;C10orf88;C10orf95;C10orf99;C14orf80;C20orf173;C2orf73;CACUL1;CALHM1;CALHM2;CALHM3;CALML3;CAMK1D;CAMK2G;CAPN3;CASP7;CC2D2B;CCDC147;CCDC172;CCNA1;CCNJ;CCNY;CCSER2;CDH23;CDHR1;CEP57L1;CFAP43;CH25H;CHAT;CHCHD1;CHST3;CHUK;CISD1;CNNM1;CNNM2;COL13A1;COMTD1;COX15;COX20;CPEB3;CPN1;CPNE1;CPXM2;CREM;CRTAC1;CSGALNACT2;CSTF2T;CTNNA3;CUEDC2;CUTC;CUZD1;CXCL12;CYB5A;CYP17A1;CYP26A1;CYP26C1;CYP2C18;CYP2C19;CYP2C8;CYP2C9;CYP2E1;DCLRE1A;DDIT4;DDX50;DHTKD1;DHX32;DKK1;DLG5;DMBT1;DNAJB12;DNAJC1;DNAJC12;DNMBP;DNTT;DPCD;DPYSL4;DRGX;DUPD1;DUSP13;DYDC1;DYDC2;EBF3;EBLN1;EGR2;EIF3A;EIF4EBP2;EIF5AL1;ELOVL3;EMX2;ENTPD1;ENTPD7;ERCC6;ERLIN1;ETV4;EXOC6;EXOSC1;FAM13C;FAM149B1;FAM160B1;FAM170B;FAM171A1;FAM178A;FAM188A;FAM204A;FAM213A;FAM21A;FAM21C;FAM24A;FAM24B;FAM25A;FAM25G;FAM35A;FAM45A;FAM53B;FAS;FBXL15;FBXW4;FFAR4;FGF8;FOXI2;FRA10AC1;FRAT1;FRAT2;FRMPD2;FUT11;FXYD4;FZD8;GAR1;GDF10;GDF2;GFRA1;GHITM;GHRH;GLUD1;GOLGA7B;GOT1;GPAM;GPR158;GPR26;GPRIN2;GRID1;GRK5;GSTO1;GSTO2;H2AFY2;HABP2;HECTD2;HELLS;HERC4;HHEX;HIF1AN;HK1;HKDC1;HMX2;HNRNPF;HNRNPH3;HOGA1;HPS1;HPS6;HPSE2;HSPA12A;HTR7;IDE;IFIT1;IFIT1B;IFIT2;IFIT3;IFIT5;IKZF5;INPP5F;IPMK;IRX3;ITGA8;ITPRIP;JAKMIP3;KAT6B;KAZALD1;KCNIP2;KCNK18;KCNMA1;KIAA1279;KIAA1598;KLLN;LBX1;LCOR;LDB3;LGI1;LHPP;LIPA;LIPF;LIPJ;LIPK;LIPM;LIPN;LOXL4;LRIT1;LRIT2;LRRC18;LRRC20;LRRTM3;LYZL1;LZTS2;MAP1LC3A;MAP3K8;MAPK8;MARCH8;MAT1A;MBL2;MCU;METTL10;MGEA5;MGMT;MICU1;MINPP1;MMP21;MMRN2;MORN4;MRPL43;MSMB;MSRB2;MSS51;MTRNR2L5;MTRNR2L7;MXI1;MYOF;MYOZ1;MYPN;NAA16;NANOS1;NCOA4;NDST2;NDUFB1;NDUFB8;NEURL1;NEUROG3;NFKB2;NKX2-3;NMT2;NODAL;NOLC1;NPFFR1;NPM3;NPY4R;NRAP;NRBF2;NRG3;NSMCE4A;NT5C2;NUDT13;NUTM2A;NUTM2B;OGDHL;OIT3;OLAH;OPALIN;OPN4;OR13A1;OR2F2;P4HA1;PALD1;PANK1;PAOX;PAPSS2;PAX2;PBLD;PCBD1;PCDH15;PCGF6;PDCD4;PDE6C;PDLIM1;PDZD7;PDZD8;PGBD3;PGGT1B;PHYHIPL;PI4K2A;PIK3AP1;PITX3;PKD2L1;PLA2G12B;PLAC9;PLAU;PLCE1;PLEKHS1;PNLIP;PNLIPRP1;PNLIPRP3;POLL;PPA1;PPAPDC1A;PPIF;PPM1M;PPP1R3C;PPP3CB;PPRC1;PRDX3;PRF1;PRKG1;PRLHR;PRTFDC1;PSAP;PSD;PTPN20B;PYROXD2;R3HCC1L;RAB11FIP2;RARB;RASGEF1A;RASSF4;RBM20;RBP3;RBP4;REEP3;RET;RGR;RGS10;RHOBTB1;RNLS;RSU1;RTKN2;RUFY2;SAMD8;SAR1A;SASS6;SEC23IP;SEC24C;SEMA4G;SFR1;SFRP5;SFTPA1;SFTPA2;SFTPD;SFXN2;SFXN3;SGMS1;SGPL1;SH2D4B;SH3PXD2A;SIRT1;SLA2;SLC16A12;SLC16A9;SLC18A2;SLC18A3;SLC25A16;SLC29A3;SLC35G1;SLIT1;SLK;SMNDC1;SNCG;SORBS1;SORCS1;SORCS3;SPAG6;SPOCK2;SPRN;SRGN;ST8SIA6;STAMBPL1;STK32C;STOX1;SUFU;SYCE1;SYNPO2L;SYT15;TACC2;TACR2;TAF5;TBATA;TBC1D12;TCTN3;TDRD1;TECTB;TET1;TEX36;TFAM;TIMM23;TLL2;TLX1;TLX1NB;TMEM14B;TMEM180;TMEM254;TMEM26;TMEM67;TMEM72;TNKS2;TRIM8;TRUB1;TSPAN14;TSPAN15;TTC18;TYSND1;UBE2D1;UBTD1;UNC5B;USMG5;USP54;VAX1;VCL;VPS26A;VSTM4;VTI1A;VWA2;WDFY4;WNT8B;XPNPEP1;ZCCHC24;ZDHHC16;ZDHHC6;ZFAND4;ZFYVE27;ZMIZ1;ZNF22;ZNF239;ZNF25;ZNF32;ZNF33A;ZNF33B;ZNF365;ZNF37A;ZNF485;ZNF488;ZNF503;ZSCAN25;ZSWIM8
3,0.2,mitra.stanford.edu/bassik/michael/cluster_heatmaps/3.pdf,Non-syntenic,520,AACS;ABCB9;ABCD2;ACACB;ACAD10;ACADS;ACSS3;ACVR1B;ACVRL1;ADAMTS20;ADCY6;AGAP2;ALDH1L2;ALDH2;ALG10B;ALX1;AMDHD1;AMHR2;AMIGO2;ANAPC7;ANKRD13A;ANKRD33;ANO4;ANO6;ANP32D;APAF1;APOF;APPL2;AQP2;AQP5;AQP6;ARF3;ARHGAP9;ARHGEF25;ASB8;ASCL1;ASIC1;ATF1;ATF7;ATG101;ATP5G2;ATXN7L3B;AVIL;AVPR1A;B3GNT4;B4GALNT1;BAZ2A;BCDIN3D;BCL7A;BEST3;BIN2;BLOC1S1;BRI3BP;BTBD11;C12orf10;C12orf29;C12orf40;C12orf42;C12orf43;C12orf50;C12orf54;C12orf56;C12orf65;C12orf74;C12orf76;C12orf79;C1QL4;C1RL;CABP1;CACNB3;CALCOCO1;CAMKK2;CAPRIN2;CAPS2;CBX5;CCDC184;CCDC38;CCDC42B;CCDC62;CCDC63;CCDC64;CCDC65;CCDC92;CCER1;CCNT1;CD164;CD63;CDK17;CDK2AP1;CELA1;CEP290;CEP83;CERS5;CHPT1;CHST11;CKAP4;CLIP1;CLLU1OS;CMKLR1;CNPY2;CNTN1;COL2A1;COQ10A;COQ5;COX14;COX6A1;CPM;CPNE8;CRY1;CSAD;CSRNP2;CSRP2;CTDSP2;CUX2;CYP26C1;CYP27B1;DAO;DAZAP2;DBX2;DCD;DCN;DDIT3;DDN;DDX23;DEPDC4;DGKA;DHH;DIABLO;DIP2B;DNAH10;DNAJC14;DNAJC22;DRAM1;DTX1;DTX3;DYRK2;EEA1;EID3;EIF4B;ELK3;ENDOU;EPYC;ERBB3;ESYT1;FAIM2;FAM101A;FAM109A;FAM186A;FAM186B;FAM19A2;FAM216A;FAM71C;FBXO21;FBXW8;FGD6;FICD;FKBP11;FMNL3;GALNT4;GALNT6;GALNT9;GDF11;GIT2;GLI1;GLIPR1;GLIPR1L1;GLIPR1L2;GLS2;GLT1D1;GLT8D2;GNPTAB;GNS;GPD1;GPR133;GPR182;GPR84;GRASP;GRIP1;GTSF1;GXYLT1;H1FNT;HAL;HCAR1;HCAR2;HCAR3;HDAC7;HELB;HIGD1C;HIP1R;HMGA1;HMGA2;HOXC10;HOXC11;HOXC12;HOXC13;HOXC4;HOXC5;HOXC6;HOXC8;HOXC9;HPD;HSD17B6;HVCN1;IFT81;IGF1;IGFBP6;IKBIP;IKZF4;IL22;IL23A;IL31;INHBC;INHBE;IQCD;IRAK3;IRAK4;ITGA5;ITGA7;ITGB7;KANSL2;KCNC2;KCNH3;KCNMB4;KDM2B;KERA;KIAA1033;KIF5A;KITLG;KRT1;KRT2;KRT3;KRT4;KRT5;KRT6A;KRT6B;KRT7;KRT71;KRT72;KRT73;KRT74;KRT75;KRT76;KRT77;KRT78;KRT79;KRT80;KRT82;KRT83;KRT84;KRT85;KRT86;KSR2;LACRT;LALBA;LARP4;LEMD3;LETMD1;LGR5;LHX5;LIMA1;LIN7A;LLPH;LMBR1L;LRIG3;LRP1;LRRC10;LRRC43;LRRIQ1;LRRK2;LTA4H;LUM;LYZ;MAP1LC3B2;MAP3K12;MAPKAPK5;MARCH9;MBD6;MDM1;METTL21B;METTL25;METTL7A;METTL7B;MFSD5;MGAT4C;MIP;MMAB;MMP19;MORN3;MPHOSPH9;MSI1;MSRB3;MTERF2;MUCL1;MYF5;MYL2;MYL6;MYL6B;MYO1A;MYO1H;NAB2;NAV3;NCKAP1L;NCKAP5L;NDUFA12;NDUFA4L2;NELL2;NEUROD4;NFE2;NOC4L;NOS1;NPFF;NR1H4;NR2C1;NR4A1;NT5DC3;NTN4;NTS;NUAK1;NXPH4;OAS1;OAS2;OAS3;OASL;OGFOD2;OOEP;OR10A7;OR10AD1;OR10P1;OR2AP1;OR6C1;OR6C2;OR6C3;OR6C4;OR6C6;OR6C65;OR6C68;OR6C75;OR6C76;OR8S1;OR9K2;ORAI1;ORMDL2;OS9;OSBPL8;P2RX4;P2RX7;PAH;PAN2;PARPBP;PCED1B;PCNP;PDE1B;PFKM;PHC1;PHLDA1;PIP4K2C;PITPNM2;PIWIL1;PLA2G1B;PLEKHG7;PLXNC1;PMCH;PMEL;POC1B;POU6F1;PPFIA2;PPHLN1;PPM1H;PPP1R1A;PRDM4;PRICKLE1;PRKAB1;PRKAG1;PRPF40B;PRPH;PRR13;PSMD9;PTGES3;PTPRB;PTPRR;PUS7L;PXN;R3HDM2;RAB13;RAB5B;RAD9B;RAPGEF3;RASAL1;RASSF3;RASSF9;RBMS2;RDH16;RDH5;RFX4;RHEBL1;RHOF;RIC8B;RILPL1;RILPL2;RIMBP2;RITA1;RND1;RNF34;RNF41;RPH3A;SCAF11;SCARB1;SCN8A;SCYL2;SDR9C7;SDS;SDSL;SELPLG;SENP1;SETD8;SH2B3;SHMT2;SIRT4;SLC11A2;SLC16A7;SLC17A8;SLC26A10;SLC2A13;SLC38A1;SLC38A2;SLC38A4;SLC39A5;SLC41A2;SLC48A1;SLC4A8;SLC5A8;SLC6A15;SLC8B1;SMAGP;SMARCC2;SMUG1;SOAT2;SOCS2;SP7;SPATS2;SPIC;SPRYD3;SPRYD4;SRGAP1;SRRM4;SSH1;STAB2;STAC3;STAT2;STAT6;STX2;SUOX;SYCP3;SYT1;TAC3;TAOK3;TARBP2;TBC1D30;TBK1;TBX5;TCHP;TCP11L2;TCTN1;TDG;TENC1;TESPA1;TFCP2;TMBIM4;TMBIM6;TMCC3;TMEM106C;TMEM116;TMEM117;TMEM119;TMEM120B;TMEM132D;TMEM19;TMEM194A;TMEM233;TMEM263;TMEM5;TMPO;TMPRSS12;TMTC2;TMTC3;TPCN1;TPH2;TRAFD1;TROAP;TRPV4;TSFM;TSPAN19;TSPAN31;TSPAN8;TUBA1A;TWF1;UBE3B;UHRF1BP1L;UNC119B;UNG;USP30;USP44;VDR;VPS37B;VSIG10;WDR66;WIBG;WIF1;WNT1;WNT10B;WSB2;WSCD2;XRCC6BP1;YAF2;ZBTB39;ZDHHC17;ZNF385A;ZNF641;ZNF664;ZNF740
4,0.2,mitra.stanford.edu/bassik/michael/cluster_heatmaps/4.pdf,Non-syntenic,448,A1CF;ABCC2;ABLIM1;ACBD5;ACBD7;ACSM6;ACTA2;ADAMTS14;ADARB2;ADIRF;ADK;ADO;ADRA2A;ADRB1;AFAP1L2;AGAP5;AGAP6;AGAP9;AIFM2;AKR1C1;AKR1C2;AKR1C3;AKR1C4;AKR1E2;ALOX5;ANAPC16;ANK3;ANKRD1;ANKRD16;ANKRD2;ANKRD22;ANKRD26;ANKRD30A;ANTXRL;ANXA11;ANXA7;ANXA8;ANXA8L1;AP3M1;APBB1IP;ARHGAP12;ARHGAP19;ARHGAP21;ARHGAP22;ARID5B;ARL3;ARL5B;ARMC3;ARMC4;AS3MT;ASAH1;ASAH2;ASB13;ASCC1;ATOH7;ATP5C1;AVPI1;BAG3;BAMBI;BEND7;BICC1;BLNK;BLOC1S2;BMI1;BTRC;C10orf10;C10orf11;C10orf111;C10orf113;C10orf126;C10orf128;C10orf25;C10orf35;C10orf53;C10orf54;C10orf55;C10orf62;C10orf67;C10orf95;C10orf99;C1QL3;CACNB2;CACTIN;CALHM1;CALHM2;CALHM3;CALML3;CALML5;CAMK1D;CAMK2G;CASC10;CASP7;CC2D2B;CCDC147;CCDC172;CCDC3;CCDC7;CCNJ;CCNY;CDH23;CDHR1;CDNF;CELF2;CEP57L1;CFAP43;CHAT;CHST3;CISD1;CNNM1;CNNM2;COL13A1;COMMD3;COMTD1;CPEB3;CPN1;CREM;CRTAC1;CSGALNACT2;CTAGE15;CTNNA3;CUBN;CUEDC2;CUTC;CXCL12;CYP17A1;CYP26A1;CYP26C1;CYP2C18;CYP2C19;CYP2C9;DCLRE1C;DDX50;DHTKD1;DIP2C;DKK1;DNAJB12;DNAJC1;DNAJC12;DNMBP;DNTT;DPCD;DRGX;DUPD1;DUSP13;DYDC1;DYDC2;EBLN1;ECHDC3;EGR2;EIF4EBP2;ELOVL3;ENKUR;ENTPD1;ENTPD7;EPC1;ERCC6;ERLIN1;EXOC6;FAM107B;FAM13C;FAM149B1;FAM170B;FAM171A1;FAM188A;FAM213A;FAM21A;FAM21C;FAM25A;FAM25G;FAM35A;FAM45A;FAS;FBXL15;FBXO18;FBXW4;FFAR4;FRMD4A;FRMPD2;FUT11;FXYD4;FZD8;GAD2;GATA3;GDF2;GFRA1;GJD4;GLUD1;GOLGA7B;GOT1;GPR158;GPRIN2;GRID1;GSTO2;GTPBP4;H2AFY2;HABP2;HECTD2;HIF1AN;HKDC1;HOGA1;HPS1;HPS6;HSD17B7;HSPA12A;IDE;IDI2;IFIT1;IFIT1B;IFIT2;IFIT3;IFIT5;IL15RA;IL2RA;ITGA8;ITIH2;ITPRIP;KAT6B;KAZALD1;KCNIP2;KCNMA1;KIAA1217;KIAA1279;KIAA1462;KIAA1598;KIF5B;KIN;KLF6;KLHL32;LARP4B;LCOR;LDB3;LIPA;LIPF;LIPJ;LIPK;LIPM;LIPN;LOXL4;LRIT1;LRIT2;LRRC18;LRRC20;LRRTM3;LYZL1;MAP3K8;MAT1A;MBL2;MCM10;MCU;MICU1;MINPP1;MKX;MLLT10;MMRN2;MORN4;MPP7;MRC1;MSMB;MSRB2;MTRNR2L3;MTRNR2L4;MTRNR2L5;MTRNR2L7;MYO3A;MYOZ1;MYPN;NANOS1;NDST2;NEBL;NET1;NEURL1;NEUROG3;NKX2-3;NMT2;NODAL;NPFFR1;NPY4R;NRAP;NRG3;NRP1;NSUN6;NT5C2;NUDT13;NUDT5;NUTM2A;NUTM2B;OGDHL;OIT3;OLAH;OPALIN;OPN4;OPTN;OR13A1;OTUD1;P4HA1;PALD1;PANK1;PAPSS2;PARD3;PAX2;PBLD;PCBD1;PCDH15;PCGF6;PDSS1;PDZD7;PFKFB3;PFKP;PGBD3;PHYH;PHYHIPL;PI4K2A;PIK3AP1;PIP4K2A;PITX3;PKD2L1;PLA2G12B;PLAC9;PLAU;PLXDC2;PNLIPRP1;POLL;PPIF;PPP1R3C;PPP3CB;PRF1;PRKCQ;PROSER2;PRPF18;PRTFDC1;PSAP;PSD;PTCHD3;PTER;PTF1A;PTPLA;PTPN20B;PYROXD2;RASGEF1A;RASSF4;RBM17;RBM20;RBP3;RBP4;REEP3;RET;RNLS;RPP38;RSU1;RTKN2;RUFY2;SAMD8;SDCBP;SEC24C;SEC61A2;SEMA4G;SFMBT2;SFRP5;SFTPA1;SFTPA2;SFTPD;SFXN2;SFXN3;SGMS1;SGPL1;SH2D4B;SH3PXD2A;SKIDA1;SLC16A12;SLC16A9;SLC18A2;SLC18A3;SLC25A16;SLC29A3;SLC39A12;SLK;SNCG;SORBS1;SORCS1;SORCS3;SPAG6;SPOCK2;SRGN;ST8SIA6;STAM;STAMBPL1;SUV39H2;SVIL;SYNPO2L;SYT15;TACR2;TAF3;TBATA;TBC1D12;TCTN3;TECTB;TET1;THNSL1;TLL2;TLX1;TLX1NB;TMEM236;TMEM254;TMEM26;TMEM72;TRDMT1;TSPAN14;TSPAN15;TTC18;TUBAL3;UBE2D1;UCMA;UCN3;UNC5B;UPF2;USP54;USP6NL;VAX1;VIM;VSTM4;VTI1A;WAC;WDFY4;WDR37;XPNPEP1;YME1L1;ZCCHC24;ZDHHC16;ZDHHC6;ZFAND4;ZFYVE27;ZMIZ1;ZMYND11;ZNF22;ZNF239;ZNF248;ZNF25;ZNF32;ZNF33A;ZNF33B;ZNF365;ZNF37A;ZNF438;ZNF485;ZNF488;ZNF503;ZNF768;ZSWIM8
