dataset,seed,alpha,delta,method,policy,p_selected,cal_mean,cal_sd,unit_fdp,unit_yield,go_yield,total_calls,genes_with_calls,term_fdp,unit_fdp_direct,go_yield_direct,n_relaxed_eval
DRIVE,0,0.1,0.1,GoCo-oracle (paper path),adapt_275_to_250_q0.75,0.03480144933114597,0.09187204778115377,0.27504144240472894,0.07957269826839711,98,267.0,1503.0,188,0.8223552894211577,0.08202998066612517,226.0,76
DRIVE,0,0.1,0.1,GoCo-knapk0.5 (paper path),adapt_275_to_250_q0.275,0.08697957957607394,0.09383100377944167,0.2785971488633804,0.08134833883385444,93,251.0,1466.0,188,0.8287858117326057,0.08346560833782986,212.0,33
DRIVE,0,0.1,0.1,GoCo-knapk2 (paper path),adapt_275_to_250_q0.2,0.08842878209316224,0.09387037376984361,0.2786839749191475,0.08131991899140001,94,251.0,1467.0,188,0.8289025221540559,0.08344666177619357,212.0,32
DRIVE,0,0.1,0.1,GoCo-knapk4 (paper path),adapt_275_to_250_q0.175,0.07637935147932065,0.09352324057162914,0.2781227466209507,0.08141275719401059,93,249.0,1455.0,188,0.8288659793814434,0.08353949997880415,210.0,28
DRIVE,0,0.1,0.5,GoCo-oracle (paper path),adapt_250_to_225_q0.75,0.24013853678667585,0.09676847165396106,0.2811006965582511,0.08316397593413487,103,303.0,1905.0,192,0.8409448818897638,0.08562910660350355,250.0,100
DRIVE,0,0.1,0.5,GoCo-knapk0.5 (paper path),adapt_250_to_225_q0.5,0.4856523907192571,0.09983238256894625,0.28610584271914,0.08635592859841151,104,300.0,1955.0,195,0.8465473145780051,0.08854815728310249,247.0,66
DRIVE,0,0.1,0.5,GoCo-knapk2 (paper path),adapt_250_to_225_q0.4,0.48446414779182884,0.09981842622832847,0.28621273937748637,0.08546909818756801,104,297.0,1900.0,194,0.8436842105263158,0.08770944881660553,246.0,45
DRIVE,0,0.1,0.5,GoCo-knapk4 (paper path),adapt_250_to_225_q0.35,0.4865500837887445,0.09984280170591188,0.2862376079637833,0.08549902405125392,104,295.0,1895.0,194,0.8443271767810027,0.0877570581293865,244.0,43
DRIVE,1,0.1,0.1,GoCo-oracle (paper path),adapt_250_to_225_q0.75,0.052331067073752534,0.09275078973102949,0.27430509601589886,0.09467285052534756,98,226.0,2036.0,210,0.8889980353634578,0.09645587062013561,194.0,99
DRIVE,1,0.1,0.1,GoCo-knapk0.5 (paper path),adapt_250_to_225_q0.3,0.0964550059027407,0.09412609353384858,0.27700046509087145,0.09578580544861305,90,204.0,1785.0,210,0.8857142857142857,0.09728461488172294,177.0,10
DRIVE,1,0.1,0.1,GoCo-knapk2 (paper path),adapt_250_to_225_q0.15,0.08679626891415726,0.0938627465610795,0.27692758509214915,0.09591843144330801,90,202.0,1799.0,210,0.8877153974430239,0.0974172408764179,175.0,6
DRIVE,1,0.1,0.1,GoCo-knapk4 (paper path),adapt_250_to_225_q0.1,0.09678087066763974,0.09412799855046942,0.2773161994100447,0.09618368343269794,89,200.0,1797.0,210,0.8887033945464663,0.09768249286580781,173.0,5
DRIVE,1,0.1,0.5,GoCo-oracle (paper path),adapt_250_to_225_q0.75,0.052331067073752534,0.09275078973102949,0.27430509601589886,0.09467285052534756,98,226.0,2036.0,210,0.8889980353634578,0.09645587062013561,194.0,99
DRIVE,1,0.1,0.5,GoCo-knapk0.5 (paper path),adapt_250_to_225_q0.6,0.49589542813818177,0.09995222856890934,0.2850844089086712,0.09952121509797376,98,227.0,2135.0,217,0.8936768149882904,0.10111509338614162,194.0,91
DRIVE,1,0.1,0.5,GoCo-knapk2 (paper path),adapt_250_to_225_q0.6,0.44992920999069136,0.09941730374366599,0.284310896230481,0.09888861427572741,98,227.0,2121.0,216,0.892975011786893,0.10048249256389527,194.0,77
DRIVE,1,0.1,0.5,GoCo-knapk4 (paper path),adapt_250_to_225_q0.6,0.46559246076669,0.0995997716008194,0.28457421020063467,0.09903892371951743,98,225.0,2119.0,216,0.8938178386031147,0.10063280200768529,192.0,75
DRIVE,2,0.1,0.1,GoCo-oracle (paper path),adapt_250_to_225_q0.75,0.031116734260719738,0.09168797587526256,0.2737064979713925,0.09557746218749635,114,327.0,2156.0,221,0.8483302411873841,0.09788863273134915,275.0,140
DRIVE,2,0.1,0.1,GoCo-knapk0.5 (paper path),adapt_250_to_225_q0.5,0.0881562050797362,0.09389460927927842,0.2772325864718128,0.09974285361779463,111,320.0,2161.0,226,0.8519204072188802,0.1017378635210447,272.0,92
DRIVE,2,0.1,0.1,GoCo-knapk2 (paper path),adapt_250_to_225_q0.4,0.0797177021161114,0.0936490510755888,0.27715552547233413,0.09869028547240188,111,313.0,2102.0,225,0.8510941960038059,0.1007336071536775,265.0,63
DRIVE,2,0.1,0.1,GoCo-knapk4 (paper path),adapt_250_to_225_q0.35,0.0846232922558891,0.0937866124060173,0.2775324134155675,0.09821277635483273,109,302.0,2043.0,224,0.8521781693587861,0.1002392237951648,257.0,43
DRIVE,2,0.1,0.5,GoCo-oracle (paper path),adapt_225_to_200_q0.75,0.4136790371946587,0.09899368074275454,0.28331421755256364,0.10221491878956003,119,382.0,2559.0,233,0.8507229386479094,0.10475931120171787,321.0,111
DRIVE,2,0.1,0.5,GoCo-knapk0.5 (paper path),adapt_225_to_200_q0.275,0.4960940486992919,0.09995448292882753,0.28544424233435983,0.10345460616783375,115,338.0,2288.0,233,0.8522727272727273,0.10577591195979232,282.0,9
DRIVE,2,0.1,0.5,GoCo-knapk2 (paper path),adapt_225_to_200_q0.225,0.499154611048984,0.0999901448146734,0.285554260359355,0.10348440969180049,115,339.0,2319.0,233,0.8538163001293662,0.1058019681697815,283.0,10
DRIVE,2,0.1,0.5,GoCo-knapk4 (paper path),adapt_225_to_200_q0.125,0.4757187668923701,0.09971715867203174,0.28515728387565276,0.10355856156949972,114,332.0,2250.0,233,0.8524444444444444,0.10585308210919327,278.0,5
DRIVE,3,0.1,0.1,GoCo-oracle (paper path),adapt_250_to_225_q0.75,0.030872258565294176,0.09169313448730768,0.2730245506593609,0.09376895399245407,107,302.0,2318.0,210,0.8697152717860225,0.09609308155841473,247.0,106
DRIVE,3,0.1,0.1,GoCo-knapk0.5 (paper path),adapt_250_to_225_q0.3,0.09072109103178816,0.09396231883163478,0.2774136813034044,0.09678418955689083,101,289.0,2253.0,213,0.8717265867731913,0.09883106630740178,239.0,40
DRIVE,3,0.1,0.1,GoCo-knapk2 (paper path),adapt_250_to_225_q0.2,0.09516365243159375,0.09407723181206605,0.27768533125178047,0.0958256012564945,100,281.0,2231.0,211,0.8740475123263111,0.09773464285094162,233.0,31
DRIVE,3,0.1,0.1,GoCo-knapk4 (paper path),adapt_250_to_225_q0.15,0.09515939369279935,0.09407709174115082,0.2776865623897424,0.09585458871856609,99,278.0,2201.0,211,0.8736937755565652,0.09777273211618318,230.0,25
