dataset,seed,alpha,method,selected_calls,supported_calls,pooled_fdr,genes_with_calls
HAP1,87,0.1,Conformal selection (BH over pairs),0,0,0.0,0
HAP1,88,0.1,Conformal selection (BH over pairs),0,0,0.0,0
HAP1,89,0.1,Conformal selection (BH over pairs),0,0,0.0,0
HAP1,90,0.1,Conformal selection (BH over pairs),0,0,0.0,0
HAP1,91,0.1,Conformal selection (BH over pairs),0,0,0.0,0
HAP1,92,0.1,Conformal selection (BH over pairs),0,0,0.0,0
HAP1,93,0.1,Conformal selection (BH over pairs),0,0,0.0,0
HAP1,94,0.1,Conformal selection (BH over pairs),0,0,0.0,0
HAP1,95,0.1,Conformal selection (BH over pairs),0,0,0.0,0
HAP1,96,0.1,Conformal selection (BH over pairs),0,0,0.0,0
HAP1,97,0.1,Conformal selection (BH over pairs),0,0,0.0,0
HAP1,98,0.1,Conformal selection (BH over pairs),0,0,0.0,0
HAP1,99,0.1,Conformal selection (BH over pairs),0,0,0.0,0
