dataset,seed,alpha,delta,method,policy,p_selected,cal_mean,cal_sd,unit_fdp,unit_yield,go_yield,total_calls,genes_with_calls,term_fdp,unit_fdp_direct,go_yield_direct,n_relaxed_eval,exceed
HAP1,17,0.1,0.5,GoCo-dense-random1,adapt_455.567_to_451.229_q0.4,0.1528423492605674,0.0968551431884646,0.2914582171855363,0.1008747996844242,74,123.0,1221.0,502,0.8992628992628993,0.10227259924107,107.0,144,1.0
HAP1,17,0.2,0.1,Boger,global_400,2.216744892234657e-80,0.1371519140713519,0.3400725988775381,0.1360384967860993,96,149.0,1750.0,675,0.9148571428571428,0.1381263815319596,127.0,0,0.0
HAP1,17,0.2,0.1,GoDag,global_400,7.794483767910746e-87,0.1351007185401584,0.3375171849081441,0.1360384967860993,96,149.0,1750.0,675,0.9148571428571428,0.1381263815319596,127.0,0,0.0
HAP1,17,0.2,0.1,GoDag-dense,global_404.949,7.794483767910746e-87,0.1351007185401584,0.3375171849081441,0.1360384967860993,96,149.0,1750.0,675,0.9148571428571428,0.1381263815319596,127.0,0,0.0
HAP1,17,0.2,0.1,GoDag-cert60,global_400,3.729900857215672e-73,0.1356869573182812,0.3381879277282538,0.1360384967860993,96,149.0,1750.0,675,0.9148571428571428,0.1381263815319596,127.0,0,0.0
HAP1,17,0.2,0.1,GoCo-source,adapt_400_to_375_q0.6,2.790939053955207e-06,0.1817749606067611,0.3809487343505282,0.1850752004393724,105,167.0,3300.0,889,0.9493939393939392,0.1873600607910687,137.0,487,0.0
HAP1,17,0.2,0.1,GoCo-random1,adapt_400_to_375_q0.5,0.0014714275779959,0.1878940314004884,0.3864746771374275,0.1870048465798338,111,172.0,2816.0,907,0.9389204545454546,0.1898360443754139,142.0,423,0.0
HAP1,17,0.2,0.1,GoCo-random2,adapt_400_to_375_q0.6,0.0279760279060588,0.1921535147196099,0.3897015700409578,0.1943953838273783,108,167.0,2900.0,935,0.9424137931034484,0.1968851057069332,140.0,478,0.0
HAP1,17,0.2,0.1,GoCo-random3,adapt_400_to_375_q0.5,0.0004064664871368,0.1864238175692899,0.3849080346749615,0.1859093800425212,107,163.0,2746.0,899,0.9406409322651128,0.1883035062903623,136.0,394,0.0
HAP1,17,0.2,0.1,GoCo-score,adapt_400_to_375_q0.4,0.0218833314311027,0.191728541135616,0.3894337012297019,0.1914771807839274,105,163.0,2632.0,922,0.9380699088145896,0.1941437552134513,133.0,336,0.0
HAP1,17,0.2,0.1,GoCo-oracle,adapt_400_to_375_q0.75,0.0002311561775006,0.1858346271024801,0.3840259401193143,0.1890577211202222,117,183.0,3488.0,913,0.9475344036697247,0.1919845826047503,148.0,611,0.0
HAP1,17,0.2,0.1,GoCo-exp0,adapt_400_to_375_q0.5,1.3474645286986188e-05,0.1831160296768254,0.3818220715917823,0.183442985209898,115,181.0,3072.0,887,0.9410807291666666,0.1862144982727485,148.0,572,0.0
HAP1,17,0.2,0.1,GoCo-exp1,adapt_400_to_375_q0.6,1.9265741926249447e-05,0.1834217828003581,0.3823499953479614,0.1867300085971422,104,166.0,3290.0,897,0.9495440729483284,0.1889425747847218,137.0,447,0.0
HAP1,17,0.2,0.1,GoCo-dense-source,adapt_404.949_to_394.825_q0.6,0.0333368354007063,0.1924671506648904,0.3899437178583256,0.1932566263777015,102,159.0,2876.0,926,0.9447148817802504,0.195723130872421,129.0,333,0.0
HAP1,17,0.2,0.1,GoCo-dense-random1,adapt_404.949_to_394.825_q0.6,0.000109988890779,0.1850446119302651,0.3842432010993809,0.184877162459449,106,164.0,2502.0,895,0.9344524380495604,0.1878528485477261,133.0,285,0.0
HAP1,17,0.2,0.5,Boger,global_400,2.216744892234657e-80,0.1371519140713519,0.3400725988775381,0.1360384967860993,96,149.0,1750.0,675,0.9148571428571428,0.1381263815319596,127.0,0,0.0
HAP1,17,0.2,0.5,GoDag,global_400,7.794483767910746e-87,0.1351007185401584,0.3375171849081441,0.1360384967860993,96,149.0,1750.0,675,0.9148571428571428,0.1381263815319596,127.0,0,0.0
HAP1,17,0.2,0.5,GoDag-dense,global_404.949,7.794483767910746e-87,0.1351007185401584,0.3375171849081441,0.1360384967860993,96,149.0,1750.0,675,0.9148571428571428,0.1381263815319596,127.0,0,0.0
HAP1,17,0.2,0.5,GoDag-cert60,global_400,3.729900857215672e-73,0.1356869573182812,0.3381879277282538,0.1360384967860993,96,149.0,1750.0,675,0.9148571428571428,0.1381263815319596,127.0,0,0.0
HAP1,17,0.2,0.5,GoCo-source,adapt_400_to_375_q0.6,2.790939053955207e-06,0.1817749606067611,0.3809487343505282,0.1850752004393724,105,167.0,3300.0,889,0.9493939393939392,0.1873600607910687,137.0,487,0.0
HAP1,17,0.2,0.5,GoCo-random1,adapt_400_to_375_q0.6,0.4147232308207511,0.199103595387179,0.3950441890079505,0.1971807848551355,115,176.0,3021.0,953,0.9417411453161204,0.200150686601004,144.0,521,0.0
HAP1,17,0.2,0.5,GoCo-random2,adapt_400_to_375_q0.6,0.0279760279060588,0.1921535147196099,0.3897015700409578,0.1943953838273783,108,167.0,2900.0,935,0.9424137931034484,0.1968851057069332,140.0,478,0.0
HAP1,17,0.2,0.5,GoCo-random3,adapt_400_to_375_q0.6,0.2882035418366977,0.197683258928752,0.3936911570731525,0.1962067613132625,108,165.0,2940.0,946,0.9438775510204082,0.1988228138815652,137.0,476,0.0
HAP1,17,0.2,0.5,GoCo-score,adapt_400_to_375_q0.4,0.0218833314311027,0.191728541135616,0.3894337012297019,0.1914771807839274,105,163.0,2632.0,922,0.9380699088145896,0.1941437552134513,133.0,336,0.0
HAP1,17,0.2,0.5,GoCo-oracle,adapt_400_to_375_q0.75,0.0002311561775006,0.1858346271024801,0.3840259401193143,0.1890577211202222,117,183.0,3488.0,913,0.9475344036697247,0.1919845826047503,148.0,611,0.0
HAP1,17,0.2,0.5,GoCo-exp0,adapt_400_to_375_q0.5,1.3474645286986188e-05,0.1831160296768254,0.3818220715917823,0.183442985209898,115,181.0,3072.0,887,0.9410807291666666,0.1862144982727485,148.0,572,0.0
HAP1,17,0.2,0.5,GoCo-exp1,adapt_400_to_375_q0.75,0.4655456751201408,0.1996400294039205,0.3951872998511212,0.1998333007500693,106,168.0,3482.0,956,0.951751866743251,0.2022291242619964,137.0,559,0.0
HAP1,17,0.2,0.5,GoCo-dense-source,adapt_404.949_to_394.825_q0.6,0.0333368354007063,0.1924671506648904,0.3899437178583256,0.1932566263777015,102,159.0,2876.0,926,0.9447148817802504,0.195723130872421,129.0,333,0.0
HAP1,17,0.2,0.5,GoCo-dense-random1,adapt_404.949_to_394.825_q0.75,0.3737732795050004,0.1986610246198049,0.3949066536767715,0.197600938174733,106,164.0,2671.0,950,0.9385997753650318,0.2005766242630101,133.0,359,0.0
HAP1,18,0.05,0.1,Boger,global_550,0.0151592595069754,0.0456612169408108,0.2054058020069259,0.0430345958767601,66,100.0,450.0,246,0.7777777777777778,0.0441935444362312,89.0,0,0.0
HAP1,18,0.05,0.1,GoDag,global_550,0.000925113718902,0.0438902565643591,0.2012284125100536,0.0430345958767601,66,100.0,450.0,246,0.7777777777777778,0.0441935444362312,89.0,0,0.0
HAP1,18,0.05,0.1,GoDag-dense,global_538.398,0.0007889189752797,0.0438072194963755,0.2009492134368896,0.0429928445956255,67,102.0,454.0,246,0.775330396475771,0.0441517931550966,91.0,0,0.0
HAP1,18,0.05,0.1,GoDag-cert60,global_550,0.0003168450404891,0.042844225195742,0.1988161360610163,0.0430345958767601,66,100.0,450.0,246,0.7777777777777778,0.0441935444362312,89.0,0,0.0
HAP1,18,0.05,0.1,GoCo-source,adapt_550_to_525_q0.4,0.0046113483678255,0.0444494922439945,0.2023739216327235,0.0448346649190345,68,103.0,540.0,256,0.8092592592592592,0.0459936134785056,92.0,32,0.0
HAP1,18,0.05,0.1,GoCo-random1,adapt_550_to_525_q0.275,0.0851573803878606,0.046997417771467,0.2078772075456315,0.0469183064848383,66,100.0,490.0,263,0.7959183673469388,0.0480772550443093,89.0,24,0.0
HAP1,18,0.05,0.1,GoCo-random2,adapt_550_to_525_q0.225,0.0901987158758456,0.0470663734438469,0.2079036983334529,0.0474607930467015,66,102.0,515.0,266,0.8019417475728156,0.0486197416061726,91.0,31,0.0
HAP1,18,0.05,0.1,GoCo-random3,adapt_550_to_525_q0.175,0.0465874890770323,0.0463461216573867,0.2066067068816918,0.046474453843915,67,101.0,488.0,262,0.7930327868852459,0.0476334024033861,90.0,21,0.0
HAP1,18,0.05,0.1,GoCo-score,adapt_550_to_525_q0.225,0.0944417171219579,0.0471216749136997,0.2079656621549042,0.0479491990881393,67,103.0,518.0,268,0.8011583011583011,0.0491081476476104,92.0,36,0.0
HAP1,18,0.05,0.1,GoCo-oracle,adapt_550_to_525_q0.5,0.0082385679448569,0.0448894660160957,0.2023003264613247,0.0459025452468218,71,109.0,578.0,260,0.8114186851211073,0.0470614938062929,98.0,63,0.0
HAP1,18,0.05,0.1,GoCo-exp0,adapt_550_to_525_q0.4,0.0005370877344837,0.0431343146128174,0.1992972581283983,0.0433921438360341,68,103.0,498.0,249,0.7931726907630522,0.0445510923955052,92.0,26,0.0
HAP1,18,0.05,0.1,GoCo-exp1,adapt_550_to_525_q0.35,0.0061600971420618,0.0446529247088269,0.2028122395813197,0.0452785175599577,66,101.0,538.0,256,0.8122676579925651,0.0464374661194288,90.0,26,0.0
HAP1,18,0.05,0.1,GoCo-dense-source,adapt_538.398_to_526.433_q0.4,0.0039867147802853,0.04435314406065,0.2020451723086377,0.0447929136378998,69,105.0,543.0,256,0.8066298342541437,0.0459518621973709,94.0,31,0.0
HAP1,18,0.05,0.1,GoCo-dense-random1,adapt_538.398_to_526.433_q0.275,0.0787348541512354,0.0469089955276666,0.2075742955120284,0.0468765552037036,67,102.0,493.0,263,0.7931034482758621,0.0480355037631747,91.0,23,0.0
HAP1,18,0.05,0.5,Boger,global_550,0.0151592595069754,0.0456612169408108,0.2054058020069259,0.0430345958767601,66,100.0,450.0,246,0.7777777777777778,0.0441935444362312,89.0,0,0.0
HAP1,18,0.05,0.5,GoDag,global_550,0.000925113718902,0.0438902565643591,0.2012284125100536,0.0430345958767601,66,100.0,450.0,246,0.7777777777777778,0.0441935444362312,89.0,0,0.0
HAP1,18,0.05,0.5,GoDag-dense,global_538.398,0.0007889189752797,0.0438072194963755,0.2009492134368896,0.0429928445956255,67,102.0,454.0,246,0.775330396475771,0.0441517931550966,91.0,0,0.0
HAP1,18,0.05,0.5,GoDag-cert60,global_550,0.0003168450404891,0.042844225195742,0.1988161360610163,0.0430345958767601,66,100.0,450.0,246,0.7777777777777778,0.0441935444362312,89.0,0,0.0
HAP1,18,0.05,0.5,GoCo-source,adapt_550_to_525_q0.5,0.4129532668314302,0.0495057135780705,0.2133321332183946,0.0500499334498823,68,103.0,597.0,279,0.8274706867671692,0.0512088820093534,92.0,63,1.0
HAP1,18,0.05,0.5,GoCo-random1,adapt_550_to_525_q0.35,0.4372394405060009,0.0496449019153066,0.2133923615809453,0.0496923854906083,68,103.0,530.0,277,0.8056603773584906,0.0508513340500794,92.0,46,0.0
HAP1,18,0.05,0.5,GoCo-random2,adapt_550_to_525_q0.35,0.4945289849393594,0.0499690688428908,0.2141091860214446,0.0504567983729332,68,104.0,550.0,281,0.8109090909090909,0.0516157469324043,93.0,52,1.0
HAP1,18,0.05,0.5,GoCo-random3,adapt_550_to_525_q0.3,0.2856432305128263,0.0487378180999254,0.2116386509299392,0.0498033486508391,67,101.0,518.0,277,0.805019305019305,0.0509622972103102,90.0,40,0.0
HAP1,18,0.05,0.5,GoCo-score,adapt_550_to_525_q0.3,0.3725856446144999,0.0492725108352916,0.2124890172965423,0.0497246096518322,67,104.0,544.0,276,0.8088235294117647,0.0508835582113033,93.0,52,0.0
HAP1,18,0.05,0.5,GoCo-oracle,adapt_550_to_525_q0.6,0.2566073810156372,0.0485512503037122,0.2103450656115602,0.0498972190151307,71,109.0,614.0,278,0.8224755700325733,0.0510561675746018,98.0,81,0.0
HAP1,18,0.05,0.5,GoCo-exp0,adapt_550_to_525_q0.4,0.0005370877344837,0.0431343146128174,0.1992972581283983,0.0433921438360341,68,103.0,498.0,249,0.7931726907630522,0.0445510923955052,92.0,26,0.0
HAP1,18,0.05,0.5,GoCo-exp1,adapt_550_to_525_q0.4,0.3988515928244579,0.0494243405987514,0.2132025765682628,0.0499389702896515,68,103.0,588.0,279,0.8248299319727891,0.0510979188491226,92.0,54,0.0
HAP1,18,0.05,0.5,GoCo-dense-source,adapt_538.398_to_526.433_q0.5,0.3949144132849492,0.0494019678511515,0.2130023042461502,0.0500081821687476,69,105.0,599.0,279,0.8247078464106845,0.0511671307282187,94.0,61,1.0
HAP1,18,0.05,0.5,GoCo-dense-random1,adapt_538.398_to_526.433_q0.35,0.4276796907454162,0.049590605235449,0.2132077023222184,0.0496506342094737,69,105.0,533.0,277,0.8030018761726079,0.0508095827689448,94.0,45,0.0
HAP1,18,0.1,0.1,Boger,global_475,6.64736081891102e-23,0.0751946487874841,0.2599852398765114,0.0682616220564774,89,142.0,817.0,374,0.8261933904528764,0.0698311343008658,125.0,0,0.0
HAP1,18,0.1,0.1,GoDag,global_475,2.3341732958453198e-26,0.07354906924453,0.2568893490500021,0.0682616220564774,89,142.0,817.0,374,0.8261933904528764,0.0698311343008658,125.0,0,0.0
HAP1,18,0.1,0.1,GoDag-dense,global_455.567,2.752025424414929e-26,0.0735934545088113,0.2568346708267931,0.0682838146872008,89,145.0,825.0,374,0.8242424242424242,0.0697423637713583,128.0,0,0.0
HAP1,18,0.1,0.1,GoDag-cert60,global_475,1.869342839687517e-25,0.0722224504545932,0.2545140308568582,0.0682616220564774,89,142.0,817.0,374,0.8261933904528764,0.0698311343008658,125.0,0,0.0
HAP1,18,0.1,0.1,GoCo-source,adapt_475_to_450_q0.4,0.0001112476057614,0.0890885385731379,0.2805637243540801,0.0830302742676527,90,145.0,1134.0,435,0.8721340388007055,0.0843799737754579,128.0,97,0.0
HAP1,18,0.1,0.1,GoCo-random1,adapt_475_to_450_q0.5,0.0661875209341536,0.0954110609343514,0.2894966760277976,0.0927009939175153,93,149.0,1108.0,481,0.8655234657039711,0.0942837160578368,129.0,148,0.0
HAP1,18,0.1,0.1,GoCo-random2,adapt_475_to_450_q0.4,0.037432512118547,0.0945886605850363,0.2883902958472749,0.0914840818979292,94,150.0,1089.0,479,0.8622589531680441,0.0932015450138067,131.0,139,0.0
HAP1,18,0.1,0.1,GoCo-random3,adapt_475_to_450_q0.6,0.0945609462632879,0.0959841063948033,0.29031409956535,0.0905319283233977,92,146.0,1081.0,471,0.8649398704902868,0.0920533565246312,127.0,132,0.0
HAP1,18,0.1,0.1,GoCo-score,adapt_475_to_450_q0.5,0.0313723121187853,0.0943585441353132,0.2877770476671646,0.0911733850545741,94,152.0,1127.0,475,0.865128660159716,0.0927983788724639,132.0,158,0.0
HAP1,18,0.1,0.1,GoCo-oracle,adapt_475_to_450_q0.5,0.0063983763446353,0.0925265471626666,0.2849977166900998,0.0869990566466789,95,153.0,1217.0,454,0.8742810188989318,0.0884042377279855,133.0,155,0.0
HAP1,18,0.1,0.1,GoCo-exp0,adapt_475_to_450_q0.25,6.807086043621019e-24,0.0730472766061359,0.2555810715546721,0.0696169417822726,90,143.0,879.0,378,0.8373151308304891,0.0710089129676461,126.0,35,0.0
HAP1,18,0.1,0.1,GoCo-exp1,adapt_475_to_450_q0.35,3.792864474043612e-05,0.0883487841760085,0.2795130481436113,0.0827861553098538,90,145.0,1123.0,434,0.8708815672306323,0.084135854817659,128.0,88,0.0
HAP1,18,0.1,0.1,GoCo-dense-source,adapt_455.567_to_451.229_q0.4,0.0001187924618836,0.0891403213814661,0.2805024466611804,0.0830524668983761,90,148.0,1141.0,435,0.8702892199824716,0.0842912032459504,131.0,97,0.0
HAP1,18,0.1,0.1,GoCo-dense-random1,adapt_455.567_to_451.229_q0.5,0.0685910900983663,0.0954665425128133,0.2895437549075695,0.0926861988237525,93,150.0,1112.0,481,0.8651079136690647,0.094268920964074,130.0,145,0.0
HAP1,18,0.1,0.5,Boger,global_475,6.64736081891102e-23,0.0751946487874841,0.2599852398765114,0.0682616220564774,89,142.0,817.0,374,0.8261933904528764,0.0698311343008658,125.0,0,0.0
HAP1,18,0.1,0.5,GoDag,global_475,2.3341732958453198e-26,0.07354906924453,0.2568893490500021,0.0682616220564774,89,142.0,817.0,374,0.8261933904528764,0.0698311343008658,125.0,0,0.0
HAP1,18,0.1,0.5,GoDag-dense,global_455.567,2.752025424414929e-26,0.0735934545088113,0.2568346708267931,0.0682838146872008,89,145.0,825.0,374,0.8242424242424242,0.0697423637713583,128.0,0,0.0
HAP1,18,0.1,0.5,GoDag-cert60,global_475,1.869342839687517e-25,0.0722224504545932,0.2545140308568582,0.0682616220564774,89,142.0,817.0,374,0.8261933904528764,0.0698311343008658,125.0,0,0.0
HAP1,18,0.1,0.5,GoCo-source,adapt_475_to_450_q0.5,0.426767850171988,0.0994266063401527,0.2948563807348326,0.0921477472688217,92,148.0,1237.0,477,0.8803556992724333,0.0934049774786392,130.0,152,0.0
HAP1,18,0.1,0.5,GoCo-random1,adapt_475_to_450_q0.5,0.0661875209341536,0.0954110609343514,0.2894966760277976,0.0927009939175153,93,149.0,1108.0,481,0.8655234657039711,0.0942837160578368,129.0,148,0.0
HAP1,18,0.1,0.5,GoCo-random2,adapt_475_to_450_q0.6,0.4905196786689056,0.0999259885947835,0.2956346730683658,0.0979421378286531,95,152.0,1152.0,507,0.8680555555555556,0.099715082524646,132.0,176,0.0
HAP1,18,0.1,0.5,GoCo-random3,adapt_475_to_450_q0.6,0.0945609462632879,0.0959841063948033,0.29031409956535,0.0905319283233977,92,146.0,1081.0,471,0.8649398704902868,0.0920533565246312,127.0,132,0.0
HAP1,18,0.1,0.5,GoCo-score,adapt_475_to_450_q0.5,0.0313723121187853,0.0943585441353132,0.2877770476671646,0.0911733850545741,94,152.0,1127.0,475,0.865128660159716,0.0927983788724639,132.0,158,0.0
HAP1,18,0.1,0.5,GoCo-oracle,adapt_475_to_450_q0.6,0.1524548486614877,0.096854110411668,0.291087108944696,0.090327951453603,95,153.0,1247.0,469,0.8773055332798717,0.0917331325349096,133.0,170,0.0
HAP1,18,0.1,0.5,GoCo-exp0,adapt_475_to_450_q0.25,6.807086043621019e-24,0.0730472766061359,0.2555810715546721,0.0696169417822726,90,143.0,879.0,378,0.8373151308304891,0.0710089129676461,126.0,35,0.0
HAP1,18,0.1,0.5,GoCo-exp1,adapt_475_to_450_q0.4,0.3623706618092671,0.0989087782634849,0.2941856485803356,0.091237849349638,91,147.0,1219.0,472,0.8794093519278097,0.0924950795594554,129.0,137,0.0
HAP1,18,0.1,0.5,GoCo-dense-source,adapt_455.567_to_451.229_q0.5,0.4146342515955528,0.0993304382637639,0.2947624988529249,0.0920959644571866,92,150.0,1242.0,477,0.8792270531400966,0.0933901823848763,132.0,151,0.0
HAP1,18,0.1,0.5,GoCo-dense-random1,adapt_455.567_to_451.229_q0.5,0.0685910900983663,0.0954665425128133,0.2895437549075695,0.0926861988237525,93,150.0,1112.0,481,0.8651079136690647,0.094268920964074,130.0,145,0.0
HAP1,18,0.2,0.1,Boger,global_400,2.7987570213396335e-74,0.1392251478374537,0.3424859228559145,0.1314471998990666,108,171.0,1656.0,662,0.8967391304347826,0.133288836077722,147.0,0,0.0
HAP1,18,0.2,0.1,GoDag,global_400,1.0380643229001414e-80,0.1370684172060296,0.3398091971765072,0.1314471998990666,108,171.0,1656.0,662,0.8967391304347826,0.133288836077722,147.0,0,0.0
HAP1,18,0.2,0.1,GoDag-dense,global_404.949,1.0380643229001414e-80,0.1370684172060296,0.3398091971765072,0.1314471998990666,108,171.0,1656.0,662,0.8967391304347826,0.133288836077722,147.0,0,0.0
HAP1,18,0.2,0.1,GoDag-cert60,global_400,1.0764683095485722e-75,0.1347657309153108,0.3370554489235605,0.1314471998990666,108,171.0,1656.0,662,0.8967391304347826,0.133288836077722,147.0,0,0.0
HAP1,18,0.2,0.1,GoCo-source,adapt_400_to_375_q0.6,0.0001343691454906,0.1852678042955124,0.3838261017679801,0.1802449524865592,117,188.0,3201.0,873,0.9412683536394876,0.182209000394866,160.0,495,0.0
HAP1,18,0.2,0.1,GoCo-random1,adapt_400_to_375_q0.5,0.0049071982437444,0.1894649266965168,0.3872944751753172,0.1912125159952834,119,191.0,2799.0,930,0.931761343336906,0.1939619364860954,160.0,482,0.0
HAP1,18,0.2,0.1,GoCo-random2,adapt_400_to_375_q0.5,0.0004564612273354,0.1865514162803855,0.3850021606629817,0.1805978274006765,117,186.0,2656.0,881,0.9299698795180724,0.1829350990219694,158.0,420,0.0
HAP1,18,0.2,0.1,GoCo-random3,adapt_400_to_375_q0.6,0.0985233876062166,0.1946801471871584,0.3914864480488861,0.1896551272873607,120,191.0,2826.0,923,0.93241330502477,0.1921745194093259,161.0,479,0.0
HAP1,18,0.2,0.1,GoCo-score,adapt_400_to_375_q0.35,0.0002847333390776,0.1860331287710893,0.3847913868130015,0.1767154297515703,114,184.0,2334.0,863,0.921165381319623,0.1790905697473779,155.0,278,0.0
HAP1,18,0.2,0.1,GoCo-oracle,adapt_400_to_375_q0.75,0.0120248326790386,0.1907811081933938,0.3878696059263943,0.1841453155887111,126,202.0,3362.0,896,0.9399167162403332,0.1870546639395511,168.0,609,0.0
HAP1,18,0.2,0.1,GoCo-exp0,adapt_400_to_375_q0.5,1.1923574584194055e-67,0.1379359258967958,0.3398008837753219,0.1349520801876155,114,182.0,2095.0,673,0.913126491646778,0.1368368687070955,155.0,198,0.0
HAP1,18,0.2,0.1,GoCo-exp1,adapt_400_to_375_q0.6,7.070791548295589e-06,0.1825414570424618,0.3817364628931254,0.1774470956456222,115,186.0,3102.0,862,0.9400386847195358,0.1793630595240019,159.0,406,0.0
HAP1,18,0.2,0.1,GoCo-dense-source,adapt_404.949_to_394.825_q0.6,0.0305911539465855,0.1923150807086674,0.3896756889865574,0.1858746460277241,109,177.0,2706.0,898,0.934589800443459,0.1877298443596785,151.0,308,0.0
HAP1,18,0.2,0.1,GoCo-dense-random1,adapt_404.949_to_394.825_q0.6,0.0071811227294547,0.1899973757356683,0.3878824578362781,0.1911207376634127,114,184.0,2483.0,928,0.9258960934353604,0.193920355781258,154.0,342,0.0
HAP1,18,0.2,0.5,Boger,global_400,2.7987570213396335e-74,0.1392251478374537,0.3424859228559145,0.1314471998990666,108,171.0,1656.0,662,0.8967391304347826,0.133288836077722,147.0,0,0.0
HAP1,18,0.2,0.5,GoDag,global_400,1.0380643229001414e-80,0.1370684172060296,0.3398091971765072,0.1314471998990666,108,171.0,1656.0,662,0.8967391304347826,0.133288836077722,147.0,0,0.0
HAP1,18,0.2,0.5,GoDag-dense,global_404.949,1.0380643229001414e-80,0.1370684172060296,0.3398091971765072,0.1314471998990666,108,171.0,1656.0,662,0.8967391304347826,0.133288836077722,147.0,0,0.0
HAP1,18,0.2,0.5,GoDag-cert60,global_400,1.0764683095485722e-75,0.1347657309153108,0.3370554489235605,0.1314471998990666,108,171.0,1656.0,662,0.8967391304347826,0.133288836077722,147.0,0,0.0
HAP1,18,0.2,0.5,GoCo-source,adapt_400_to_375_q0.6,0.0001343691454906,0.1852678042955124,0.3838261017679801,0.1802449524865592,117,188.0,3201.0,873,0.9412683536394876,0.182209000394866,160.0,495,0.0
HAP1,18,0.2,0.5,GoCo-random1,adapt_400_to_375_q0.6,0.3756098644220961,0.1986828700825737,0.3943999411184745,0.2003745504064238,121,194.0,2974.0,970,0.9347679892400808,0.2031239708972358,163.0,560,1.0
HAP1,18,0.2,0.5,GoCo-random2,adapt_400_to_375_q0.6,0.1946138570023254,0.1964382538799307,0.3927000352675297,0.190089404768167,117,189.0,2811.0,923,0.9327641408751334,0.1924139948928033,161.0,493,0.0
HAP1,18,0.2,0.5,GoCo-random3,adapt_400_to_375_q0.6,0.0985233876062166,0.1946801471871584,0.3914864480488861,0.1896551272873607,120,191.0,2826.0,923,0.93241330502477,0.1921745194093259,161.0,479,0.0
HAP1,18,0.2,0.5,GoCo-score,adapt_400_to_375_q0.4,0.1303681464227349,0.1953543704788498,0.3921360673225512,0.1846308018524436,115,186.0,2442.0,899,0.9238329238329238,0.1873018436110712,155.0,320,0.0
HAP1,18,0.2,0.5,GoCo-oracle,adapt_400_to_375_q0.75,0.0120248326790386,0.1907811081933938,0.3878696059263943,0.1841453155887111,126,202.0,3362.0,896,0.9399167162403332,0.1870546639395511,168.0,609,0.0
HAP1,18,0.2,0.5,GoCo-exp0,adapt_400_to_375_q0.5,1.1923574584194055e-67,0.1379359258967958,0.3398008837753219,0.1349520801876155,114,182.0,2095.0,673,0.913126491646778,0.1368368687070955,155.0,198,0.0
HAP1,18,0.2,0.5,GoCo-exp1,adapt_400_to_375_q0.6,7.070791548295589e-06,0.1825414570424618,0.3817364628931254,0.1774470956456222,115,186.0,3102.0,862,0.9400386847195358,0.1793630595240019,159.0,406,0.0
HAP1,18,0.2,0.5,GoCo-dense-source,adapt_404.949_to_394.825_q0.6,0.0305911539465855,0.1923150807086674,0.3896756889865574,0.1858746460277241,109,177.0,2706.0,898,0.934589800443459,0.1877298443596785,151.0,308,0.0
HAP1,18,0.2,0.5,GoCo-dense-random1,adapt_404.949_to_394.825_q0.6,0.0071811227294547,0.1899973757356683,0.3878824578362781,0.1911207376634127,114,184.0,2483.0,928,0.9258960934353604,0.193920355781258,154.0,342,0.0
HAP1,19,0.05,0.1,Boger,global_550,0.0005541408650053,0.0436099836649222,0.2008953321821377,0.0479521132605476,59,96.0,484.0,259,0.8016528925619835,0.0489797554133047,85.0,0,0.0
HAP1,19,0.05,0.1,GoDag,global_550,9.012550728722003e-06,0.0417827491141644,0.1964947735451056,0.0479521132605476,59,96.0,484.0,259,0.8016528925619835,0.0489797554133047,85.0,0,0.0
HAP1,19,0.05,0.1,GoDag-dense,global_538.398,7.250216637838081e-06,0.0417026525325414,0.1962093154575961,0.0479035008445719,59,99.0,488.0,259,0.7971311475409836,0.0489206631356644,88.0,0,0.0
HAP1,19,0.05,0.1,GoDag-cert60,global_550,6.293631551589903e-06,0.0410382116913689,0.1948077310016165,0.0479521132605476,59,96.0,484.0,259,0.8016528925619835,0.0489797554133047,85.0,0,0.0
HAP1,19,0.05,0.1,GoCo-source,adapt_550_to_525_q0.4,0.0786577724345448,0.0469006772669378,0.2080556375557248,0.0530817816443195,61,100.0,639.0,282,0.8435054773082942,0.054212989407119,88.0,65,1.0
HAP1,19,0.05,0.1,GoCo-random1,adapt_550_to_525_q0.175,0.0314736041967621,0.0459686747846791,0.2058008907151014,0.0520725452762363,59,96.0,548.0,277,0.8248175182481752,0.053092789878805,85.0,34,1.0
HAP1,19,0.05,0.1,GoCo-random2,adapt_550_to_525_q0.275,0.0993392271281266,0.0471785655232783,0.2083854209735288,0.0547208660346267,59,96.0,556.0,289,0.8273381294964028,0.0557485081873837,85.0,42,1.0
HAP1,19,0.05,0.1,GoCo-random3,adapt_550_to_525_q0.35,0.0684594430642166,0.046747482456581,0.2075932269729444,0.0553274646474158,61,98.0,567.0,293,0.8271604938271605,0.0563477092499845,87.0,51,1.0
HAP1,19,0.05,0.1,GoCo-score,adapt_550_to_525_q0.3,0.0312839845842635,0.0459638231636892,0.2057514836434724,0.0526009412987518,60,100.0,545.0,280,0.8165137614678899,0.0536181035898443,89.0,34,1.0
HAP1,19,0.05,0.1,GoCo-oracle,adapt_550_to_525_q0.6,0.0152774769892407,0.0453566081005099,0.2038099414346078,0.0518611868950085,63,104.0,639.0,276,0.837245696400626,0.0529893123463318,92.0,72,1.0
