dataset,seed,alpha,delta,method,policy,p_selected,cal_mean,cal_sd,unit_fdp,unit_yield,go_yield,total_calls,genes_with_calls,term_fdp,unit_fdp_direct,go_yield_direct,n_relaxed_eval,exceed
DRIVE,0,0.1,0.5,GoCo-source,adapt_250_to_225_q0.75,0.4954054502402508,0.0999463025470627,0.2862739738721067,0.0863912955440324,104,299.0,1957.0,195,0.8472151251916198,0.0885835242287233,246.0,66,0.0
DRIVE,0,0.1,0.5,GoCo-random1,adapt_250_to_225_q0.3,0.4876691384984916,0.0998559258700365,0.2861568575174643,0.0861156596033895,100,284.0,1704.0,195,0.8333333333333334,0.0883205226704043,238.0,37,0.0
DRIVE,0,0.1,0.5,GoCo-random2,adapt_250_to_225_q0.2,0.4946939022829952,0.0999379635054805,0.286378190990028,0.0859725341319405,101,282.0,1699.0,195,0.8340200117716303,0.0881734987547922,236.0,34,0.0
DRIVE,0,0.1,0.5,GoCo-random3,adapt_250_to_225_q0.35,0.4829190467667884,0.0998006705580086,0.2857638798451848,0.0860786650715203,100,287.0,1757.0,195,0.8366533864541833,0.0884665830935344,238.0,44,0.0
DRIVE,0,0.1,0.5,GoCo-score,adapt_250_to_225_q0.4,0.4222808766728013,0.0990898863192578,0.285018607598967,0.0869328329907804,100,284.0,1804.0,196,0.8425720620842572,0.0891272815453279,239.0,66,0.0
DRIVE,0,0.1,0.5,GoCo-oracle,adapt_250_to_225_q0.75,0.2469884381088385,0.0968660475088367,0.2813252424035885,0.0832618312351899,103,304.0,1937.0,192,0.843056272586474,0.085777203181378,250.0,102,0.0
DRIVE,0,0.1,0.5,GoCo-exp0,adapt_250_to_225_q0.75,0.3326648355444498,0.0979995262282912,0.2839556871386004,0.0841722549826144,98,275.0,1646.0,192,0.8329283110571082,0.0862568865167051,232.0,19,0.0
DRIVE,0,0.1,0.5,GoCo-exp1,adapt_250_to_225_q0.4,0.4686782486260901,0.0996338918212238,0.2860205412541916,0.0854990240512539,104,295.0,1895.0,194,0.8443271767810027,0.0877570581293865,244.0,43,0.0
DRIVE,0,0.1,0.5,GoCo-dense-source,global_235.015,0.4673218840527959,0.0996187892532475,0.2854317904540452,0.0874925842098595,100,287.0,1829.0,197,0.8430836522689995,0.0896937945081953,241.0,0,0.0
DRIVE,0,0.1,0.5,GoCo-dense-random1,global_235.015,0.4673218840527959,0.0996187892532475,0.2854317904540452,0.0874925842098595,100,287.0,1829.0,197,0.8430836522689995,0.0896937945081953,241.0,0,0.0
