dataset,repeat,n_calls_T,auc_score_T,auc_phat_T,auc_score_E,auc_phat_E
Sanger,67,7005,0.5823599126630903,0.6070334098244065,0.5887874918279873,0.7139187093772211
Sanger,68,7672,0.5723466356141431,0.5186555079933772,0.5900793554867895,0.6554185336234415
Sanger,69,7606,0.6027299777440893,0.5934059275098614,0.5864641372142929,0.6725797916919991
Sanger,70,7590,0.5626983406325015,0.6725779192339224,0.590941187369139,0.648231416009526
Sanger,71,7657,0.5824555472755896,0.6747700253169554,0.5888678709954911,0.7103552766326472
Sanger,72,7127,0.5968627821107937,0.7052297928446607,0.5873181374678434,0.66949830110193
Sanger,73,7324,0.6009011383650847,0.5774646482702345,0.586718833963224,0.6277918151789424
Sanger,74,7581,0.5647168175960259,0.5721051485146714,0.5910172560796124,0.6780520413743872
Sanger,75,7047,0.5722463237998708,0.5206689192502922,0.589989246012488,0.6689320604715188
Sanger,76,8102,0.5715994368276447,0.5783151304728187,0.5903053247095501,0.6856828080843003
Sanger,77,7950,0.6034320590308987,0.6658928638704851,0.5862025347644194,0.6648354914451915
Sanger,78,6787,0.5582382163717804,0.5996359234777346,0.5910525446754289,0.6211514236815212
Sanger,79,7598,0.5966581008441347,0.6245716679277916,0.587222361163437,0.7111552253521122
Sanger,80,6934,0.6266939466223073,0.6463144596842535,0.583855511176371,0.6809835791004428
Sanger,81,7819,0.6001260367539437,0.6800982667790278,0.5869477080144249,0.7504165409319192
Sanger,82,7812,0.5970037539384796,0.5148582028692799,0.5870992163891593,0.6543368495438379
Sanger,83,7078,0.5789260621202524,0.709621835925587,0.5891355587966296,0.7157837109470854
Sanger,84,6726,0.5813720930785773,0.5937459857365787,0.5889701376677251,0.6934738205395485
Sanger,85,7019,0.586605430185867,0.5919642382894745,0.5883037975479991,0.7168591844405691
Sanger,86,7412,0.6043287845454033,0.5774820894680431,0.586437651405454,0.6757644112984871
Sanger,87,6756,0.5466347299876538,0.6051990261176057,0.592129279332437,0.608623532699349
Sanger,88,7785,0.5857039090294192,0.6415152335560922,0.5883988471250895,0.7060029933053801
Sanger,89,6950,0.58065458389766,0.6806757152531314,0.5889709130177666,0.6811054710367005
