dataset,repeat,rule,label,fdp,correct,total,units,supp_units,fmax,prec,rec
Wainberg,97,Floor,score>=600.821,0.23287047445774078,562.0,5087.0,1236,267,,,
Wainberg,97,Top-1,top1,0.22583368509919796,166.0,1236.0,1236,166,,,
Wainberg,97,Top-3,top3,0.22970310961024346,355.0,2775.0,1236,223,,,
Wainberg,98,Fmax,score>=911.135,0.06798572093248367,268.0,938.0,434,147,0.3256747130229206,0.2574884177994554,0.44298217807833196
Wainberg,98,Fmax-full,score>=601.638,0.22840602695941925,536.0,4619.0,1211,255,0.002079689044335234,0.11421224630897038,0.0010493987651916266
Wainberg,98,Floor,score>=600.821,0.22840602695941925,536.0,4620.0,1211,255,,,
Wainberg,98,Top-1,top1,0.21929084001688476,172.0,1211.0,1211,172,,,
Wainberg,98,Top-3,top3,0.22604474461798227,344.0,2723.0,1211,223,,,
Wainberg,99,Fmax,score>=929,0.0693323016166687,247.0,957.0,435,147,0.32798421634871955,0.2631797615701621,0.43512879326312176
Wainberg,99,Fmax-full,score>=601.638,0.22636055946350098,510.0,4876.0,1198,261,0.0020660651704283097,0.11483746863081719,0.0010424096917593393
Wainberg,99,Floor,score>=600.821,0.22636055946350098,510.0,4876.0,1198,261,,,
Wainberg,99,Top-1,top1,0.21971295905445334,157.0,1198.0,1198,157,,,
Wainberg,99,Top-3,top3,0.22301955818207403,336.0,2678.0,1198,228,,,
Sanger,0,Fmax,score>=263.705,0.13943931460380554,651.0,5221.0,726,243,0.1853234967062542,0.13410296536512523,0.29985160007423756
Sanger,0,Fmax-full,score>=100.273,0.22630879282951355,1695.0,22455.0,1104,428,0.006107267831449212,0.08736686915322334,0.003164229601739942
Sanger,0,Floor,score>=100.167,0.22630900144577026,1695.0,22457.0,1104,428,,,
Sanger,0,Top-1,top1,0.2127659574468085,154.0,1104.0,1104,154,,,
Sanger,0,Top-3,top3,0.21593878312803286,407.0,3145.0,1104,239,,,
Sanger,1,Fmax,score>=204.22,0.16087917983531952,831.0,8105.0,807,283,0.188437328442453,0.11978045101196096,0.44150098686582306
Sanger,1,Fmax-full,score>=100.273,0.22880549728870392,1694.0,21579.0,1112,424,0.006285872069819069,0.08887537937538297,0.003258155507662733
Sanger,1,Floor,score>=100.167,0.22882148623466492,1694.0,21582.0,1112,424,,,
Sanger,1,Top-1,top1,0.2143337066069429,155.0,1112.0,1112,155,,,
Sanger,1,Top-3,top3,0.21881298992161255,399.0,3161.0,1112,233,,,
Sanger,2,Fmax,score>=205.638,0.15368154644966125,824.0,7702.0,775,287,0.18516005344175723,0.11823133157528334,0.4267174671469087
Sanger,2,Fmax-full,score>=100.273,0.22487474977970123,1641.0,20946.0,1095,426,0.006142674589196398,0.0880722325276344,0.00318231392315403
Sanger,2,Floor,score>=100.167,0.22487474977970123,1641.0,20947.0,1095,426,,,
Sanger,2,Top-1,top1,0.21455767077267637,137.0,1095.0,1095,137,,,
Sanger,2,Top-3,top3,0.2147443075774543,398.0,3075.0,1095,246,,,
Sanger,3,Fmax,score>=263.705,0.14309798181056976,677.0,5226.0,743,253,0.18611935332794682,0.13507330267278997,0.29918574202633846
Sanger,3,Fmax-full,score>=100.273,0.2328348606824875,1814.0,22099.0,1139,450,0.006082529381592762,0.08625582386187698,0.0031524146026822237
Sanger,3,Floor,score>=100.167,0.2328348606824875,1814.0,22100.0,1139,450,,,
Sanger,3,Top-1,top1,0.21903695408734603,161.0,1139.0,1139,161,,,
Sanger,3,Top-3,top3,0.22232176185143715,430.0,3240.0,1139,259,,,
Sanger,4,Fmax,score>=244.853,0.147905170917511,701.0,6014.0,760,261,0.18456505070721424,0.12542591237555709,0.34922863891765477
Sanger,4,Fmax-full,score>=100.273,0.22608661651611328,1765.0,21608.0,1110,444,0.0060171420604541925,0.08483247547687782,0.00311919273307951
Sanger,4,Floor,score>=100.167,0.22608661651611328,1765.0,21608.0,1110,444,,,
Sanger,4,Top-1,top1,0.21366181410974244,156.0,1110.0,1110,156,,,
Sanger,4,Top-3,top3,0.21578947368421053,427.0,3149.0,1110,251,,,
Sanger,5,Fmax,score>=263.705,0.14153887331485748,590.0,5221.0,727,220,0.19223108123880236,0.1391645768509955,0.31071261310344706
Sanger,5,Fmax-full,score>=100.273,0.2254859060049057,1633.0,22354.0,1100,426,0.006222614945324674,0.08735767516375147,0.0032262113486957768
Sanger,5,Floor,score>=100.167,0.22548611462116241,1633.0,22357.0,1100,426,,,
Sanger,5,Top-1,top1,0.21321388577827546,148.0,1100.0,1100,148,,,
Sanger,5,Top-3,top3,0.21560283687943263,408.0,3133.0,1100,235,,,
Sanger,6,Fmax,score>=263.705,0.14175057411193848,604.0,5057.0,724,220,0.19351944343181726,0.14125950829150274,0.3071527250763992
Sanger,6,Fmax-full,score>=100.273,0.2240581512451172,1620.0,21644.0,1093,414,0.006307101636529531,0.08736295243467788,0.003271647878361201
Sanger,6,Floor,score>=100.167,0.2240583747625351,1620.0,21646.0,1093,414,,,
Sanger,6,Top-1,top1,0.2116461366181411,148.0,1093.0,1093,148,,,
Sanger,6,Top-3,top3,0.21440836132885405,395.0,3132.0,1093,228,,,
Sanger,7,Fmax,score>=263.705,0.13487312197685242,542.0,4839.0,691,215,0.19419739960856314,0.13987946107627766,0.3174818164986911
Sanger,7,Fmax-full,score>=100.273,0.2165573686361313,1629.0,20632.0,1065,417,0.006301001618424488,0.08430663098910703,0.003272804020649819
Sanger,7,Floor,score>=100.167,0.216557577252388,1629.0,20635.0,1065,417,,,
Sanger,7,Top-1,top1,0.20447928331466966,152.0,1065.0,1065,152,,,
Sanger,7,Top-3,top3,0.20698021649869355,408.0,3028.0,1065,235,,,
Sanger,8,Fmax,score>=263.705,0.13813820481300354,581.0,4946.0,711,222,0.19091723456971216,0.13833333129523148,0.30799292390977
Sanger,8,Fmax-full,score>=100.273,0.22268949449062347,1638.0,21041.0,1096,424,0.0062108643044261405,0.083914366534048,0.0032247717886749326
Sanger,8,Floor,score>=100.167,0.22268949449062347,1638.0,21042.0,1096,424,,,
Sanger,8,Top-1,top1,0.20940649496080627,161.0,1096.0,1096,161,,,
Sanger,8,Top-3,top3,0.2143710339678985,400.0,3107.0,1096,234,,,
Sanger,9,Fmax,score>=204.22,0.16084058582782745,797.0,8243.0,809,285,0.18742550784004874,0.11875510784928299,0.44440184137894573
Sanger,9,Fmax-full,score>=100.273,0.22690145671367645,1643.0,21316.0,1102,431,0.006348036732501885,0.08911354541778564,0.0032912448967536883
Sanger,9,Floor,score>=100.167,0.22691763937473297,1643.0,21319.0,1102,431,,,
Sanger,9,Top-1,top1,0.2154535274356103,140.0,1102.0,1102,140,,,
Sanger,9,Top-3,top3,0.2179917879805898,379.0,3107.0,1102,230,,,
Sanger,10,Fmax,score>=263.705,0.14034374058246613,527.0,4977.0,718,225,0.19411513408162856,0.14059136746197762,0.31344509187778385
Sanger,10,Fmax-full,score>=100.273,0.2255237102508545,1591.0,21618.0,1101,432,0.006296171954870678,0.08706715087413974,0.0032661812557076095
Sanger,10,Floor,score>=100.167,0.2255237102508545,1591.0,21618.0,1101,432,,,
Sanger,10,Top-1,top1,0.2165733482642777,134.0,1101.0,1101,134,,,
Sanger,10,Top-3,top3,0.21758118701007842,370.0,3129.0,1101,225,,,
Sanger,11,Fmax,score>=263.705,0.1341705620288849,625.0,5016.0,695,231,0.187367721385056,0.13603975615582128,0.30089623711042435
Sanger,11,Fmax-full,score>=100.273,0.21667815744876862,1666.0,21121.0,1062,402,0.006219804777662234,0.08557064936711238,0.003227188409422281
Sanger,11,Floor,score>=100.167,0.2166941612958908,1666.0,21123.0,1062,402,,,
Sanger,11,Top-1,top1,0.20582306830907054,143.0,1062.0,1062,143,,,
Sanger,11,Top-3,top3,0.20645763344531542,402.0,3011.0,1062,234,,,
Sanger,12,Fmax,score>=263.705,0.14092887938022614,579.0,5200.0,708,209,0.20130281377557363,0.14718350578756895,0.31836575779875015
Sanger,12,Fmax-full,score>=100.273,0.2240205705165863,1644.0,22186.0,1087,417,0.00645537970390099,0.08942427848149272,0.003348552892426016
Sanger,12,Floor,score>=100.167,0.22403676807880402,1644.0,22188.0,1087,417,,,
Sanger,12,Top-1,top1,0.212989921612542,136.0,1087.0,1087,136,,,
Sanger,12,Top-3,top3,0.21575214632325496,360.0,3088.0,1087,217,,,
Sanger,13,Fmax,score>=263.705,0.14419393241405487,634.0,5311.0,739,237,0.1903901125467099,0.14007816120419694,0.29709950902568855
Sanger,13,Fmax-full,score>=100.273,0.2270442545413971,1659.0,22430.0,1106,440,0.00616097183861261,0.0879375117485512,0.003192313943047552
Sanger,13,Floor,score>=100.167,0.2270604521036148,1659.0,22434.0,1106,440,,,
Sanger,13,Top-1,top1,0.2143337066069429,149.0,1106.0,1106,149,,,
Sanger,13,Top-3,top3,0.21731989548338934,401.0,3180.0,1106,236,,,
Sanger,14,Fmax,score>=263.705,0.13366955518722534,493.0,4737.0,684,204,0.19371952281718,0.1402546822886456,0.3130558781398658
Sanger,14,Fmax-full,score>=100.273,0.22358542680740356,1445.0,20876.0,1087,400,0.006459202889751508,0.08866978321260618,0.0033516789648077513
Sanger,14,Floor,score>=100.167,0.22358542680740356,1445.0,20877.0,1087,400,,,
Sanger,14,Top-1,top1,0.2127659574468085,137.0,1087.0,1087,137,,,
Sanger,14,Top-3,top3,0.21511758118701008,363.0,3096.0,1087,217,,,
Sanger,15,Fmax,score>=263.705,0.1368391215801239,606.0,5100.0,706,232,0.19102780900275396,0.1374566854797435,0.31302227519819903
Sanger,15,Fmax-full,score>=100.273,0.21895650029182434,1748.0,21551.0,1072,434,0.0062589059210931,0.08596777013830237,0.0032476769439147603
Sanger,15,Floor,score>=100.167,0.21897271275520325,1748.0,21555.0,1072,434,,,
Sanger,15,Top-1,top1,0.20627099664053752,151.0,1072.0,1072,151,,,
Sanger,15,Top-3,top3,0.20892123926838374,409.0,3070.0,1072,243,,,
Sanger,16,Fmax,score>=263.705,0.14600583910942078,601.0,5233.0,744,229,0.1954708457090169,0.14235612062307504,0.3118112521948265
Sanger,16,Fmax-full,score>=100.273,0.231428861618042,1698.0,21933.0,1129,435,0.006209998084079001,0.08738478379338051,0.0032193920614273772
Sanger,16,Floor,score>=100.167,0.23144488036632538,1698.0,21935.0,1129,435,,,
Sanger,16,Top-1,top1,0.22127659574468084,141.0,1129.0,1129,141,,,
Sanger,16,Top-3,top3,0.22220977976857037,400.0,3232.0,1129,231,,,
Sanger,17,Fmax,score>=263.705,0.14169637858867645,583.0,5238.0,723,231,0.19380601970787725,0.14162540605584661,0.3068692486117785
Sanger,17,Fmax-full,score>=100.273,0.22471624612808228,1670.0,21890.0,1097,431,0.006215161239284007,0.0870852702774732,0.003222576130317785
Sanger,17,Floor,score>=100.167,0.22471624612808228,1670.0,21893.0,1097,431,,,
Sanger,17,Top-1,top1,0.21187010078387458,151.0,1097.0,1097,151,,,
Sanger,17,Top-3,top3,0.21567749160134378,392.0,3120.0,1097,235,,,
Sanger,18,Fmax,score>=244.853,0.14488907158374786,718.0,6240.0,745,257,0.18491759931045776,0.12522728114198795,0.35333843904712564
Sanger,18,Fmax-full,score>=100.273,0.22171765565872192,1820.0,22263.0,1096,443,0.005913244703476864,0.08222335851108852,0.0030669033618361107
Sanger,18,Floor,score>=100.167,0.22171765565872192,1820.0,22265.0,1096,443,,,
Sanger,18,Top-1,top1,0.21007838745800672,158.0,1096.0,1096,158,,,
Sanger,18,Top-3,top3,0.21321388577827546,420.0,3113.0,1096,254,,,
Sanger,19,Fmax,score>=263.705,0.14433635771274567,669.0,5132.0,752,252,0.18540127676126014,0.13371158913137832,0.3022399979630109
Sanger,19,Fmax-full,score>=100.273,0.2302013635635376,1832.0,21266.0,1133,464,0.00590525031663926,0.0837742272645129,0.0030604923014886957
Sanger,19,Floor,score>=100.167,0.2302013635635376,1832.0,21267.0,1133,464,,,
Sanger,19,Top-1,top1,0.2181410974244121,159.0,1133.0,1133,159,,,
Sanger,19,Top-3,top3,0.21948488241881298,449.0,3236.0,1133,265,,,
Sanger,20,Fmax,score>=263.705,0.14072924852371216,669.0,5374.0,733,243,0.18604318459100455,0.13392282969916044,0.30458039057324643
Sanger,20,Fmax-full,score>=100.273,0.22443710267543793,1811.0,22229.0,1099,448,0.006069119701216481,0.08588662149382438,0.003145704381043441
Sanger,20,Floor,score>=100.167,0.22445310652256012,1811.0,22231.0,1099,448,,,
Sanger,20,Top-1,top1,0.21366181410974244,145.0,1099.0,1099,145,,,
Sanger,20,Top-3,top3,0.21571481896229938,405.0,3158.0,1099,240,,,
Sanger,21,Fmax,score>=263.705,0.1346139907836914,623.0,5014.0,705,239,0.18461377344759602,0.13212916967243007,0.3062715493633307
Sanger,21,Fmax-full,score>=100.273,0.21766363084316254,1731.0,21181.0,1070,435,0.006069654769927132,0.08444592393474815,0.0031479591034497875
Sanger,21,Floor,score>=100.167,0.21766383945941925,1731.0,21182.0,1070,435,,,
Sanger,21,Top-1,top1,0.20335946248600223,162.0,1070.0,1070,162,,,
Sanger,21,Top-3,top3,0.20634565136244867,433.0,3077.0,1070,245,,,
Sanger,22,Fmax,score>=244.853,0.1497107893228531,682.0,6189.0,763,264,0.18731124914998454,0.1285586906468264,0.34496237213921754
Sanger,22,Fmax-full,score>=100.273,0.2276603877544403,1705.0,21893.0,1113,430,0.006174151241829603,0.08651209008511304,0.0032013103735301137
Sanger,22,Floor,score>=100.167,0.2276603877544403,1705.0,21894.0,1113,430,,,
Sanger,22,Top-1,top1,0.21478163493840985,154.0,1113.0,1113,154,,,
Sanger,22,Top-3,top3,0.2187010078387458,395.0,3168.0,1113,255,,,
Sanger,23,Fmax,score>=263.705,0.14031775295734406,619.0,5467.0,720,234,0.19170720581509354,0.13950429256493446,0.30634084291390584
Sanger,23,Fmax-full,score>=100.273,0.2250828593969345,1711.0,22620.0,1096,421,0.00625617405921109,0.08807895151972306,0.003243270418538859
Sanger,23,Floor,score>=100.167,0.2250828593969345,1711.0,22622.0,1096,421,,,
Sanger,23,Top-1,top1,0.21478163493840985,137.0,1096.0,1096,137,,,
Sanger,23,Top-3,top3,0.21519223590892128,399.0,3154.0,1096,238,,,
Sanger,24,Fmax,score>=244.853,0.1485704779624939,702.0,6214.0,762,265,0.18500200735923328,0.1261291679597546,0.3469435480438417
Sanger,24,Fmax-full,score>=100.273,0.22770802676677704,1688.0,21283.0,1116,438,0.006088299614471376,0.08551930369866334,0.0031565090768054323
Sanger,24,Floor,score>=100.167,0.22770802676677704,1688.0,21284.0,1116,438,,,
Sanger,24,Top-1,top1,0.212989921612542,165.0,1116.0,1116,165,,,
Sanger,24,Top-3,top3,0.2170212765957447,426.0,3163.0,1116,263,,,
Sanger,25,Fmax,score>=263.705,0.1380813717842102,586.0,5075.0,713,223,0.18888603281601224,0.13716689028219486,0.30321348920053875
Sanger,25,Fmax-full,score>=100.273,0.221511572599411,1567.0,21238.0,1075,409,0.006301971933454996,0.08931766682533762,0.0032662127859989236
Sanger,25,Floor,score>=100.167,0.221511572599411,1567.0,21241.0,1075,409,,,
Sanger,25,Top-1,top1,0.20963045912653974,139.0,1075.0,1075,139,,,
Sanger,25,Top-3,top3,0.21112355356476298,384.0,3046.0,1075,226,,,
Sanger,26,Fmax,score>=263.705,0.1384139209985733,583.0,5245.0,713,237,0.19201863270194017,0.13804288881014934,0.3153051859830949
Sanger,26,Fmax-full,score>=100.273,0.2218622863292694,1731.0,22288.0,1086,457,0.006164780958129601,0.08603678282743656,0.003196924873163292
Sanger,26,Floor,score>=100.167,0.2218782901763916,1731.0,22290.0,1086,457,,,
Sanger,26,Top-1,top1,0.21052631578947367,146.0,1086.0,1086,146,,,
Sanger,26,Top-3,top3,0.21284061216871972,398.0,3114.0,1086,238,,,
Sanger,27,Fmax,score>=263.705,0.13979801535606384,655.0,5214.0,729,237,0.1847283204150451,0.13350963308528607,0.29970502893895046
Sanger,27,Fmax-full,score>=100.273,0.22211074829101562,1699.0,21983.0,1084,435,0.00624825152737901,0.0871761313143213,0.003240246274121218
Sanger,27,Floor,score>=100.167,0.22212673723697662,1699.0,21985.0,1084,435,,,
Sanger,27,Top-1,top1,0.20716685330347145,159.0,1084.0,1084,159,,,
Sanger,27,Top-3,top3,0.21127286300858533,416.0,3109.0,1084,249,,,
Sanger,28,Fmax,score>=263.705,0.13754697144031525,578.0,5290.0,706,219,0.1931997366516973,0.13931363169651054,0.3150665597197684
Sanger,28,Fmax-full,score>=100.273,0.2224329710006714,1680.0,22266.0,1086,420,0.006241261195001435,0.08702595633749637,0.003236693972979822
Sanger,28,Floor,score>=100.167,0.2224491685628891,1680.0,22270.0,1086,420,,,
Sanger,28,Top-1,top1,0.21254199328107504,137.0,1086.0,1086,137,,,
Sanger,28,Top-3,top3,0.21444568868980965,377.0,3092.0,1086,227,,,
Sanger,29,Fmax,score>=263.705,0.14110499620437622,572.0,5153.0,726,230,0.19134775397670548,0.13852454876077586,0.30928758149679064
Sanger,29,Fmax-full,score>=100.273,0.22447408735752106,1639.0,22261.0,1090,437,0.0063362071940270895,0.0891495225588975,0.00328483672985309
Sanger,29,Floor,score>=100.167,0.22447429597377777,1639.0,22262.0,1090,437,,,
Sanger,29,Top-1,top1,0.212989921612542,139.0,1090.0,1090,139,,,
Sanger,29,Top-3,top3,0.21485628966032105,384.0,3116.0,1090,234,,,
Sanger,30,Fmax,score>=244.853,0.14744894206523895,623.0,5869.0,744,229,0.19269896454166946,0.13223852608618233,0.35501401458941423
Sanger,30,Fmax-full,score>=100.273,0.2231912463903427,1602.0,21733.0,1093,407,0.006242187857399844,0.0858562168048578,0.0032388338555064443
Sanger,30,Floor,score>=100.167,0.2232072502374649,1602.0,21736.0,1093,407,,,
Sanger,30,Top-1,top1,0.21209406494960806,146.0,1093.0,1093,146,,,
Sanger,30,Top-3,top3,0.2135498320268757,404.0,3137.0,1093,230,,,
Sanger,31,Fmax,score>=263.705,0.14545121788978577,758.0,5801.0,766,284,0.17964567279989163,0.1293570347738324,0.2939029055752111
Sanger,31,Fmax-full,score>=100.273,0.22784091532230377,2001.0,23192.0,1120,487,0.005729814467190925,0.08431358547495821,0.002965678585989729
Sanger,31,Floor,score>=100.167,0.22784091532230377,2001.0,23194.0,1120,487,,,
Sanger,31,Top-1,top1,0.21522956326987683,159.0,1120.0,1120,159,,,
Sanger,31,Top-3,top3,0.21653602090332214,451.0,3211.0,1120,273,,,
Sanger,32,Fmax,score>=263.705,0.14215286076068878,552.0,5051.0,730,222,0.19027757529880168,0.13925929291171596,0.30029031212953644
Sanger,32,Fmax-full,score>=100.273,0.22192126512527466,1492.0,21208.0,1085,412,0.006344141419496856,0.08649365532800676,0.0032928321262978557
Sanger,32,Floor,score>=100.167,0.22193726897239685,1492.0,21209.0,1085,412,,,
Sanger,32,Top-1,top1,0.20716685330347145,160.0,1085.0,1085,160,,,
Sanger,32,Top-3,top3,0.211832773422919,401.0,3071.0,1085,230,,,
Sanger,33,Fmax,score>=263.705,0.14145947992801666,612.0,5376.0,729,235,0.19021989986405424,0.13792797495312034,0.30637384105303217
Sanger,33,Fmax-full,score>=100.273,0.2314610630273819,1672.0,22399.0,1127,427,0.0061045833446081955,0.08816152719350961,0.0031617566956445515
Sanger,33,Floor,score>=100.167,0.2314610630273819,1672.0,22400.0,1127,427,,,
Sanger,33,Top-1,top1,0.22015677491601343,144.0,1127.0,1127,144,,,
Sanger,33,Top-3,top3,0.22209779768570365,401.0,3190.0,1127,233,,,
Sanger,34,Fmax,score>=263.705,0.13983716070652008,597.0,5081.0,718,232,0.19042749312690693,0.13925295496833395,0.3010679810742826
Sanger,34,Fmax-full,score>=100.273,0.2285943180322647,1592.0,21984.0,1108,410,0.006330018723647892,0.08993322361981206,0.0032804581393065485
Sanger,34,Floor,score>=100.167,0.2285943180322647,1592.0,21985.0,1108,410,,,
Sanger,34,Top-1,top1,0.2192609182530795,129.0,1108.0,1108,129,,,
Sanger,34,Top-3,top3,0.22071668533034713,358.0,3140.0,1108,219,,,
Sanger,35,Fmax,score>=244.853,0.14689673483371735,719.0,6319.0,751,252,0.18611322514137096,0.12735293495300432,0.34554820763438837
Sanger,35,Fmax-full,score>=100.273,0.22677752375602722,1736.0,22018.0,1114,427,0.0061273903468812806,0.08460652397790547,0.0031788031265663663
Sanger,35,Floor,score>=100.167,0.22677752375602722,1736.0,22019.0,1114,427,,,
Sanger,35,Top-1,top1,0.2143337066069429,157.0,1114.0,1114,157,,,
Sanger,35,Top-3,top3,0.21638671145949984,426.0,3176.0,1114,243,,,
Sanger,36,Fmax,score>=263.705,0.13688284158706665,578.0,5189.0,706,218,0.1896506686581246,0.1375713953540412,0.30518024926178566
Sanger,36,Fmax-full,score>=100.273,0.22543573379516602,1602.0,21972.0,1098,395,0.006258615565428631,0.08798215392971187,0.003244714249834958
Sanger,36,Floor,score>=100.167,0.22543592751026154,1602.0,21975.0,1098,395,,,
Sanger,36,Top-1,top1,0.21522956326987683,137.0,1098.0,1098,137,,,
Sanger,36,Top-3,top3,0.21675998506905564,384.0,3135.0,1098,218,,,
Sanger,37,Fmax,score>=263.705,0.14226393401622772,640.0,5427.0,734,248,0.1897921341652529,0.13749877127552831,0.3062738121894905
Sanger,37,Fmax-full,score>=100.273,0.2275353968143463,1799.0,22578.0,1121,465,0.005888931791994724,0.08341648502642598,0.0030522037097912404
Sanger,37,Floor,score>=100.167,0.2275514155626297,1799.0,22579.0,1121,465,,,
Sanger,37,Top-1,top1,0.21209406494960806,174.0,1121.0,1121,174,,,
Sanger,37,Top-3,top3,0.21702127659574472,436.0,3191.0,1121,261,,,
Sanger,38,Fmax,score>=263.705,0.14232313632965088,620.0,5024.0,743,235,0.18415691474137488,0.13299537635780312,0.29928961895485456
Sanger,38,Fmax-full,score>=100.273,0.22536151111125946,1697.0,21323.0,1108,421,0.006169439353567574,0.0842814673272165,0.003201910275664706
Sanger,38,Floor,score>=100.167,0.22536151111125946,1697.0,21324.0,1108,421,,,
Sanger,38,Top-1,top1,0.2116461366181411,163.0,1108.0,1108,163,,,
Sanger,38,Top-3,top3,0.21534154535274355,431.0,3158.0,1108,243,,,
Sanger,39,Fmax,score>=263.705,0.14190053939819336,636.0,5369.0,726,233,0.1943400624471763,0.14063644862770325,0.3143955476541002
Sanger,39,Fmax-full,score>=100.273,0.23030425608158112,1818.0,23291.0,1122,444,0.00606134769198568,0.08792286670114112,0.0031388697077307666
Sanger,39,Floor,score>=100.167,0.23030425608158112,1818.0,23292.0,1122,444,,,
Sanger,39,Top-1,top1,0.22015677491601343,139.0,1122.0,1122,139,,,
Sanger,39,Top-3,top3,0.2214259051885032,392.0,3215.0,1122,239,,,
Sanger,40,Fmax,score>=263.705,0.14125412702560425,627.0,5005.0,735,240,0.18612781012603924,0.13428824288504465,0.30315558592808994
Sanger,40,Fmax-full,score>=100.273,0.2260492891073227,1740.0,21760.0,1105,423,0.006215283142125856,0.08655676097668472,0.003223370007779635
Sanger,40,Floor,score>=100.167,0.2260492891073227,1740.0,21761.0,1105,423,,,
Sanger,40,Top-1,top1,0.21321388577827546,153.0,1105.0,1105,153,,,
Sanger,40,Top-3,top3,0.21534154535274358,420.0,3133.0,1105,248,,,
Sanger,41,Fmax,score>=263.705,0.14158523082733154,643.0,5580.0,729,245,0.19024739838753923,0.1382623505492946,0.30487801148633226
Sanger,41,Fmax-full,score>=100.273,0.22417449951171875,1794.0,22774.0,1096,440,0.0061548317950708585,0.08649844186712966,0.0031909422956626315
Sanger,41,Floor,score>=100.167,0.22417470812797546,1794.0,22775.0,1096,440,,,
Sanger,41,Top-1,top1,0.2103023516237402,157.0,1096.0,1096,157,,,
Sanger,41,Top-3,top3,0.2141097424412094,412.0,3134.0,1096,242,,,
Sanger,42,Fmax,score>=263.705,0.13677334785461426,508.0,4920.0,701,206,0.1934941491059669,0.13981112640506005,0.31409764961525977
Sanger,42,Fmax-full,score>=100.273,0.21982629597187042,1504.0,20726.0,1071,409,0.006419885350264734,0.08781939572415634,0.003331722589862058
Sanger,42,Floor,score>=100.167,0.21982629597187042,1504.0,20727.0,1071,409,,,
Sanger,42,Top-1,top1,0.20895856662933932,138.0,1071.0,1071,138,,,
Sanger,42,Top-3,top3,0.21037700634565137,382.0,3037.0,1071,231,,,
Sanger,43,Fmax,score>=263.705,0.14368170499801636,634.0,5167.0,742,244,0.18871667124604669,0.13715688606985763,0.30239097711650853
Sanger,43,Fmax-full,score>=100.273,0.22347788512706757,1703.0,21789.0,1096,438,0.006076342420822929,0.08528626011575653,0.0031503985512120023
Sanger,43,Floor,score>=100.167,0.22349388897418976,1703.0,21790.0,1096,438,,,
Sanger,43,Top-1,top1,0.20985442329227325,159.0,1096.0,1096,159,,,
Sanger,43,Top-3,top3,0.2143337066069429,404.0,3145.0,1096,243,,,
Sanger,44,Fmax,score>=204.22,0.16055165231227875,887.0,8846.0,810,313,0.18586093676618448,0.1176025649797638,0.44296443975891686
Sanger,44,Fmax-full,score>=100.273,0.22722119092941284,1828.0,23193.0,1113,457,0.0061142667142075405,0.08574279330206086,0.0031701646175343956
Sanger,44,Floor,score>=100.167,0.22722119092941284,1828.0,23196.0,1113,457,,,
Sanger,44,Top-1,top1,0.21366181410974244,159.0,1113.0,1113,159,,,
Sanger,44,Top-3,top3,0.21769316909294512,413.0,3190.0,1113,249,,,
Sanger,45,Fmax,score>=263.705,0.13945935666561127,598.0,4978.0,716,227,0.19204530024101682,0.13927340676598515,0.3092061884281523
Sanger,45,Fmax-full,score>=100.273,0.2232007086277008,1672.0,21190.0,1094,427,0.006243086259128045,0.08551669492157077,0.003239802897254306
Sanger,45,Floor,score>=100.167,0.2232007086277008,1672.0,21190.0,1094,427,,,
Sanger,45,Top-1,top1,0.21007838745800672,156.0,1094.0,1094,156,,,
Sanger,45,Top-3,top3,0.213437849944009,408.0,3105.0,1094,240,,,
Sanger,46,Fmax,score>=265.875,0.1393933743238449,645.0,5193.0,723,238,0.18879643165530502,0.13552403662254264,0.31107530528652727
Sanger,46,Fmax-full,score>=100.273,0.228382870554924,1780.0,22632.0,1115,451,0.006112086385503149,0.0870613544465609,0.003167219496446773
Sanger,46,Floor,score>=100.167,0.22838307917118073,1780.0,22636.0,1115,451,,,
Sanger,46,Top-1,top1,0.21366181410974244,161.0,1115.0,1115,161,,,
Sanger,46,Top-3,top3,0.2182157521463233,412.0,3185.0,1115,249,,,
Sanger,47,Fmax,score>=263.705,0.1424611359834671,581.0,5257.0,728,223,0.19213773165235215,0.14110333578927176,0.30100581720344066
Sanger,47,Fmax-full,score>=100.273,0.22515562176704407,1578.0,21566.0,1092,399,0.00639943525436832,0.08962474778468507,0.003318180911201012
Sanger,47,Floor,score>=100.167,0.22517161071300507,1578.0,21567.0,1092,399,,,
Sanger,47,Top-1,top1,0.2127659574468085,142.0,1092.0,1092,142,,,
Sanger,47,Top-3,top3,0.21567749160134378,377.0,3116.0,1092,214,,,
Sanger,48,Fmax,score>=263.705,0.14415597915649414,605.0,5196.0,743,245,0.18829343493040288,0.13791053015906532,0.29667944630843657
Sanger,48,Fmax-full,score>=100.273,0.22689323127269745,1640.0,21784.0,1102,427,0.006239344970547084,0.08909921646118164,0.00323286634471178
Sanger,48,Floor,score>=100.167,0.22689323127269745,1640.0,21785.0,1102,427,,,
Sanger,48,Top-1,top1,0.21119820828667413,159.0,1102.0,1102,159,,,
Sanger,48,Top-3,top3,0.2156401642403882,409.0,3150.0,1102,253,,,
Sanger,49,Fmax,score>=263.705,0.1395411640405655,571.0,5251.0,712,221,0.19394780850983204,0.14151879976380546,0.30808536829606414
Sanger,49,Fmax-full,score>=100.273,0.22181367874145508,1556.0,21824.0,1074,417,0.0064001336307872095,0.09019075773967289,0.0033177854760247415
Sanger,49,Floor,score>=100.167,0.22181367874145508,1556.0,21826.0,1074,417,,,
