dataset,repeat,alpha,delta,arm,label,fdp,pool_risk,correct,total,units,supp_units
Wainberg,94,0.05,0.5,goco-N,top1844,0.04487209123131454,0.04783650408477125,160,575,295,101
Wainberg,94,0.05,0.1,goco-N,top1621,0.03814659438867965,0.04108768512919058,152,509,259,95
Wainberg,94,0.1,0.5,goco-N,top3512,0.0913972840629658,0.0950016055524942,204,1079,525,127
Wainberg,94,0.1,0.1,goco-N,top3087,0.0805764102461021,0.08332793705504803,183,965,466,113
Wainberg,94,0.2,0.5,goco-N,top9843,0.17720895337977827,0.1849294701244497,372,2916,966,203
Wainberg,94,0.2,0.1,goco-N,top9843,0.17720895337977827,0.1849294701244497,372,2916,966,203
Wainberg,95,0.05,0.5,goco-N,top1844,0.04757672150559445,0.04687733827902664,144,558,299,93
Wainberg,95,0.05,0.1,goco-N,top1844,0.04757672150559445,0.04687733827902664,144,558,299,93
Wainberg,95,0.1,0.5,goco-N,top3994,0.09474547660491096,0.09377104360836334,228,1231,544,137
Wainberg,95,0.1,0.1,goco-N,top3994,0.09474547660491096,0.09377104360836334,228,1231,544,137
Wainberg,95,0.2,0.5,goco-N,top11197,0.19067911057355305,0.19276674432029783,415,3415,1040,235
Wainberg,95,0.2,0.1,goco-N,top11197,0.19067911057355305,0.19276674432029783,415,3415,1040,235
Wainberg,96,0.05,0.5,goco-N,top2097,0.04983515733832323,0.04768235340694011,198,773,311,98
Wainberg,96,0.05,0.1,goco-N,top2097,0.04983515733832323,0.04768235340694011,198,773,311,98
Wainberg,96,0.1,0.5,goco-N,top6688,0.10074405867376146,0.09658809414929186,336,2279,564,148
Wainberg,96,0.1,0.1,goco-N,top6688,0.10074405867376146,0.09658809414929186,336,2279,564,148
Wainberg,96,0.2,0.5,goco-N,top12736,0.17472898572341472,0.17229226870433204,507,4051,950,226
Wainberg,96,0.2,0.1,goco-N,top12736,0.17472898572341472,0.17229226870433204,507,4051,950,226
Wainberg,97,0.05,0.5,goco-N,top2386,0.049741452089489234,0.04818295004717798,227,814,319,110
Wainberg,97,0.05,0.1,goco-N,top2097,0.046633600675390456,0.044101715105936,222,732,303,107
Wainberg,97,0.1,0.5,goco-N,top6688,0.1024739686576401,0.1007822817814242,358,2172,587,174
Wainberg,97,0.1,0.1,goco-N,top5879,0.09336977995079387,0.09131989860146521,329,1918,541,158
Wainberg,97,0.2,0.5,goco-N,top12736,0.1820527749817548,0.18117582004361307,514,4066,985,239
Wainberg,97,0.2,0.1,goco-N,top12736,0.1820527749817548,0.18117582004361307,514,4066,985,239
Wainberg,98,0.05,0.5,goco-N,top1844,0.0466221392930975,0.04708485050729159,161,597,289,87
Wainberg,98,0.05,0.1,goco-N,top1621,0.03983807044697715,0.040578734393366823,147,520,249,77
Wainberg,98,0.1,0.5,goco-N,top3512,0.09423455747854229,0.09617976421239338,216,1087,534,118
Wainberg,98,0.1,0.1,goco-N,top3087,0.07900661319825523,0.08328717048379378,202,931,457,109
Wainberg,98,0.2,0.5,goco-N,top9843,0.18916181986554817,0.19093217491368017,389,2858,1013,192
Wainberg,98,0.2,0.1,goco-N,top9843,0.18916181986554817,0.19093217491368017,389,2858,1013,192
Wainberg,99,0.05,0.5,goco-N,top2097,0.04554982679718855,0.04755782463061435,171,612,285,91
Wainberg,99,0.05,0.1,goco-N,top1844,0.04353948488076812,0.04400412256286333,155,532,273,85
Wainberg,99,0.1,0.5,goco-N,top3512,0.08129495967191196,0.08270732654804555,199,1084,463,112
Wainberg,99,0.1,0.1,goco-N,top3512,0.08129495967191196,0.08270732654804555,199,1084,463,112
Wainberg,99,0.2,0.5,goco-N,top11197,0.18964791391678223,0.19245269696108924,373,3351,1015,206
Wainberg,99,0.2,0.1,goco-N,top11197,0.18964791391678223,0.19245269696108924,373,3351,1015,206
Sanger,0,0.05,0.5,goco-N,top3315,0.04759666736150498,0.04901208989810916,448,998,329,151
Sanger,0,0.05,0.1,goco-N,top2914,0.04079525053769175,0.042472068500283774,426,866,295,144
Sanger,0,0.1,0.5,goco-N,top6314,0.09389931906891298,0.09197655875809584,653,1933,558,215
Sanger,0,0.1,0.1,goco-N,top6314,0.09389931906891298,0.09197655875809584,653,1933,558,215
Sanger,0,0.2,0.5,goco-N,top64182,0.19996727156637792,0.1981567125444576,1629,20568,987,404
Sanger,0,0.2,0.1,goco-N,top56424,0.19237270412118052,0.19122275338354627,1553,18248,956,388
Sanger,1,0.05,0.5,goco-N,top3315,0.04349371606370487,0.04654418321843865,410,972,296,138
Sanger,1,0.05,0.1,goco-N,top2914,0.036736459515678,0.04081266229599078,372,852,262,127
Sanger,1,0.1,0.5,goco-N,top6314,0.09745102912174423,0.09343143583536416,618,1963,560,208
Sanger,1,0.1,0.1,goco-N,top6314,0.09745102912174423,0.09343143583536416,618,1963,560,208
Sanger,1,0.2,0.5,goco-N,top56424,0.2069614640662488,0.20229899706659074,1501,17357,1018,384
Sanger,1,0.2,0.1,goco-N,top43607,0.2012258600667498,0.19591813605991504,1306,13464,998,348
Sanger,2,0.05,0.5,goco-N,top2914,0.04827199094737465,0.047611819323440455,324,880,302,122
Sanger,2,0.05,0.1,goco-N,top2562,0.03863442144517172,0.03889447736083726,310,763,258,115
Sanger,2,0.1,0.5,goco-N,top6314,0.09198165503340948,0.09542832731788393,523,1912,530,207
Sanger,2,0.1,0.1,goco-N,top5551,0.08224822923162953,0.08618488336109346,478,1677,483,190
Sanger,2,0.2,0.5,goco-N,top56424,0.1852441761603071,0.190745661332666,1373,16866,915,381
Sanger,2,0.2,0.1,goco-N,top56424,0.1852441761603071,0.190745661332666,1373,16866,915,381
Sanger,3,0.05,0.5,goco-N,top3315,0.04776837322190066,0.04818612876760224,443,1012,332,159
Sanger,3,0.05,0.1,goco-N,top2914,0.042993331168023216,0.04334895705258473,394,874,293,131
Sanger,3,0.1,0.5,goco-N,top6314,0.09094942254518457,0.09165145200160747,677,2012,545,227
Sanger,3,0.1,0.1,goco-N,top6314,0.09094942254518457,0.09165145200160747,677,2012,545,227
Sanger,3,0.2,0.5,goco-N,top64182,0.20946381587363963,0.20110379391544414,1742,20042,1032,430
Sanger,3,0.2,0.1,goco-N,top56424,0.2033991199764923,0.1953699982499578,1675,17746,1008,411
Sanger,4,0.05,0.5,goco-N,top2914,0.046163466370633226,0.046584538722703975,383,906,308,146
Sanger,4,0.05,0.1,goco-N,top2914,0.046163466370633226,0.046584538722703975,383,906,308,146
Sanger,4,0.1,0.5,goco-N,top7182,0.09863092630532193,0.09937837750364507,680,2296,570,243
Sanger,4,0.1,0.1,goco-N,top6314,0.09051800237993853,0.09056662962996488,634,2017,531,228
Sanger,4,0.2,0.5,goco-N,top56424,0.1946136322464588,0.1963212366089611,1580,16704,969,401
Sanger,4,0.2,0.1,goco-N,top49603,0.18524614202906356,0.1895784278456277,1482,14561,929,381
Sanger,5,0.05,0.5,goco-N,top2914,0.04327227643577028,0.04320396186299,336,813,290,130
Sanger,5,0.05,0.1,goco-N,top2914,0.04327227643577028,0.04320396186299,336,813,290,130
Sanger,5,0.1,0.5,goco-N,top7182,0.1036075686823332,0.10078321854743948,591,2178,592,219
Sanger,5,0.1,0.1,goco-N,top6314,0.09595125980080858,0.0923205785837519,547,1902,555,206
Sanger,5,0.2,0.5,goco-N,top64182,0.19708328321901997,0.19614702404236126,1551,20593,971,397
Sanger,5,0.2,0.1,goco-N,top56424,0.19024903203746374,0.188653696375551,1429,18335,940,366
Sanger,6,0.05,0.5,goco-N,top2562,0.03810750279955207,0.041046583731513195,388,795,289,153
Sanger,6,0.05,0.1,goco-N,top2562,0.03810750279955207,0.041046583731513195,388,795,289,153
Sanger,6,0.1,0.5,goco-N,top6314,0.09522909184139206,0.0956446573984721,627,2039,557,225
Sanger,6,0.1,0.1,goco-N,top6314,0.09522909184139206,0.0956446573984721,627,2039,557,225
Sanger,6,0.2,0.5,goco-N,top64182,0.19084303508866937,0.19126855577166213,1474,19641,937,377
Sanger,6,0.2,0.1,goco-N,top64182,0.19084303508866937,0.19126855577166213,1474,19641,937,377
Sanger,7,0.05,0.5,goco-N,top3771,0.04062907106580119,0.04486868440082978,518,1090,301,157
Sanger,7,0.05,0.1,goco-N,top3771,0.04062907106580119,0.04486868440082978,518,1090,301,157
Sanger,7,0.1,0.5,goco-N,top7182,0.086499572743727,0.09178860829789978,724,2138,516,207
Sanger,7,0.1,0.1,goco-N,top7182,0.086499572743727,0.09178860829789978,724,2138,516,207
Sanger,7,0.2,0.5,goco-N,top49603,0.1877198596175261,0.19530372969783547,1367,14392,942,350
Sanger,7,0.2,0.1,goco-N,top43607,0.18175944771120633,0.18959878777983516,1296,12707,918,327
Sanger,8,0.05,0.5,goco-N,top2562,0.043745364378063145,0.045082464625470296,350,798,312,147
Sanger,8,0.05,0.1,goco-N,top2562,0.043745364378063145,0.045082464625470296,350,798,312,147
Sanger,8,0.1,0.5,goco-N,top6314,0.09231953099122586,0.09426919709892527,598,1889,555,223
Sanger,8,0.1,0.1,goco-N,top6314,0.09231953099122586,0.09426919709892527,598,1889,555,223
Sanger,8,0.2,0.5,goco-N,top56424,0.19148215720243683,0.19574498341070315,1476,16874,953,377
Sanger,8,0.2,0.1,goco-N,top49603,0.18564898804396665,0.18885224431852465,1423,14945,931,372
Sanger,9,0.05,0.5,goco-N,top2914,0.04629423021920223,0.045195743977187584,298,840,292,118
Sanger,9,0.05,0.1,goco-N,top2914,0.04629423021920223,0.045195743977187584,298,840,292,118
Sanger,9,0.1,0.5,goco-N,top6314,0.08689271337318238,0.08966924859760833,538,1842,496,193
Sanger,9,0.1,0.1,goco-N,top6314,0.08689271337318238,0.08966924859760833,538,1842,496,193
Sanger,9,0.2,0.5,goco-N,top64182,0.19385424097745296,0.19564256533252808,1528,19145,953,404
Sanger,9,0.2,0.1,goco-N,top56424,0.18849578783822243,0.190258147646926,1415,16935,932,375
Sanger,10,0.05,0.5,goco-N,top2562,0.041910441804058826,0.0423511418043776,304,748,291,133
Sanger,10,0.05,0.1,goco-N,top2562,0.041910441804058826,0.0423511418043776,304,748,291,133
Sanger,10,0.1,0.5,goco-N,top6314,0.09526359347566779,0.09783173461298472,519,1893,549,207
Sanger,10,0.1,0.1,goco-N,top5551,0.0859332045334285,0.08983250303228657,492,1653,509,198
Sanger,10,0.2,0.5,goco-N,top64182,0.19929955919179657,0.19976224997812092,1464,19713,980,402
Sanger,10,0.2,0.1,goco-N,top56424,0.19413351753808294,0.19372301438320425,1345,17636,955,377
Sanger,11,0.05,0.5,goco-N,top2562,0.03954016246289482,0.04095097694224365,334,734,277,135
Sanger,11,0.05,0.1,goco-N,top2562,0.03954016246289482,0.04095097694224365,334,734,277,135
Sanger,11,0.1,0.5,goco-N,top5551,0.08341746097625155,0.08942097344752241,523,1596,493,193
Sanger,11,0.1,0.1,goco-N,top5551,0.08341746097625155,0.08942097344752241,523,1596,493,193
Sanger,11,0.2,0.5,goco-N,top56424,0.1847640479241349,0.19331346435475227,1565,16813,921,378
Sanger,11,0.2,0.1,goco-N,top49603,0.18071922735703375,0.18880178965526087,1494,14849,906,365
Sanger,12,0.05,0.5,goco-N,top3315,0.04781128352796885,0.046222872613109235,350,913,304,127
Sanger,12,0.05,0.1,goco-N,top3315,0.04781128352796885,0.046222872613109235,350,913,304,127
Sanger,12,0.1,0.5,goco-N,top6314,0.09036800269324824,0.0900252250194979,537,1855,514,184
Sanger,12,0.1,0.1,goco-N,top6314,0.09036800269324824,0.0900252250194979,537,1855,514,184
Sanger,12,0.2,0.5,goco-N,top38336,0.1916872120548207,0.19474815765017284,1151,12083,941,320
Sanger,12,0.2,0.1,goco-N,top33702,0.1879559791173238,0.19041930076955224,1091,10664,927,310
Sanger,13,0.05,0.5,goco-N,top2562,0.04861810828216204,0.04871098820799853,248,702,304,119
Sanger,13,0.05,0.1,goco-N,top2252,0.0429776811467741,0.04289113140517769,223,610,272,108
Sanger,13,0.1,0.5,goco-N,top6314,0.10196351917002558,0.09831756174955789,469,1913,564,199
Sanger,13,0.1,0.1,goco-N,top5551,0.09626426545371278,0.09217881092499641,434,1664,539,190
Sanger,13,0.2,0.5,goco-N,top56424,0.2009097579344413,0.1963726213657053,1471,18290,988,394
Sanger,13,0.2,0.1,goco-N,top56424,0.2009097579344413,0.1963726213657053,1471,18290,988,394
Sanger,14,0.05,0.5,goco-N,top3771,0.05223039061224951,0.05065519920347984,433,1112,347,151
Sanger,14,0.05,0.1,goco-N,top3315,0.04561320289763739,0.04413241105673287,398,988,311,139
Sanger,14,0.1,0.5,goco-N,top7182,0.09809661148970326,0.09692679323465571,632,2142,568,212
Sanger,14,0.1,0.1,goco-N,top6314,0.08716361195545703,0.0869904215196432,586,1851,520,202
Sanger,14,0.2,0.5,goco-N,top56424,0.19660083739053222,0.19748153882044917,1335,16538,965,362
Sanger,14,0.2,0.1,goco-N,top49603,0.1906964794157527,0.1915957135098697,1262,14546,943,351
Sanger,15,0.05,0.5,goco-N,top2562,0.03294877264082192,0.04107856617187065,302,666,252,137
Sanger,15,0.05,0.1,goco-N,top2562,0.03294877264082192,0.04107856617187065,302,666,252,137
Sanger,15,0.1,0.5,goco-N,top5551,0.08220523271969157,0.0889874981013373,488,1596,489,196
Sanger,15,0.1,0.1,goco-N,top5551,0.08220523271969157,0.0889874981013373,488,1596,489,196
Sanger,15,0.2,0.5,goco-N,top38336,0.19020189070578353,0.19404550840921383,1234,11898,943,352
Sanger,15,0.2,0.1,goco-N,top33702,0.18546348175846186,0.1885396089581764,1120,10471,920,330
Sanger,16,0.05,0.5,goco-N,top3315,0.043601899531350824,0.04513682969680582,428,955,301,144
Sanger,16,0.05,0.1,goco-N,top3315,0.043601899531350824,0.04513682969680582,428,955,301,144
Sanger,16,0.1,0.5,goco-N,top6314,0.09378509943459551,0.09230298206261252,607,1863,549,204
Sanger,16,0.1,0.1,goco-N,top6314,0.09378509943459551,0.09230298206261252,607,1863,549,204
Sanger,16,0.2,0.5,goco-N,top64182,0.20609858071495768,0.19793184757000923,1605,19294,1012,405
Sanger,16,0.2,0.1,goco-N,top64182,0.20609858071495768,0.19793184757000923,1605,19294,1012,405
Sanger,17,0.05,0.5,goco-N,top2914,0.04989017918749162,0.04817458362095221,387,948,320,125
Sanger,17,0.05,0.1,goco-N,top2562,0.04325279672424129,0.04215428790893446,358,834,290,121
Sanger,17,0.1,0.5,goco-N,top6314,0.0892797194815819,0.09019767316027673,604,2032,526,208
Sanger,17,0.1,0.1,goco-N,top6314,0.0892797194815819,0.09019767316027673,604,2032,526,208
Sanger,17,0.2,0.5,goco-N,top56424,0.1899326008541658,0.19392989324094242,1504,17581,945,389
Sanger,17,0.2,0.1,goco-N,top49603,0.184410764131865,0.18653543791969485,1427,15759,920,364
Sanger,18,0.05,0.5,goco-N,top2562,0.04161396398798414,0.04326763675311858,416,829,313,167
Sanger,18,0.05,0.1,goco-N,top2562,0.04161396398798414,0.04326763675311858,416,829,313,167
Sanger,18,0.1,0.5,goco-N,top6314,0.09696613328192276,0.09865973035405175,701,2124,585,249
Sanger,18,0.1,0.1,goco-N,top5551,0.08671565858232766,0.0892666457692902,652,1846,537,236
Sanger,18,0.2,0.5,goco-N,top56424,0.1903663538327318,0.19498002979979948,1628,18294,951,396
Sanger,18,0.2,0.1,goco-N,top49603,0.1855201141441446,0.190393111089313,1527,16335,934,379
Sanger,19,0.05,0.5,goco-N,top2562,0.044488881778915364,0.043023047092988126,339,808,300,138
Sanger,19,0.05,0.1,goco-N,top2562,0.044488881778915364,0.043023047092988126,339,808,300,138
Sanger,19,0.1,0.5,goco-N,top5551,0.09632724032220112,0.09315174311382048,530,1815,550,210
Sanger,19,0.1,0.1,goco-N,top5551,0.09632724032220112,0.09315174311382048,530,1815,550,210
Sanger,19,0.2,0.5,goco-N,top56424,0.20180097824429175,0.19977181320077989,1479,16964,992,411
Sanger,19,0.2,0.1,goco-N,top43607,0.1937511992972439,0.19118966230799395,1283,13241,960,380
Sanger,20,0.05,0.5,goco-N,top2562,0.05074507115380576,0.04823273066909702,366,886,335,141
Sanger,20,0.05,0.1,goco-N,top2562,0.05074507115380576,0.04823273066909702,366,886,335,141
Sanger,20,0.1,0.5,goco-N,top6314,0.10515661737897485,0.10036381400950294,569,2153,589,212
Sanger,20,0.1,0.1,goco-N,top5551,0.09612216015911425,0.09113370208381087,541,1896,551,203
Sanger,20,0.2,0.5,goco-N,top64182,0.19552724030055374,0.1927069456215983,1668,20305,969,430
Sanger,20,0.2,0.1,goco-N,top64182,0.19552724030055374,0.1927069456215983,1668,20305,969,430
Sanger,21,0.05,0.5,goco-N,top2914,0.04256870925208078,0.04365865253965231,351,890,301,157
Sanger,21,0.05,0.1,goco-N,top2914,0.04256870925208078,0.04365865253965231,351,890,301,157
Sanger,21,0.1,0.5,goco-N,top5551,0.08509094713589463,0.08781361476309194,536,1814,508,211
Sanger,21,0.1,0.1,goco-N,top5551,0.08509094713589463,0.08781361476309194,536,1814,508,211
Sanger,21,0.2,0.5,goco-N,top64182,0.19082276481143542,0.19554287116167163,1684,19307,946,418
Sanger,21,0.2,0.1,goco-N,top56424,0.18357798875810097,0.18784477438985855,1608,17391,914,406
Sanger,22,0.05,0.5,goco-N,top2914,0.04615079706905015,0.047927221236544214,294,838,286,113
Sanger,22,0.05,0.1,goco-N,top2562,0.041374632584039076,0.04139066356913636,267,744,260,103
Sanger,22,0.1,0.5,goco-N,top5551,0.09312638214093981,0.09465533715162981,462,1637,527,176
Sanger,22,0.1,0.1,goco-N,top5551,0.09312638214093981,0.09465533715162981,462,1637,527,176
Sanger,22,0.2,0.5,goco-N,top56424,0.20036752309589304,0.19859627431501767,1472,17537,989,393
Sanger,22,0.2,0.1,goco-N,top43607,0.19363345844681829,0.1924502372203583,1257,13513,960,353
Sanger,23,0.05,0.5,goco-N,top2914,0.04754031647088758,0.04755888327210265,361,822,317,139
Sanger,23,0.05,0.1,goco-N,top2562,0.03955061735576853,0.040602783588153446,333,708,273,123
Sanger,23,0.1,0.5,goco-N,top6314,0.09671767317722789,0.09759041288241195,615,1898,570,225
Sanger,23,0.1,0.1,goco-N,top5551,0.09035803819501587,0.08942089767202345,574,1686,540,213
Sanger,23,0.2,0.5,goco-N,top64182,0.1966172055021552,0.19515341250912394,1664,20787,972,406
Sanger,23,0.2,0.1,goco-N,top64182,0.1966172055021552,0.19515341250912394,1664,20787,972,406
Sanger,24,0.05,0.5,goco-N,top2914,0.04788892269855317,0.048029244299041304,275,818,300,113
Sanger,24,0.05,0.1,goco-N,top2562,0.04092358555964379,0.040432394647890654,254,719,265,105
Sanger,24,0.1,0.5,goco-N,top6314,0.0957033577685778,0.09476216188171824,490,1899,543,184
Sanger,24,0.1,0.1,goco-N,top6314,0.0957033577685778,0.09476216188171824,490,1899,543,184
Sanger,24,0.2,0.5,goco-N,top49603,0.19631076645882486,0.19836460071795875,1397,15372,969,375
Sanger,24,0.2,0.1,goco-N,top43607,0.19215248616101932,0.1935418960182654,1292,13577,949,352
Sanger,25,0.05,0.5,goco-N,top2562,0.039436445724239676,0.04238770692454352,296,700,267,126
Sanger,25,0.05,0.1,goco-N,top2562,0.039436445724239676,0.04238770692454352,296,700,267,126
Sanger,25,0.1,0.5,goco-N,top5551,0.0905330025206845,0.09356397716461866,466,1599,514,180
Sanger,25,0.1,0.1,goco-N,top5551,0.0905330025206845,0.09356397716461866,466,1599,514,180
Sanger,25,0.2,0.5,goco-N,top56424,0.19072906923372876,0.19319583030993046,1394,16428,938,365
Sanger,25,0.2,0.1,goco-N,top56424,0.19072906923372876,0.19319583030993046,1394,16428,938,365
Sanger,26,0.05,0.5,goco-N,top2562,0.040147887449119256,0.041565127705681555,287,724,275,133
Sanger,26,0.05,0.1,goco-N,top2562,0.040147887449119256,0.041565127705681555,287,724,275,133
Sanger,26,0.1,0.5,goco-N,top5551,0.09339042318885545,0.09193282955505842,494,1694,542,210
Sanger,26,0.1,0.1,goco-N,top5551,0.09339042318885545,0.09193282955505842,494,1694,542,210
Sanger,26,0.2,0.5,goco-N,top64182,0.1973439419807899,0.1967154450590487,1636,20457,975,436
Sanger,26,0.2,0.1,goco-N,top56424,0.191120563359573,0.18986319130936713,1518,18201,952,418
Sanger,27,0.05,0.5,goco-N,top2562,0.0470331454038061,0.047104344363059,301,760,304,125
Sanger,27,0.05,0.1,goco-N,top2562,0.0470331454038061,0.047104344363059,301,760,304,125
Sanger,27,0.1,0.5,goco-N,top5551,0.09929895602564957,0.09926618588953204,494,1748,550,182
Sanger,27,0.1,0.1,goco-N,top4880,0.09002392710952407,0.08979819755329198,470,1506,510,174
Sanger,27,0.2,0.5,goco-N,top64182,0.19743907001075808,0.1973855413014552,1634,20613,972,420
Sanger,27,0.2,0.1,goco-N,top56424,0.18759320185548453,0.1884751017249873,1535,18561,931,397
Sanger,28,0.05,0.5,goco-N,top2914,0.04293019783501306,0.04416680269296527,356,858,305,144
Sanger,28,0.05,0.1,goco-N,top2914,0.04293019783501306,0.04416680269296527,356,858,305,144
Sanger,28,0.1,0.5,goco-N,top6314,0.09449853630910977,0.0979793218272208,557,1897,561,225
Sanger,28,0.1,0.1,goco-N,top5551,0.0852784172476551,0.08810970885497008,509,1653,517,209
Sanger,28,0.2,0.5,goco-N,top49603,0.19928698513436569,0.19970354027494802,1455,15936,985,371
Sanger,28,0.2,0.1,goco-N,top38336,0.1893535736965468,0.1907720171318297,1300,12568,947,348
Sanger,29,0.05,0.5,goco-N,top3315,0.045886524822695035,0.04482360796460968,367,932,304,138
Sanger,29,0.05,0.1,goco-N,top3315,0.045886524822695035,0.04482360796460968,367,932,304,138
Sanger,29,0.1,0.5,goco-N,top7182,0.10118911821886108,0.09902344259173836,599,2168,574,218
Sanger,29,0.1,0.1,goco-N,top6314,0.08992860596575766,0.08740503220197335,573,1898,523,208
Sanger,29,0.2,0.5,goco-N,top64182,0.1967741127340933,0.1939982960594327,1557,20554,967,421
Sanger,29,0.2,0.1,goco-N,top64182,0.1967741127340933,0.1939982960594327,1557,20554,967,421
Sanger,30,0.05,0.5,goco-N,top2914,0.0448579782790309,0.04702628283280669,387,801,303,133
Sanger,30,0.05,0.1,goco-N,top2562,0.037292344336017344,0.03999461553764757,342,689,259,119
Sanger,30,0.1,0.5,goco-N,top6314,0.09843014658079195,0.09903407829361241,593,1848,571,208
Sanger,30,0.1,0.1,goco-N,top5551,0.08643085810705949,0.08743696595216059,567,1608,518,199
Sanger,30,0.2,0.5,goco-N,top56424,0.19633980961681158,0.19706807470839685,1369,17448,966,345
Sanger,30,0.2,0.1,goco-N,top49603,0.18853125341426819,0.19158792714818904,1284,15433,934,333
Sanger,31,0.05,0.5,goco-N,top2914,0.048394732056546166,0.04917287248592765,414,879,330,150
Sanger,31,0.05,0.1,goco-N,top2562,0.03813180846775471,0.0399048609655462,392,766,282,141
Sanger,31,0.1,0.5,goco-N,top5551,0.09700198315177566,0.09406831644338723,619,1773,572,223
Sanger,31,0.1,0.1,goco-N,top5551,0.09700198315177566,0.09406831644338723,619,1773,572,223
Sanger,31,0.2,0.5,goco-N,top49603,0.20871454213121024,0.20274042353864646,1613,16694,1034,439
Sanger,31,0.2,0.1,goco-N,top38336,0.20313397476277267,0.19527095661995741,1404,13041,1013,395
Sanger,32,0.05,0.5,goco-N,top2914,0.0446725453220414,0.04486253195105923,389,885,318,147
Sanger,32,0.05,0.1,goco-N,top2914,0.0446725453220414,0.04486253195105923,389,885,318,147
Sanger,32,0.1,0.5,goco-N,top6314,0.09570189747843429,0.09384169771279911,592,1924,548,190
Sanger,32,0.1,0.1,goco-N,top6314,0.09570189747843429,0.09384169771279911,592,1924,548,190
Sanger,32,0.2,0.5,goco-N,top64182,0.19322010933380146,0.19611375126208735,1419,19225,954,385
Sanger,32,0.2,0.1,goco-N,top56424,0.1892109908829596,0.19156813414951485,1324,16991,939,367
Sanger,33,0.05,0.5,goco-N,top2914,0.04513516469843457,0.04590715530478164,399,905,320,150
Sanger,33,0.05,0.1,goco-N,top2914,0.04513516469843457,0.04590715530478164,399,905,320,150
Sanger,33,0.1,0.5,goco-N,top6314,0.0989805074201255,0.09578685294026698,635,1997,579,217
Sanger,33,0.1,0.1,goco-N,top6314,0.0989805074201255,0.09578685294026698,635,1997,579,217
Sanger,33,0.2,0.5,goco-N,top56424,0.20458151671276623,0.19839513247501636,1519,17992,1009,385
Sanger,33,0.2,0.1,goco-N,top49603,0.19645935202668968,0.19107091502900617,1437,15863,976,370
Sanger,34,0.05,0.5,goco-N,top3315,0.0504440729768442,0.04900191365324033,392,971,335,144
Sanger,34,0.05,0.1,goco-N,top2914,0.04401238285534445,0.042094477289582426,356,857,302,137
Sanger,34,0.1,0.5,goco-N,top6314,0.09679126335901252,0.09567614918143351,565,1875,556,193
Sanger,34,0.1,0.1,goco-N,top6314,0.09679126335901252,0.09567614918143351,565,1875,556,193
Sanger,34,0.2,0.5,goco-N,top64182,0.19389033362444388,0.19180643608932516,1534,19659,956,384
Sanger,34,0.2,0.1,goco-N,top64182,0.19389033362444388,0.19180643608932516,1534,19659,956,384
Sanger,35,0.05,0.5,goco-N,top2562,0.04314660765388649,0.04322051059007094,362,839,293,134
Sanger,35,0.05,0.1,goco-N,top2562,0.04314660765388649,0.04322051059007094,362,839,293,134
Sanger,35,0.1,0.5,goco-N,top6314,0.09403480611488763,0.09476430884755047,610,2024,545,211
Sanger,35,0.1,0.1,goco-N,top6314,0.09403480611488763,0.09476430884755047,610,2024,545,211
Sanger,35,0.2,0.5,goco-N,top64182,0.20490875907133618,0.20043656285854272,1604,20109,1011,398
Sanger,35,0.2,0.1,goco-N,top56424,0.1929669270286079,0.18867327692818567,1485,17920,958,373
Sanger,36,0.05,0.5,goco-N,top2562,0.04123989573432957,0.044733868306309904,290,710,284,126
Sanger,36,0.05,0.1,goco-N,top2562,0.04123989573432957,0.044733868306309904,290,710,284,126
Sanger,36,0.1,0.5,goco-N,top6314,0.09656773241700632,0.09855811489344901,572,1870,549,192
Sanger,36,0.1,0.1,goco-N,top5551,0.08782802451276549,0.08971458026530428,526,1615,514,183
Sanger,36,0.2,0.5,goco-N,top43607,0.1950369523014703,0.19687201782630573,1141,13573,961,329
Sanger,36,0.2,0.1,goco-N,top33702,0.18910346031962075,0.19155520221590186,1027,10613,940,312
Sanger,37,0.05,0.5,goco-N,top3315,0.05024818648158418,0.049074650562897316,394,1062,339,156
Sanger,37,0.05,0.1,goco-N,top2914,0.044007451115513824,0.042043239772812685,363,941,304,146
Sanger,37,0.1,0.5,goco-N,top6314,0.09802170512202789,0.09461919401222967,620,2072,578,223
Sanger,37,0.1,0.1,goco-N,top6314,0.09802170512202789,0.09461919401222967,620,2072,578,223
Sanger,37,0.2,0.5,goco-N,top56424,0.20380720877279832,0.20043594168273707,1660,18741,1011,428
Sanger,37,0.2,0.1,goco-N,top49603,0.20005524930763013,0.19411607148182586,1578,16660,997,414
Sanger,38,0.05,0.5,goco-N,top3315,0.0533617005117565,0.050711148368273104,491,1099,356,164
Sanger,38,0.05,0.1,goco-N,top2914,0.04393385947137347,0.043008948475657435,453,966,315,158
Sanger,38,0.1,0.5,goco-N,top6314,0.09369817876536801,0.09248903326028803,692,2047,556,222
Sanger,38,0.1,0.1,goco-N,top6314,0.09369817876536801,0.09248903326028803,692,2047,556,222
Sanger,38,0.2,0.5,goco-N,top64182,0.19879384055133667,0.1973783562598611,1635,19374,994,403
Sanger,38,0.2,0.1,goco-N,top56424,0.19366649337951639,0.1933740260693552,1555,17256,974,387
Sanger,39,0.05,0.5,goco-N,top3315,0.05341731593750218,0.05081761465633739,465,1101,362,173
Sanger,39,0.05,0.1,goco-N,top2914,0.04677579583013661,0.045701331662544496,420,955,324,161
Sanger,39,0.1,0.5,goco-N,top7182,0.10218713020735286,0.09645484294031194,726,2384,601,257
