dataset,repeat,alpha,delta,arm,label,fdp,pool_risk,correct,total,units,supp_units
DRIVE,92,0.2,0.1,goco-N,top27934,0.18516533763527127,0.18354017253610347,705,8542,379,177
DRIVE,93,0.05,0.5,goco-N,top1115,0.04851745955194231,0.048388835842416746,111,336,125,49
DRIVE,93,0.05,0.1,goco-N,top980,0.04203246944626255,0.04270409274388054,104,300,113,48
DRIVE,93,0.1,0.5,goco-N,top4600,0.0893037422160774,0.09556700569822665,248,1487,202,78
DRIVE,93,0.1,0.1,goco-N,top3126,0.08429952298785415,0.08788872041435666,227,993,194,75
DRIVE,93,0.2,0.5,goco-N,top27934,0.17019878942920824,0.1845914854450552,723,8030,351,174
DRIVE,93,0.2,0.1,goco-N,top27934,0.17019878942920824,0.1845914854450552,723,8030,351,174
DRIVE,94,0.05,0.5,goco-N,top1115,0.0517683465959328,0.04689858672617293,124,346,141,60
DRIVE,94,0.05,0.1,goco-N,top1115,0.0517683465959328,0.04689858672617293,124,346,141,60
DRIVE,94,0.1,0.5,goco-N,top3126,0.10952476165164327,0.10116839990813133,198,1026,239,76
DRIVE,94,0.1,0.1,goco-N,top2748,0.09706635756019436,0.09195290472675667,178,853,218,74
DRIVE,94,0.2,0.5,goco-N,top27934,0.191354098853116,0.1833665826418508,766,8129,394,193
DRIVE,94,0.2,0.1,goco-N,top27934,0.191354098853116,0.1833665826418508,766,8129,394,193
DRIVE,95,0.05,0.5,goco-N,top1115,0.04274036308519068,0.0465203761755486,104,334,113,49
DRIVE,95,0.05,0.1,goco-N,top980,0.038825082963014,0.04083760330444681,93,295,105,43
DRIVE,95,0.1,0.5,goco-N,top4600,0.09167067122291626,0.0963086800055835,234,1665,209,88
DRIVE,95,0.1,0.1,goco-N,top3555,0.08799492641645659,0.09060709747705643,218,1317,203,83
DRIVE,95,0.2,0.5,goco-N,top27934,0.1803969250415403,0.1876958823837326,746,8629,374,184
DRIVE,95,0.2,0.1,goco-N,top27934,0.1803969250415403,0.1876958823837326,746,8629,374,184
DRIVE,96,0.05,0.5,goco-N,top1115,0.04625929625929626,0.046701638080948425,118,346,122,47
DRIVE,96,0.05,0.1,goco-N,top980,0.042887457370215994,0.04335171852413231,110,297,116,45
DRIVE,96,0.1,0.5,goco-N,top3126,0.08858830295240032,0.09510017186998418,177,941,199,69
DRIVE,96,0.1,0.1,goco-N,top2748,0.08445445231849631,0.0907449501167012,174,824,195,67
DRIVE,96,0.2,0.5,goco-N,top27934,0.17680386442033225,0.18308219620824676,647,7664,362,165
DRIVE,96,0.2,0.1,goco-N,top27934,0.17680386442033225,0.18308219620824676,647,7664,362,165
DRIVE,97,0.05,0.5,goco-N,top980,0.04400802557301231,0.044636194191897106,64,268,104,32
DRIVE,97,0.05,0.1,goco-N,top980,0.04400802557301231,0.044636194191897106,64,268,104,32
DRIVE,97,0.1,0.5,goco-N,top5953,0.09630382487396971,0.09847420587982314,155,1871,199,68
DRIVE,97,0.1,0.1,goco-N,top4600,0.0900701168521426,0.09081065300438566,126,1378,187,61
DRIVE,97,0.2,0.5,goco-N,top27934,0.18430231252065,0.1866139409825737,669,8182,378,171
DRIVE,97,0.2,0.1,goco-N,top27934,0.18430231252065,0.1866139409825737,669,8182,378,171
DRIVE,98,0.05,0.5,goco-N,top980,0.041981390257252324,0.045283847697640794,96,278,116,46
DRIVE,98,0.05,0.1,goco-N,top861,0.03736895288619426,0.041217071561899146,77,240,97,35
DRIVE,98,0.1,0.5,goco-N,top3126,0.09672420342570844,0.09889201161542611,169,966,214,66
DRIVE,98,0.1,0.1,goco-N,top2415,0.0851669187478206,0.08885032946014898,157,702,197,65
DRIVE,98,0.2,0.5,goco-N,top27934,0.18496276524209967,0.1840499712018182,798,8248,384,190
DRIVE,98,0.2,0.1,goco-N,top27934,0.18496276524209967,0.1840499712018182,798,8248,384,190
DRIVE,99,0.05,0.5,goco-N,top1268,0.0526807100945032,0.0504691744545856,88,343,127,42
DRIVE,99,0.05,0.1,goco-N,top1115,0.045504610332196535,0.044976278510761275,78,289,109,35
DRIVE,99,0.1,0.5,goco-N,top4044,0.10863096067262083,0.10058948724470526,179,1158,235,70
DRIVE,99,0.1,0.1,goco-N,top3555,0.10687222738946876,0.09796014065832999,172,1025,232,68
DRIVE,99,0.2,0.5,goco-N,top27934,0.19418573864631028,0.18622178254330363,716,9084,394,169
DRIVE,99,0.2,0.1,goco-N,top27934,0.19418573864631028,0.18622178254330363,716,9084,394,169
HAP1,0,0.05,0.5,goco-N,top1728,0.04462691719682399,0.04417794769547986,173,531,272,83
HAP1,0,0.05,0.1,goco-N,top1728,0.04462691719682399,0.04417794769547986,173,531,272,83
HAP1,0,0.1,0.5,goco-N,top3292,0.09006501955902756,0.0861016349633436,243,1014,500,120
HAP1,0,0.1,0.1,goco-N,top3292,0.09006501955902756,0.0861016349633436,243,1014,500,120
HAP1,0,0.2,0.5,goco-N,top6268,0.1948699170119629,0.188989056944896,350,1954,1005,176
HAP1,0,0.2,0.1,goco-N,top6268,0.1948699170119629,0.188989056944896,350,1954,1005,176
HAP1,1,0.05,0.5,goco-N,top1519,0.044499437658558835,0.04420219088994056,135,477,268,78
HAP1,1,0.05,0.1,goco-N,top1519,0.044499437658558835,0.04420219088994056,135,477,268,78
HAP1,1,0.1,0.5,goco-N,top2894,0.0939425483034005,0.0915138107770154,208,911,524,123
HAP1,1,0.1,0.1,goco-N,top2894,0.0939425483034005,0.0915138107770154,208,911,524,123
HAP1,1,0.2,0.5,goco-N,top6268,0.20387214624897712,0.2004825456815854,295,1951,1042,175
HAP1,1,0.2,0.1,goco-N,top5511,0.1792988124712492,0.17751878885187208,284,1709,928,167
HAP1,2,0.05,0.5,goco-N,top1728,0.04031968497627189,0.04384870767937074,210,518,249,77
HAP1,2,0.05,0.1,goco-N,top1728,0.04031968497627189,0.04384870767937074,210,518,249,77
HAP1,2,0.1,0.5,goco-N,top3292,0.09205604215205707,0.09554634909027492,286,1026,506,115
HAP1,2,0.1,0.1,goco-N,top2894,0.07891338428324975,0.08156841659754654,279,904,445,111
HAP1,2,0.2,0.5,goco-N,top6268,0.19829593538354665,0.19929727529181393,369,1924,1014,168
HAP1,2,0.2,0.1,goco-N,top5511,0.17038631254193426,0.171077526192869,350,1708,882,157
HAP1,3,0.05,0.5,goco-N,top1519,0.04789909749963012,0.045016521181634364,131,480,282,80
HAP1,3,0.05,0.1,goco-N,top1519,0.04789909749963012,0.045016521181634364,131,480,282,80
HAP1,3,0.1,0.5,goco-N,top2894,0.09496504260152729,0.09188960365909618,209,913,529,124
HAP1,3,0.1,0.1,goco-N,top2894,0.09496504260152729,0.09188960365909618,209,913,529,124
HAP1,3,0.2,0.5,goco-N,top5511,0.19996834427593416,0.19120696306407756,285,1779,1025,164
HAP1,3,0.2,0.1,goco-N,top5511,0.19996834427593416,0.19120696306407756,285,1779,1025,164
HAP1,4,0.05,0.5,goco-N,top1728,0.03973316911012886,0.04089604276469817,172,491,230,64
HAP1,4,0.05,0.1,goco-N,top1728,0.03973316911012886,0.04089604276469817,172,491,230,64
HAP1,4,0.1,0.5,goco-N,top3292,0.09585446065086115,0.0945594357633234,236,994,510,102
HAP1,4,0.1,0.1,goco-N,top3292,0.09585446065086115,0.0945594357633234,236,994,510,102
HAP1,4,0.2,0.5,goco-N,top6268,0.1925404970339681,0.18904900540417285,321,1901,969,147
HAP1,4,0.2,0.1,goco-N,top6268,0.1925404970339681,0.18904900540417285,321,1901,969,147
HAP1,5,0.05,0.5,goco-N,top1966,0.049323141767624396,0.047693073247352134,170,572,288,82
HAP1,5,0.05,0.1,goco-N,top1966,0.049323141767624396,0.047693073247352134,170,572,288,82
HAP1,5,0.1,0.5,goco-N,top3744,0.09686706869002706,0.09883804714877721,263,1076,530,132
HAP1,5,0.1,0.1,goco-N,top3292,0.08343260036208337,0.08528038479976903,245,946,465,123
HAP1,5,0.2,0.5,goco-N,top7131,0.20155168660700185,0.19911750860711086,340,2153,1020,175
HAP1,5,0.2,0.1,goco-N,top6268,0.17712757112096894,0.17475159188688225,322,1866,910,167
HAP1,6,0.05,0.5,goco-N,top1966,0.0468915003014698,0.047185951340447854,243,664,279,80
HAP1,6,0.05,0.1,goco-N,top1728,0.037839798699484374,0.03733195920668839,233,597,235,76
HAP1,6,0.1,0.5,goco-N,top3292,0.09137398462294075,0.0915847096016746,307,1095,507,118
HAP1,6,0.1,0.1,goco-N,top3292,0.09137398462294075,0.0915847096016746,307,1095,507,118
HAP1,6,0.2,0.5,goco-N,top6268,0.20721460848442078,0.19979022259977558,388,2052,1057,167
HAP1,6,0.2,0.1,goco-N,top5511,0.1854261477076219,0.17476855647487366,365,1822,953,152
HAP1,7,0.05,0.5,goco-N,top1728,0.037090276937147774,0.042530844983130825,98,377,224,69
HAP1,7,0.05,0.1,goco-N,top1728,0.037090276937147774,0.042530844983130825,98,377,224,69
HAP1,7,0.1,0.5,goco-N,top3292,0.0867397939634957,0.09103051318985629,157,807,470,100
HAP1,7,0.1,0.1,goco-N,top3292,0.0867397939634957,0.09103051318985629,157,807,470,100
HAP1,7,0.2,0.5,goco-N,top6268,0.18163079148563416,0.18518746742960115,258,1709,937,158
HAP1,7,0.2,0.1,goco-N,top6268,0.18163079148563416,0.18518746742960115,258,1709,937,158
HAP1,8,0.05,0.5,goco-N,top2236,0.05573916464342133,0.05146968759320748,255,729,347,114
HAP1,8,0.05,0.1,goco-N,top1966,0.04881576797302067,0.04482301564471574,238,641,312,108
HAP1,8,0.1,0.5,goco-N,top3744,0.09862862535648566,0.09001949057347745,314,1224,555,140
HAP1,8,0.1,0.1,goco-N,top3744,0.09862862535648566,0.09001949057347745,314,1224,555,140
HAP1,8,0.2,0.5,goco-N,top7131,0.20477880099546825,0.1934136128070516,409,2305,1056,190
HAP1,8,0.2,0.1,goco-N,top7131,0.20477880099546825,0.1934136128070516,409,2305,1056,190
HAP1,9,0.05,0.5,goco-N,top1728,0.05005949338672375,0.04926348060329549,137,526,292,77
HAP1,9,0.05,0.1,goco-N,top1519,0.04052261326728704,0.04167383337101491,127,442,245,72
HAP1,9,0.1,0.5,goco-N,top2894,0.08859548108403092,0.08609498963790936,185,887,479,102
HAP1,9,0.1,0.1,goco-N,top2894,0.08859548108403092,0.08609498963790936,185,887,479,102
HAP1,9,0.2,0.5,goco-N,top6268,0.20317600528034238,0.1997112668781017,257,1926,1007,138
HAP1,9,0.2,0.1,goco-N,top5511,0.17939835892627617,0.17692174947319228,244,1691,900,131
HAP1,10,0.05,0.5,goco-N,top1728,0.05467780173172982,0.05010700019022256,141,551,312,81
HAP1,10,0.05,0.1,goco-N,top1519,0.048125250988100526,0.04362272995206862,137,489,280,77
HAP1,10,0.1,0.5,goco-N,top3292,0.10044591880477366,0.09318103852058579,266,1075,537,113
HAP1,10,0.1,0.1,goco-N,top3292,0.10044591880477366,0.09318103852058579,266,1075,537,113
HAP1,10,0.2,0.5,goco-N,top6268,0.19618964944187164,0.18676325708904395,353,2031,992,157
HAP1,10,0.2,0.1,goco-N,top6268,0.19618964944187164,0.18676325708904395,353,2031,992,157
HAP1,11,0.05,0.5,goco-N,top1966,0.04352473733299299,0.04618004731030553,229,575,270,92
HAP1,11,0.05,0.1,goco-N,top1728,0.03705799674508063,0.0388090954110455,217,503,239,85
HAP1,11,0.1,0.5,goco-N,top3292,0.08775730036059401,0.08858119918069449,293,979,489,123
HAP1,11,0.1,0.1,goco-N,top3292,0.08775730036059401,0.08858119918069449,293,979,489,123
HAP1,11,0.2,0.5,goco-N,top6268,0.19303404930025575,0.19635844308360123,371,1870,987,173
HAP1,11,0.2,0.1,goco-N,top5511,0.16858214013575493,0.1715496589244016,353,1651,875,164
HAP1,12,0.05,0.5,goco-N,top1966,0.04547824269807861,0.04597634565227058,218,655,273,85
HAP1,12,0.05,0.1,goco-N,top1966,0.04547824269807861,0.04597634565227058,218,655,273,85
HAP1,12,0.1,0.5,goco-N,top3292,0.09473214569698826,0.09580348954288541,282,1065,522,118
HAP1,12,0.1,0.1,goco-N,top2894,0.07677763756271981,0.07803184399161268,266,942,438,114
HAP1,12,0.2,0.5,goco-N,top6268,0.19100611194746675,0.18878998945906045,378,1974,977,155
HAP1,12,0.2,0.1,goco-N,top6268,0.19100611194746675,0.18878998945906045,378,1974,977,155
HAP1,13,0.05,0.5,goco-N,top1966,0.04872410727883002,0.04792754815502264,212,684,283,80
HAP1,13,0.05,0.1,goco-N,top1728,0.04138807171327695,0.04092255645168755,203,597,250,79
HAP1,13,0.1,0.5,goco-N,top3292,0.0967035003533561,0.09476919562536291,273,1123,519,114
HAP1,13,0.1,0.1,goco-N,top3292,0.0967035003533561,0.09476919562536291,273,1123,519,114
HAP1,13,0.2,0.5,goco-N,top6268,0.18751001644640217,0.18933205750244314,366,2078,956,160
HAP1,13,0.2,0.1,goco-N,top6268,0.18751001644640217,0.18933205750244314,366,2078,956,160
HAP1,14,0.05,0.5,goco-N,top1728,0.054466782617823166,0.04897811232854652,121,491,295,59
HAP1,14,0.05,0.1,goco-N,top1728,0.054466782617823166,0.04897811232854652,121,491,295,59
HAP1,14,0.1,0.5,goco-N,top2894,0.09317267646817352,0.09095433163411616,172,806,487,84
HAP1,14,0.1,0.1,goco-N,top2894,0.09317267646817352,0.09095433163411616,172,806,487,84
HAP1,14,0.2,0.5,goco-N,top5511,0.1843993302143664,0.18034225503483184,240,1599,930,129
HAP1,14,0.2,0.1,goco-N,top5511,0.1843993302143664,0.18034225503483184,240,1599,930,129
HAP1,15,0.05,0.5,goco-N,top1728,0.048213723228220026,0.04723028807354545,173,510,272,65
HAP1,15,0.05,0.1,goco-N,top1728,0.048213723228220026,0.04723028807354545,173,510,272,65
HAP1,15,0.1,0.5,goco-N,top3292,0.09823294686595231,0.09323664736904864,239,988,534,114
HAP1,15,0.1,0.1,goco-N,top3292,0.09823294686595231,0.09323664736904864,239,988,534,114
HAP1,15,0.2,0.5,goco-N,top6268,0.20269734649366358,0.19793868603744214,301,1871,1020,150
HAP1,15,0.2,0.1,goco-N,top5511,0.1767596778229826,0.17155447172307384,291,1634,901,144
HAP1,16,0.05,0.5,goco-N,top1728,0.04447706088851229,0.04545835631055338,146,452,265,76
HAP1,16,0.05,0.1,goco-N,top1728,0.04447706088851229,0.04545835631055338,146,452,265,76
HAP1,16,0.1,0.5,goco-N,top2894,0.07586442477568037,0.08345331219760033,214,798,427,104
HAP1,16,0.1,0.1,goco-N,top2894,0.07586442477568037,0.08345331219760033,214,798,427,104
HAP1,16,0.2,0.5,goco-N,top6268,0.17826287046064948,0.18580865382889958,296,1792,900,143
HAP1,16,0.2,0.1,goco-N,top6268,0.17826287046064948,0.18580865382889958,296,1792,900,143
HAP1,17,0.05,0.5,goco-N,top1728,0.04261619428064169,0.04433634230016831,110,428,247,67
HAP1,17,0.05,0.1,goco-N,top1728,0.04261619428064169,0.04433634230016831,110,428,247,67
HAP1,17,0.1,0.5,goco-N,top3292,0.08886531522183985,0.0885762748495771,174,863,473,92
HAP1,17,0.1,0.1,goco-N,top3292,0.08886531522183985,0.0885762748495771,174,863,473,92
HAP1,17,0.2,0.5,goco-N,top6268,0.1868078857725016,0.1867398706438887,220,1755,929,118
HAP1,17,0.2,0.1,goco-N,top6268,0.1868078857725016,0.1867398706438887,220,1755,929,118
HAP1,18,0.05,0.5,goco-N,top1966,0.04233517520686353,0.044485603892218825,169,494,242,61
HAP1,18,0.05,0.1,goco-N,top1966,0.04233517520686353,0.044485603892218825,169,494,242,61
HAP1,18,0.1,0.5,goco-N,top3292,0.09422702452763117,0.096590549190048,222,883,504,96
HAP1,18,0.1,0.1,goco-N,top2894,0.07759245391503125,0.08032639218021854,211,764,422,87
HAP1,18,0.2,0.5,goco-N,top5511,0.18674456384061966,0.1866748911691031,281,1576,952,142
HAP1,18,0.2,0.1,goco-N,top5511,0.18674456384061966,0.1866748911691031,281,1576,952,142
HAP1,19,0.05,0.5,goco-N,top1519,0.0461646616440225,0.04376240303892324,131,430,281,82
HAP1,19,0.05,0.1,goco-N,top1519,0.0461646616440225,0.04376240303892324,131,430,281,82
HAP1,19,0.1,0.5,goco-N,top2894,0.10332176146090925,0.09768470790441494,197,885,574,128
HAP1,19,0.1,0.1,goco-N,top2894,0.10332176146090925,0.09768470790441494,197,885,574,128
HAP1,19,0.2,0.5,goco-N,top5511,0.20599064840076822,0.19827703075968375,265,1717,1056,164
HAP1,19,0.2,0.1,goco-N,top5511,0.20599064840076822,0.19827703075968375,265,1717,1056,164
HAP1,20,0.05,0.5,goco-N,top1966,0.055354332751137006,0.05162442807804547,162,661,300,74
HAP1,20,0.05,0.1,goco-N,top1728,0.04883524708757732,0.0448098916585379,152,575,269,68
HAP1,20,0.1,0.5,goco-N,top3744,0.10341390816639505,0.10080201219727603,230,1223,538,110
HAP1,20,0.1,0.1,goco-N,top3292,0.08882965414305981,0.08521731750776033,214,1082,466,98
HAP1,20,0.2,0.5,goco-N,top6268,0.19541632714643412,0.1892166857663457,293,2059,978,150
HAP1,20,0.2,0.1,goco-N,top6268,0.19541632714643412,0.1892166857663457,293,2059,978,150
HAP1,21,0.05,0.5,goco-N,top1966,0.045368344852366155,0.044699179749381014,186,552,278,88
HAP1,21,0.05,0.1,goco-N,top1966,0.045368344852366155,0.044699179749381014,186,552,278,88
HAP1,21,0.1,0.5,goco-N,top3292,0.08897563389906932,0.0865608508858921,274,990,507,131
HAP1,21,0.1,0.1,goco-N,top3292,0.08897563389906932,0.0865608508858921,274,990,507,131
HAP1,21,0.2,0.5,goco-N,top6268,0.19495013943249628,0.19040539523380098,375,1963,1008,177
HAP1,21,0.2,0.1,goco-N,top6268,0.19495013943249628,0.19040539523380098,375,1963,1008,177
HAP1,22,0.05,0.5,goco-N,top1728,0.0468847946486216,0.042375815829103755,158,530,257,61
HAP1,22,0.05,0.1,goco-N,top1728,0.0468847946486216,0.042375815829103755,158,530,257,61
HAP1,22,0.1,0.5,goco-N,top2894,0.09159614592478302,0.0882218023288442,190,866,473,85
HAP1,22,0.1,0.1,goco-N,top2894,0.09159614592478302,0.0882218023288442,190,866,473,85
HAP1,22,0.2,0.5,goco-N,top6268,0.20125595304674584,0.19837950591855585,286,1904,1004,144
HAP1,22,0.2,0.1,goco-N,top5511,0.18444197136092663,0.17884174781744433,271,1682,920,133
HAP1,23,0.05,0.5,goco-N,top1728,0.04402895993552895,0.041976716055721834,214,555,264,76
HAP1,23,0.05,0.1,goco-N,top1728,0.04402895993552895,0.041976716055721834,214,555,264,76
HAP1,23,0.1,0.5,goco-N,top3292,0.09724811923259968,0.09589800497451013,271,1063,524,105
HAP1,23,0.1,0.1,goco-N,top3292,0.09724811923259968,0.09589800497451013,271,1063,524,105
HAP1,23,0.2,0.5,goco-N,top6268,0.2005041896493645,0.19975097278064666,344,1954,1016,154
HAP1,23,0.2,0.1,goco-N,top5511,0.17376077722019975,0.1744310700583915,326,1702,890,140
HAP1,24,0.05,0.5,goco-N,top1966,0.04494213343247964,0.047381785334612944,152,590,266,82
HAP1,24,0.05,0.1,goco-N,top1728,0.035817931390501295,0.03903008498139826,141,509,220,75
HAP1,24,0.1,0.5,goco-N,top3744,0.10464079511489982,0.10008030121995143,224,1173,571,127
HAP1,24,0.1,0.1,goco-N,top3292,0.08724269696533715,0.08515525449863258,213,1028,487,119
HAP1,24,0.2,0.5,goco-N,top6268,0.18867282870408972,0.1798422340287203,287,2048,964,161
HAP1,24,0.2,0.1,goco-N,top6268,0.18867282870408972,0.1798422340287203,287,2048,964,161
HAP1,25,0.05,0.5,goco-N,top2236,0.0527090438042502,0.05061417002717491,158,674,303,86
HAP1,25,0.05,0.1,goco-N,top1966,0.043314691300709945,0.04144096993076133,143,589,252,76
HAP1,25,0.1,0.5,goco-N,top3292,0.09057402133300935,0.08860256004619077,204,1020,497,119
HAP1,25,0.1,0.1,goco-N,top3292,0.09057402133300935,0.08860256004619077,204,1020,497,119
HAP1,25,0.2,0.5,goco-N,top6268,0.18610378377355738,0.1850926921695137,280,1934,960,175
HAP1,25,0.2,0.1,goco-N,top6268,0.18610378377355738,0.1850926921695137,280,1934,960,175
HAP1,26,0.05,0.5,goco-N,top1966,0.04745668593870991,0.048595853926559934,133,528,276,73
HAP1,26,0.05,0.1,goco-N,top1728,0.04285699874914256,0.044780296959649225,117,456,252,65
HAP1,26,0.1,0.5,goco-N,top3292,0.09110964957777051,0.09158330132406917,179,916,486,94
HAP1,26,0.1,0.1,goco-N,top3292,0.09110964957777051,0.09158330132406917,179,916,486,94
HAP1,26,0.2,0.5,goco-N,top6268,0.18664562397144957,0.18488669308630012,274,1814,943,143
HAP1,26,0.2,0.1,goco-N,top6268,0.18664562397144957,0.18488669308630012,274,1814,943,143
HAP1,27,0.05,0.5,goco-N,top1728,0.04215126829812625,0.04625629492797857,240,583,269,91
HAP1,27,0.05,0.1,goco-N,top1519,0.03634290082359323,0.039863296862214875,221,521,229,76
HAP1,27,0.1,0.5,goco-N,top2894,0.08414083154464101,0.08626723358859349,279,962,475,116
HAP1,27,0.1,0.1,goco-N,top2894,0.08414083154464101,0.08626723358859349,279,962,475,116
HAP1,27,0.2,0.5,goco-N,top5511,0.18623991137872226,0.18889195333764452,365,1800,968,161
HAP1,27,0.2,0.1,goco-N,top5511,0.18623991137872226,0.18889195333764452,365,1800,968,161
HAP1,28,0.05,0.5,goco-N,top1728,0.04021252087164204,0.04199989704800495,122,406,238,69
HAP1,28,0.05,0.1,goco-N,top1728,0.04021252087164204,0.04199989704800495,122,406,238,69
HAP1,28,0.1,0.5,goco-N,top3292,0.0932752882320126,0.09348336832609594,189,870,502,108
HAP1,28,0.1,0.1,goco-N,top3292,0.0932752882320126,0.09348336832609594,189,870,502,108
HAP1,28,0.2,0.5,goco-N,top6268,0.20410805535639087,0.1968404312662878,256,1810,1020,150
HAP1,28,0.2,0.1,goco-N,top6268,0.20410805535639087,0.1968404312662878,256,1810,1020,150
HAP1,29,0.05,0.5,goco-N,top1728,0.04811362627607634,0.048685782556750296,121,435,278,69
HAP1,29,0.05,0.1,goco-N,top1519,0.03823790501553485,0.03928400315386127,116,372,232,67
HAP1,29,0.1,0.5,goco-N,top3292,0.09192038999354735,0.09084051489688849,173,861,496,96
HAP1,29,0.1,0.1,goco-N,top3292,0.09192038999354735,0.09084051489688849,173,861,496,96
HAP1,29,0.2,0.5,goco-N,top6268,0.1916154697551432,0.1894842950571291,237,1800,964,136
HAP1,29,0.2,0.1,goco-N,top6268,0.1916154697551432,0.1894842950571291,237,1800,964,136
HAP1,30,0.05,0.5,goco-N,top2236,0.04575715793675181,0.04847006564849127,182,599,266,73
HAP1,30,0.05,0.1,goco-N,top1966,0.03829464153615285,0.041625605469588114,165,525,229,69
HAP1,30,0.1,0.5,goco-N,top3292,0.08268889636649289,0.0873371859154118,229,934,461,111
HAP1,30,0.1,0.1,goco-N,top3292,0.08268889636649289,0.0873371859154118,229,934,461,111
HAP1,30,0.2,0.5,goco-N,top6268,0.1800093325393508,0.18202588235434433,285,1862,920,147
HAP1,30,0.2,0.1,goco-N,top6268,0.1800093325393508,0.18202588235434433,285,1862,920,147
HAP1,31,0.05,0.5,goco-N,top1966,0.043272512921314524,0.045584669858353334,205,549,273,96
HAP1,31,0.05,0.1,goco-N,top1966,0.043272512921314524,0.045584669858353334,205,549,273,96
HAP1,31,0.1,0.5,goco-N,top3292,0.08440836280527837,0.08438037133452453,274,962,473,125
HAP1,31,0.1,0.1,goco-N,top3292,0.08440836280527837,0.08438037133452453,274,962,473,125
HAP1,31,0.2,0.5,goco-N,top6268,0.18646143315443897,0.1883057918715338,348,1852,950,158
HAP1,31,0.2,0.1,goco-N,top6268,0.18646143315443897,0.1883057918715338,348,1852,950,158
HAP1,32,0.05,0.5,goco-N,top1728,0.04920783780583617,0.047164793103066774,144,546,268,55
HAP1,32,0.05,0.1,goco-N,top1728,0.04920783780583617,0.047164793103066774,144,546,268,55
HAP1,32,0.1,0.5,goco-N,top2894,0.08769638543220006,0.08706925158685715,191,886,468,87
HAP1,32,0.1,0.1,goco-N,top2894,0.08769638543220006,0.08706925158685715,191,886,468,87
HAP1,32,0.2,0.5,goco-N,top5511,0.18850842885672509,0.1919022694367297,267,1717,960,137
HAP1,32,0.2,0.1,goco-N,top5511,0.18850842885672509,0.1919022694367297,267,1717,960,137
HAP1,33,0.05,0.5,goco-N,top1966,0.04100147051427065,0.04516491539102474,181,539,250,78
HAP1,33,0.05,0.1,goco-N,top1728,0.034861508981499534,0.03727818547810752,172,483,220,74
HAP1,33,0.1,0.5,goco-N,top3292,0.09567185935052973,0.09548063459322462,225,967,514,105
HAP1,33,0.1,0.1,goco-N,top3292,0.09567185935052973,0.09548063459322462,225,967,514,105
HAP1,33,0.2,0.5,goco-N,top6268,0.19127037793506693,0.19325796593341416,298,1906,965,151
HAP1,33,0.2,0.1,goco-N,top6268,0.19127037793506693,0.19325796593341416,298,1906,965,151
HAP1,34,0.05,0.5,goco-N,top1728,0.0426904339187961,0.04459536821942504,116,449,242,59
HAP1,34,0.05,0.1,goco-N,top1728,0.0426904339187961,0.04459536821942504,116,449,242,59
HAP1,34,0.1,0.5,goco-N,top3292,0.0942421568420237,0.09461096431802156,192,903,505,102
HAP1,34,0.1,0.1,goco-N,top3292,0.0942421568420237,0.09461096431802156,192,903,505,102
HAP1,34,0.2,0.5,goco-N,top6268,0.18554744929578484,0.18701397146387327,260,1758,950,150
HAP1,34,0.2,0.1,goco-N,top6268,0.18554744929578484,0.18701397146387327,260,1758,950,150
HAP1,35,0.05,0.5,goco-N,top1728,0.0409997108232794,0.043153231424425384,136,554,237,71
HAP1,35,0.05,0.1,goco-N,top1728,0.0409997108232794,0.043153231424425384,136,554,237,71
HAP1,35,0.1,0.5,goco-N,top3292,0.08870040332257376,0.09202098605394211,207,1043,480,107
HAP1,35,0.1,0.1,goco-N,top3292,0.08870040332257376,0.09202098605394211,207,1043,480,107
HAP1,35,0.2,0.5,goco-N,top6268,0.1676859844045856,0.17930773159443153,316,1904,868,163
HAP1,35,0.2,0.1,goco-N,top6268,0.1676859844045856,0.17930773159443153,316,1904,868,163
HAP1,36,0.05,0.5,goco-N,top1728,0.051548280343220426,0.047756211748666254,174,570,307,93
HAP1,36,0.05,0.1,goco-N,top1728,0.051548280343220426,0.047756211748666254,174,570,307,93
HAP1,36,0.1,0.5,goco-N,top2894,0.08679138093252607,0.08466548636877087,229,926,490,124
HAP1,36,0.1,0.1,goco-N,top2894,0.08679138093252607,0.08466548636877087,229,926,490,124
HAP1,36,0.2,0.5,goco-N,top5511,0.19475739251871074,0.18972804026276763,289,1733,989,157
HAP1,36,0.2,0.1,goco-N,top5511,0.19475739251871074,0.18972804026276763,289,1733,989,157
HAP1,37,0.05,0.5,goco-N,top1728,0.045662309160977604,0.043762343446751166,157,520,265,75
HAP1,37,0.05,0.1,goco-N,top1728,0.045662309160977604,0.043762343446751166,157,520,265,75
HAP1,37,0.1,0.5,goco-N,top3292,0.08981001121480482,0.08889038460633059,224,1007,488,110
HAP1,37,0.1,0.1,goco-N,top3292,0.08981001121480482,0.08889038460633059,224,1007,488,110
HAP1,37,0.2,0.5,goco-N,top6268,0.1799173283194588,0.18395735635689534,277,1913,903,142
HAP1,37,0.2,0.1,goco-N,top6268,0.1799173283194588,0.18395735635689534,277,1913,903,142
HAP1,38,0.05,0.5,goco-N,top1728,0.0479332671077012,0.04888853235502148,145,494,266,66
HAP1,38,0.05,0.1,goco-N,top1519,0.04283301277309267,0.04285066867179606,133,437,242,64
HAP1,38,0.1,0.5,goco-N,top3292,0.10043239629036997,0.09460762930040734,208,988,534,105
HAP1,38,0.1,0.1,goco-N,top3292,0.10043239629036997,0.09460762930040734,208,988,534,105
