repeat,alpha,arm,label,fdp,correct,total,units
23,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.048573608226273816,861,1272,486
23,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.039966792317357745,875,1234,468
23,0.05,goco-rank,top4337,0.043718747595968915,1035,1233,778
23,0.1,global-coarse,global_27.1593,0.0902128368848886,1179,1923,707
23,0.1,global-dense,global_26.6395,0.09591019822037591,1200,1982,730
23,0.1,goco-score,adapt_27.1593_to_23.0262_q0.125,0.09551221888863246,1230,2037,737
23,0.1,goco,adapt_27.1593_to_23.0262_q0.4,0.09860809805882502,1277,2081,766
23,0.1,goco-rank,top7261,0.08830281816549991,1596,2114,1073
23,0.2,global-coarse,global_19.5221,0.1590923077999007,1792,3279,1066
23,0.2,global-dense,global_16.7443,0.20154344757737327,2139,4190,1241
23,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.19189681078210963,2115,4139,1200
23,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.19565047947923553,2126,4066,1226
23,0.2,goco-rank,top13828,0.1860693623375368,2722,4136,1602
24,0.05,global-coarse,global_37.7842,0.0282206323563351,642,869,373
24,0.05,global-dense,global_34.9736,0.035042310946995926,752,1045,435
24,0.05,goco-score,adapt_37.7842_to_32.0342_q0.5,0.037785470677231585,794,1132,443
24,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.03690540297971639,822,1142,447
24,0.05,goco-rank,top4337,0.04012654819601508,1037,1249,748
24,0.1,global-coarse,global_27.1593,0.09085596327922658,1140,1873,712
24,0.1,global-dense,global_27.0694,0.09149139677411082,1141,1880,714
24,0.1,goco-score,adapt_27.1593_to_23.0262_q0.05,0.09432930738261917,1148,1911,723
24,0.1,goco,adapt_27.1593_to_23.0262_q0.3,0.09248416544862426,1219,1978,746
24,0.1,goco-rank,top8259,0.09010465840029652,1773,2408,1068
24,0.2,global-coarse,global_19.5221,0.15547760084109033,1726,3178,1045
24,0.2,global-dense,global_17.0145,0.18800547594570216,1996,3905,1183
24,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.18598371472361777,2001,3933,1173
24,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.18799629377981558,2008,3859,1195
24,0.2,goco-rank,top13828,0.17718010673584178,2611,4047,1536
25,0.05,global-coarse,global_37.7842,0.03194066210221299,815,1065,417
25,0.05,global-dense,global_33.8713,0.04941354463163832,991,1366,530
25,0.05,goco-score,adapt_37.7842_to_32.0342_q0.5,0.045329640741595505,1008,1391,514
25,0.05,goco,adapt_37.7842_to_32.0342_q0.75,0.0482129394568813,1052,1450,536
25,0.05,goco-rank,top3813,0.042272482498653736,939,1130,747
25,0.1,global-coarse,global_27.1593,0.08990101802702771,1363,2089,753
25,0.1,global-dense,global_26.6395,0.09511911172654305,1377,2135,771
25,0.1,goco-score,adapt_27.1593_to_23.0262_q0.125,0.09443393081519091,1397,2165,775
25,0.1,goco,adapt_27.1593_to_23.0262_q0.3,0.09643664897299793,1476,2269,809
25,0.1,goco-rank,top7261,0.09267763021397916,1638,2180,1099
25,0.2,global-coarse,global_19.5221,0.15318072252644144,1975,3408,1068
25,0.2,global-dense,global_17.0145,0.18012058037098425,2274,4148,1183
25,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.17828671597653825,2252,4138,1169
25,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.1841381101397256,2287,4152,1200
25,0.2,goco-rank,top13828,0.18956408068685937,2693,4196,1560
26,0.05,global-coarse,global_37.7842,0.03423571043926456,662,915,404
26,0.05,global-dense,global_34.418,0.04785214247249788,821,1175,513
26,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.047569043772597894,851,1236,505
26,0.05,goco,adapt_37.7842_to_32.0342_q0.75,0.052247095930456185,895,1295,541
26,0.05,goco-rank,top4337,0.03941918609123778,954,1184,708
26,0.1,global-coarse,global_27.1593,0.08482101187270817,1209,1922,716
26,0.1,global-dense,global_27.0694,0.08599110187963177,1209,1930,719
26,0.1,goco-score,adapt_27.1593_to_23.0262_q0.05,0.08700194886786163,1215,1943,725
26,0.1,goco,adapt_27.1593_to_23.0262_q0.25,0.08661961176500756,1307,2051,756
26,0.1,goco-rank,top7261,0.07275928343779717,1545,2058,1001
26,0.2,global-coarse,global_19.5221,0.1451282849263463,1811,3210,1023
26,0.2,global-dense,global_17.0145,0.1773158657892099,2092,3916,1155
26,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.17461898001477968,2102,3944,1143
26,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.17362700394202818,2118,3877,1153
26,0.2,goco-rank,top13828,0.16448455368003026,2614,3967,1489
27,0.05,global-coarse,global_37.7842,0.03104597789573557,724,1007,403
27,0.05,global-dense,global_34.418,0.04557081313947226,874,1274,504
27,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.04529489447906249,905,1336,496
27,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.04488486293817473,922,1330,513
27,0.05,goco-rank,top4337,0.046651280867759055,1021,1276,764
27,0.1,global-coarse,global_27.1593,0.09224401877067465,1256,2073,745
27,0.1,global-dense,global_26.6395,0.09764135702746364,1273,2130,765
27,0.1,goco-score,adapt_27.1593_to_23.0262_q0.15,0.09737595199630739,1297,2171,770
27,0.1,goco,adapt_27.1593_to_23.0262_q0.3,0.09881221632433267,1353,2231,798
27,0.1,goco-rank,top7261,0.09289813668650501,1564,2141,1057
27,0.2,global-coarse,global_19.5221,0.16031426659859618,1860,3406,1070
27,0.2,global-dense,global_16.7443,0.1983111333111333,2166,4241,1226
27,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.18905300856027835,2126,4156,1188
27,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.19264038241421116,2145,4120,1206
27,0.2,goco-rank,top12156,0.17826905010265268,2363,3648,1515
28,0.05,global-coarse,global_37.7842,0.030011411134189807,719,968,411
28,0.05,global-dense,global_34.418,0.04478626561017514,882,1238,517
28,0.05,goco-score,adapt_37.7842_to_32.0342_q0.5,0.044123522322229915,904,1289,506
28,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.04032746108675027,947,1312,507
28,0.05,goco-rank,top3813,0.03405125569099721,883,1068,666
28,0.1,global-coarse,global_27.1593,0.08711157268507834,1262,1977,739
28,0.1,global-dense,global_27.0694,0.08761238043952099,1265,1983,742
28,0.1,goco-score,adapt_27.1593_to_23.0262_q0.125,0.09125137831115214,1296,2057,762
28,0.1,goco,adapt_27.1593_to_23.0262_q0.3,0.0896381772956894,1362,2111,776
28,0.1,goco-rank,top7261,0.08269769272192536,1578,2094,1036
28,0.2,global-coarse,global_19.5221,0.14676550876873978,1886,3292,1057
28,0.2,global-dense,global_17.0145,0.1829114504235667,2167,4014,1201
28,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.18162241187281575,2168,4044,1192
28,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.1813754204868906,2163,3970,1187
28,0.2,goco-rank,top13828,0.18354530517578127,2611,4049,1515
29,0.05,global-coarse,global_37.7842,0.03397569043772598,710,990,421
29,0.05,global-dense,global_33.3333,0.05512347103623356,917,1352,563
29,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.049004154165705055,890,1317,522
29,0.05,goco,adapt_37.7842_to_32.0342_q0.75,0.04990614662666358,949,1385,535
29,0.05,goco-rank,top3813,0.04577813677975228,894,1153,763
29,0.1,global-coarse,global_27.1593,0.09383632074262122,1255,2038,761
29,0.1,global-dense,global_26.2163,0.10015924301869374,1304,2133,794
29,0.1,goco-score,adapt_27.1593_to_23.0262_q0.225,0.10011616278175244,1343,2210,794
29,0.1,goco,adapt_27.1593_to_23.0262_q0.4,0.10344962433007666,1436,2359,839
29,0.1,goco-rank,top7261,0.09902294348982556,1564,2248,1087
29,0.2,global-coarse,global_19.5221,0.15554723323705552,1874,3372,1082
29,0.2,global-dense,global_17.0145,0.18376346414310876,2166,4114,1204
29,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.18002326967593527,2147,4102,1181
29,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.1856538426570737,2178,4094,1214
29,0.2,goco-rank,top13828,0.19727039698768292,2589,4251,1587
30,0.05,global-coarse,global_37.7842,0.030771341385234758,742,975,405
30,0.05,global-dense,global_34.9736,0.03861463702336077,850,1140,473
30,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.04166217914198528,902,1238,486
30,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.0379495858655794,935,1246,491
30,0.05,goco-rank,top4337,0.03635433494884222,1050,1262,723
30,0.1,global-coarse,global_27.1593,0.08091712182988435,1274,1945,721
30,0.1,global-dense,global_27.0694,0.08190258224991664,1278,1956,726
30,0.1,goco-score,adapt_27.1593_to_23.0262_q0.02,0.08126714875503244,1281,1956,725
30,0.1,goco,adapt_27.1593_to_23.0262_q0.175,0.08041413442059646,1335,2020,736
30,0.1,goco-rank,top7261,0.07930484163117442,1534,2084,1009
30,0.2,global-coarse,global_19.5221,0.13463673196306475,1887,3186,1009
30,0.2,global-dense,global_17.0145,0.16377813265535396,2175,3882,1134
30,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.16030404257383254,2161,3869,1116
30,0.2,goco,adapt_19.5221_to_16.5512_q0.6,0.1578944749380937,2132,3709,1116
30,0.2,goco-rank,top13828,0.17025901131716964,2556,4011,1455
31,0.05,global-coarse,global_37.7842,0.036583839782547374,756,1055,428
31,0.05,global-dense,global_33.8713,0.049417134651383435,910,1320,520
31,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.047329281739621,909,1326,500
31,0.05,goco,adapt_37.7842_to_32.0342_q0.75,0.0502356591532682,970,1407,526
31,0.05,goco-rank,top4337,0.04481421647819062,1050,1322,762
31,0.1,global-coarse,global_27.1593,0.09610405928661178,1250,2051,746
31,0.1,global-dense,global_26.6395,0.10139369695104751,1271,2110,768
31,0.1,goco-score,adapt_27.1593_to_23.0262_q0.175,0.10243146908736568,1306,2185,775
31,0.1,goco,adapt_27.1593_to_23.0262_q0.35,0.10288188835038592,1378,2258,805
31,0.1,goco-rank,top7261,0.08474062107341591,1646,2226,1073
31,0.2,global-coarse,global_19.5221,0.1559376478843361,1819,3332,1038
31,0.2,global-dense,global_16.7443,0.1968102800089876,2155,4213,1207
31,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.1862259227041133,2119,4124,1165
31,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.18576557260725277,2127,4048,1171
31,0.2,goco-rank,top13828,0.18618034272315373,2683,4258,1552
32,0.05,global-coarse,global_37.7842,0.03247557504423417,708,981,408
32,0.05,global-dense,global_34.418,0.044453034848834526,857,1239,503
32,0.05,goco-score,adapt_37.7842_to_32.0342_q0.5,0.044180962638151654,874,1278,492
32,0.05,goco,adapt_37.7842_to_32.0342_q0.75,0.04814742159653306,923,1344,525
32,0.05,goco-rank,top4337,0.0434918070620817,1031,1298,733
32,0.1,global-coarse,global_27.1593,0.09123727466215348,1221,1982,740
32,0.1,global-dense,global_26.2163,0.09984434700105135,1266,2074,777
32,0.1,goco-score,adapt_27.1593_to_23.0262_q0.175,0.09951201374464702,1287,2139,777
32,0.1,goco,adapt_27.1593_to_23.0262_q0.4,0.09929212503525912,1378,2236,801
32,0.1,goco-rank,top8259,0.10000763461991247,1767,2517,1082
32,0.2,global-coarse,global_19.5221,0.15964795660272235,1821,3322,1078
32,0.2,global-dense,global_16.7443,0.19933797399871714,2114,4128,1238
32,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.1875160739457993,2066,4006,1186
32,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.1957988089813615,2109,4063,1228
32,0.2,goco-rank,top15729,0.202008935239953,2877,4796,1594
33,0.05,global-coarse,global_37.7842,0.02738338846577942,640,867,377
33,0.05,global-dense,global_34.9736,0.034574326230222836,735,1022,434
33,0.05,goco-score,adapt_37.7842_to_32.0342_q0.5,0.037465702489935124,797,1130,448
33,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.039898197297227996,835,1172,466
33,0.05,goco-rank,top4337,0.04140294008630034,967,1268,701
33,0.1,global-coarse,global_27.1593,0.08890619791265994,1144,1850,713
33,0.1,global-dense,global_27.0694,0.08963317691104444,1148,1859,716
33,0.1,goco-score,adapt_27.1593_to_23.0262_q0.075,0.09222876118675795,1167,1898,728
33,0.1,goco,adapt_27.1593_to_23.0262_q0.3,0.0942267353899018,1258,2016,765
33,0.1,goco-rank,top8259,0.10370930182723397,1718,2470,1081
33,0.2,global-coarse,global_19.5221,0.1525371182398646,1726,3151,1029
33,0.2,global-dense,global_16.7443,0.1914004322728071,2030,3958,1180
33,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.18125698569963514,2006,3885,1146
33,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.1859006529281166,2012,3855,1164
33,0.2,goco-rank,top13828,0.19390457594819466,2548,4114,1530
34,0.05,global-coarse,global_37.7842,0.03126214837038746,718,957,410
34,0.05,global-dense,global_33.8713,0.04739069672026052,872,1215,520
34,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.04308382696104828,905,1264,503
34,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.03892889196604867,926,1254,491
34,0.05,goco-rank,top3813,0.04198169089929995,945,1132,769
34,0.1,global-coarse,global_27.1593,0.08575531451137268,1251,1992,724
34,0.1,global-dense,global_26.6395,0.09047260045644537,1265,2032,741
34,0.1,goco-score,adapt_27.1593_to_23.0262_q0.175,0.09123240249249942,1296,2085,752
34,0.1,goco,adapt_27.1593_to_23.0262_q0.275,0.0914257506987717,1387,2189,780
34,0.1,goco-rank,top6383,0.08402454034925763,1422,1863,1062
34,0.2,global-coarse,global_19.5221,0.14836705387593918,1834,3259,1039
34,0.2,global-dense,global_16.7443,0.18602580779479,2146,4094,1188
34,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.1756657361665439,2098,3989,1136
34,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.18218909344111284,2133,3997,1176
34,0.2,goco-rank,top12156,0.18046463894368484,2382,3588,1577
35,0.05,global-coarse,global_37.7842,0.02882606354334949,671,908,394
35,0.05,global-dense,global_34.9736,0.037265174244172625,777,1081,462
35,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.04283829525348103,856,1238,489
35,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.04409069928456035,882,1249,510
35,0.05,goco-rank,top4337,0.040318486037387496,1004,1232,701
35,0.1,global-coarse,global_27.1593,0.08837602892530194,1217,1949,741
35,0.1,global-dense,global_27.0694,0.08917993691822448,1220,1958,743
35,0.1,goco-score,adapt_27.1593_to_23.0262_q0.04,0.09168782214016463,1232,1990,755
35,0.1,goco,adapt_27.1593_to_23.0262_q0.3,0.09340833910300794,1339,2128,795
35,0.1,goco-rank,top7261,0.07797189527399544,1550,2083,994
35,0.2,global-coarse,global_19.5221,0.16119663051003924,1832,3298,1095
35,0.2,global-dense,global_16.7443,0.19871639310249972,2131,4087,1247
35,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.18835878983698048,2102,4005,1207
35,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.19337252049691467,2125,4007,1234
35,0.2,goco-rank,top13828,0.17891455878531806,2543,4028,1546
36,0.05,global-coarse,global_37.7842,0.03274482652511732,822,1116,430
36,0.05,global-dense,global_33.8713,0.05071890145395801,1009,1427,551
36,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.04671167012847142,1014,1449,528
36,0.05,goco,adapt_37.7842_to_32.0342_q0.75,0.049709593045618894,1052,1484,554
36,0.05,goco-rank,top4337,0.04215926866169193,1106,1356,767
36,0.1,global-coarse,global_27.1593,0.09586686155345282,1376,2209,775
36,0.1,global-dense,global_26.2163,0.10076723850552607,1419,2287,802
36,0.1,goco-score,adapt_27.1593_to_23.0262_q0.25,0.10117137215683257,1460,2371,805
36,0.1,goco,adapt_27.1593_to_23.0262_q0.5,0.10287227222606868,1549,2489,840
36,0.1,goco-rank,top8259,0.0961174402692981,1846,2540,1107
36,0.2,global-coarse,global_19.5221,0.1603611466616313,1975,3530,1096
36,0.2,global-dense,global_17.0145,0.18933315203912943,2231,4226,1212
36,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.1885985850444655,2235,4260,1208
36,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.19062890439304012,2234,4202,1225
36,0.2,goco-rank,top13828,0.18256362825829708,2735,4243,1548
37,0.05,global-coarse,global_37.7842,0.03308562197092084,710,972,397
37,0.05,global-dense,global_33.8713,0.05010077698284484,849,1230,492
37,0.05,goco-score,adapt_37.7842_to_32.0342_q0.5,0.042829833064081856,853,1232,468
37,0.05,goco,adapt_37.7842_to_32.0342_q0.75,0.046047772905608124,913,1314,496
37,0.05,goco-rank,top4337,0.040313485652742516,1090,1293,749
37,0.1,global-coarse,global_27.1593,0.0875364771649101,1194,1931,706
37,0.1,global-dense,global_27.0694,0.0881019052747647,1199,1940,710
37,0.1,goco-score,adapt_27.1593_to_23.0262_q0.075,0.09010513629253532,1209,1959,718
37,0.1,goco,adapt_27.1593_to_23.0262_q0.25,0.09092019898966587,1320,2100,755
37,0.1,goco-rank,top8259,0.09167551350103853,1824,2466,1080
37,0.2,global-coarse,global_19.5221,0.1579259010599883,1791,3264,1061
37,0.2,global-dense,global_17.0145,0.1862630037347323,2074,3970,1181
37,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.18510889666786276,2080,4017,1169
37,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.18911309745720084,2096,4015,1183
37,0.2,goco-rank,top13828,0.1723020575726553,2646,4110,1487
38,0.05,global-coarse,global_37.7842,0.030133984665487088,784,1059,425
38,0.05,global-dense,global_33.8713,0.04838013180501064,951,1356,538
38,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.044869477139267123,968,1385,519
38,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.03900364130574147,1002,1371,514
38,0.05,goco-rank,top4337,0.03991666025591712,1120,1332,784
38,0.1,global-coarse,global_27.1593,0.09236274585224503,1366,2166,770
38,0.1,global-dense,global_27.0694,0.09383978254737543,1370,2177,776
38,0.1,goco-score,adapt_27.1593_to_23.0262_q0.1,0.09676231504987563,1393,2238,793
38,0.1,goco,adapt_27.1593_to_23.0262_q0.275,0.09695912506090211,1504,2359,831
38,0.1,goco-rank,top7261,0.07593031631803845,1722,2208,1014
38,0.2,global-coarse,global_19.5221,0.156835362626962,2024,3562,1105
38,0.2,global-dense,global_17.0145,0.18477564707774724,2288,4281,1222
38,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.18339403999339382,2290,4309,1211
38,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.18513482658070707,2301,4251,1234
38,0.2,goco-rank,top13828,0.16610335320755354,2771,4187,1449
39,0.05,global-coarse,global_37.7842,0.030212067594943198,740,993,390
39,0.05,global-dense,global_34.418,0.04189591507039003,878,1230,475
39,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.04223171013154858,907,1289,472
39,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.03668025745570172,923,1262,455
39,0.05,goco-rank,top4337,0.046488960689283786,1036,1257,798
39,0.1,global-coarse,global_27.1593,0.0856437674692925,1216,1932,699
39,0.1,global-dense,global_27.0694,0.08653768238582456,1220,1943,703
39,0.1,goco-score,adapt_27.1593_to_23.0262_q0.04,0.08738313203579762,1229,1960,709
39,0.1,goco,adapt_27.1593_to_23.0262_q0.275,0.0885624535220658,1320,2066,750
39,0.1,goco-rank,top7261,0.0915670436187399,1658,2162,1090
39,0.2,global-coarse,global_19.5221,0.14905437947441177,1830,3235,1040
39,0.2,global-dense,global_17.0145,0.18435250084684654,2102,3990,1183
39,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.18256252632666203,2105,4024,1171
39,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.18833354134646543,2123,3996,1201
39,0.2,goco-rank,top13828,0.18277539414453792,2719,4169,1515
40,0.05,global-coarse,global_37.7842,0.03376182783291022,795,1075,427
40,0.05,global-dense,global_33.8713,0.05072838936328435,946,1355,531
40,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.04947906249198656,981,1409,525
40,0.05,goco,adapt_37.7842_to_32.0342_q0.75,0.05141459599456369,1030,1473,550
40,0.05,goco-rank,top4337,0.04100469266866681,1118,1319,830
40,0.1,global-coarse,global_27.1593,0.08812434289817164,1319,2094,742
40,0.1,global-dense,global_26.6395,0.0944032874323666,1337,2146,770
40,0.1,goco-score,adapt_27.1593_to_23.0262_q0.2,0.09529053516937201,1381,2232,777
40,0.1,goco,adapt_27.1593_to_23.0262_q0.3,0.09278290637741365,1432,2258,795
40,0.1,goco-rank,top7261,0.07973023565915326,1745,2235,1099
40,0.2,global-coarse,global_19.5221,0.15651018609823134,1908,3404,1063
40,0.2,global-dense,global_16.7443,0.19377724949615094,2231,4247,1213
40,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.18264704869712947,2205,4164,1167
40,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.18134916331200657,2218,4142,1164
40,0.2,goco-rank,top13828,0.17918719944568087,2704,4168,1517
41,0.05,global-coarse,global_37.7842,0.029422776110982898,741,993,411
41,0.05,global-dense,global_34.9736,0.03954188783752597,848,1175,480
41,0.05,goco-score,adapt_37.7842_to_32.0342_q0.5,0.04361066235864297,909,1295,500
41,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.03677334153909275,921,1266,485
41,0.05,goco-rank,top4337,0.03787829833064081,1019,1244,697
41,0.1,global-coarse,global_27.1593,0.08966779495858657,1262,2002,743
41,0.1,global-dense,global_26.6395,0.09370272072210682,1278,2056,760
41,0.1,goco-score,adapt_27.1593_to_23.0262_q0.125,0.09396017642382747,1306,2099,768
41,0.1,goco,adapt_27.1593_to_23.0262_q0.3,0.09596443316152524,1384,2184,799
41,0.1,goco-rank,top8259,0.08502872015796087,1729,2347,1038
41,0.2,global-coarse,global_19.5221,0.1527309326824674,1882,3350,1054
41,0.2,global-dense,global_17.0145,0.17908857611603976,2173,4070,1172
41,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.1775375217136122,2169,4078,1162
41,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.17876696360541272,2179,4027,1174
41,0.2,goco-rank,top13828,0.17438700054208936,2551,3960,1478
42,0.05,global-coarse,global_37.7842,0.030267969330974177,771,1022,397
42,0.05,global-dense,global_34.418,0.04747275431443445,929,1286,514
42,0.05,goco-score,adapt_37.7842_to_32.0342_q0.5,0.04183950047439546,955,1320,484
42,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.039266225607097985,968,1303,488
42,0.05,goco-rank,top3813,0.046684360335410416,887,1096,783
42,0.1,global-coarse,global_27.1593,0.08564940892889197,1318,2038,724
42,0.1,global-dense,global_27.0694,0.08678026514860118,1322,2047,729
42,0.1,goco-score,adapt_27.1593_to_23.0262_q0.02,0.08686104059286612,1328,2054,733
42,0.1,goco,adapt_27.1593_to_23.0262_q0.225,0.08949970510552095,1403,2160,772
42,0.1,goco-rank,top7261,0.09630817755211937,1578,2125,1161
42,0.2,global-coarse,global_19.5221,0.14880658652064147,1914,3367,1046
42,0.2,global-dense,global_17.0145,0.17895587360046167,2210,4115,1173
42,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.17744106279647479,2214,4152,1166
42,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.17806560967304103,2210,4081,1168
42,0.2,goco-rank,top13828,0.18722226077638035,2693,4140,1607
43,0.05,global-coarse,global_37.7842,0.029074287765725567,687,945,396
43,0.05,global-dense,global_34.9736,0.0372151703977229,792,1125,466
43,0.05,goco-score,adapt_37.7842_to_32.0342_q0.5,0.042243249480729286,876,1277,497
43,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.035001923224863445,879,1219,474
43,0.05,goco-rank,top4337,0.03752006564607534,1002,1210,742
43,0.1,global-coarse,global_27.1593,0.08644741903223326,1235,1969,735
43,0.1,global-dense,global_27.0694,0.087761366258943,1238,1981,740
43,0.1,goco-score,adapt_27.1593_to_23.0262_q0.05,0.08965689668436033,1246,1997,745
43,0.1,goco,adapt_27.1593_to_23.0262_q0.3,0.08987768289868452,1343,2121,777
43,0.1,goco-rank,top7261,0.08386540223373826,1550,2070,1038
43,0.2,global-coarse,global_19.5221,0.15465528816902,1857,3301,1075
43,0.2,global-dense,global_16.7443,0.1965875947782248,2166,4117,1232
43,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.1848421574835145,2123,4011,1190
43,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.18763820006954093,2146,3980,1202
43,0.2,goco-rank,top13828,0.18912938237493973,2596,4053,1569
44,0.05,global-coarse,global_37.7842,0.034786906685129626,765,1029,427
44,0.05,global-dense,global_33.8713,0.05079070184886017,950,1334,546
44,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.047899710234120575,955,1351,526
44,0.05,goco,adapt_37.7842_to_32.0342_q0.75,0.05410326435366823,1011,1436,563
44,0.05,goco-rank,top3813,0.04073390260789292,937,1141,739
44,0.1,global-coarse,global_27.1593,0.09703143831576788,1335,2121,787
44,0.1,global-dense,global_26.2163,0.10325268610405929,1379,2219,810
44,0.1,goco-score,adapt_27.1593_to_23.0262_q0.2,0.10348680667743672,1412,2299,815
44,0.1,goco,adapt_27.1593_to_23.0262_q0.4,0.10138036259199426,1472,2328,831
44,0.1,goco-rank,top7261,0.08160991404933247,1611,2186,1022
44,0.2,global-coarse,global_19.5221,0.15558883317364736,1963,3471,1080
44,0.2,global-dense,global_17.0145,0.18425126928357946,2237,4185,1200
44,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.18247344649606362,2247,4231,1188
44,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.18969799989993852,2263,4230,1216
44,0.2,goco-rank,top13828,0.1813832102200438,2734,4271,1546
45,0.05,global-coarse,global_37.7842,0.028043182808934017,708,949,404
45,0.05,global-dense,global_34.9736,0.03569825884042362,804,1105,468
45,0.05,goco-score,adapt_37.7842_to_32.0342_q0.5,0.0359230197194656,853,1179,474
45,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.03498243454624715,924,1247,493
45,0.05,goco-rank,top4337,0.03748190420242116,1029,1230,755
45,0.1,global-coarse,global_27.1593,0.07993884144934225,1222,1896,718
45,0.1,global-dense,global_27.0694,0.08090814678052158,1224,1902,722
45,0.1,goco-score,adapt_27.1593_to_23.0262_q0.01,0.07993884144934225,1222,1897,718
45,0.1,goco,adapt_27.1593_to_23.0262_q0.225,0.08224465984562915,1330,2041,759
45,0.1,goco-rank,top7261,0.08928903621956934,1583,2115,1095
45,0.2,global-coarse,global_19.5221,0.14759478001804335,1796,3198,1041
45,0.2,global-dense,global_17.0145,0.17822005942361355,2063,3883,1161
45,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.1750834311981323,2052,3883,1146
45,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.1799926666404857,2085,3878,1177
45,0.2,goco-rank,top12156,0.15659011962727634,2394,3509,1491
46,0.05,global-coarse,global_37.7842,0.032085032181962715,755,1029,412
46,0.05,global-dense,global_34.418,0.04607136446393312,901,1287,506
46,0.05,goco-score,adapt_37.7842_to_32.0342_q0.5,0.044597404928584244,902,1298,482
46,0.05,goco,adapt_37.7842_to_32.0342_q0.75,0.04651678334230838,988,1396,524
46,0.05,goco-rank,top4337,0.041340872374798054,1037,1247,725
